index,regime,q,day,value
NDX,LLH,75,9,2.791
NDX,LLH,75,10,3.444
NDX,LLH,75,11,3.302
NDX,LLH,75,12,3.675
NDX,LLH,75,13,2.839
NDX,LLH,75,14,3.632
NDX,LLH,75,15,3.879
NDX,LLH,75,16,4.256
NDX,LLH,75,17,4.244
NDX,LLH,75,18,5.389
NDX,LLH,75,19,5.318
NDX,LLH,75,20,6.017
NDX,LLH,75,21,6.241
NDX,LLH,90,0,0.0
NDX,LLH,90,1,2.772
NDX,LLH,90,2,3.576
NDX,LLH,90,3,4.381
NDX,LLH,90,4,4.627
NDX,LLH,90,5,5.094
NDX,LLH,90,6,5.76
NDX,LLH,90,7,5.729
NDX,LLH,90,8,6.708
NDX,LLH,90,9,6.867
NDX,LLH,90,10,7.375
NDX,LLH,90,11,7.956
NDX,LLH,90,12,8.871
NDX,LLH,90,13,10.285
NDX,LLH,90,14,9.239
NDX,LLH,90,15,9.706
NDX,LLH,90,16,9.958
NDX,LLH,90,17,9.48
NDX,LLH,90,18,9.265
NDX,LLH,90,19,9.597
NDX,LLH,90,20,10.536
NDX,LLH,90,21,10.131
NDX,LLL,10,0,0.0
NDX,LLL,10,1,-1.741
NDX,LLL,10,2,-2.656
NDX,LLL,10,3,-3.069
NDX,LLL,10,4,-3.712
NDX,LLL,10,5,-3.663
NDX,LLL,10,6,-3.959
NDX,LLL,10,7,-3.924
NDX,LLL,10,8,-4.217
NDX,LLL,10,9,-4.256
NDX,LLL,10,10,-4.202
NDX,LLL,10,11,-4.561
NDX,LLL,10,12,-4.785
NDX,LLL,10,13,-5.221
NDX,LLL,10,14,-5.112
NDX,LLL,10,15,-4.981
NDX,LLL,10,16,-5.075
NDX,LLL,10,17,-5.194
NDX,LLL,10,18,-5.223
NDX,LLL,10,19,-5.073
NDX,LLL,10,20,-5.251
NDX,LLL,10,21,-5.07
NDX,LLL,25,0,0.0
NDX,LLL,25,1,-0.437
NDX,LLL,25,2,-1.054
NDX,LLL,25,3,-1.181
NDX,LLL,25,4,-1.497
NDX,LLL,25,5,-1.58
NDX,LLL,25,6,-2.025
NDX,LLL,25,7,-2.305
NDX,LLL,25,8,-2.154
NDX,LLL,25,9,-2.149
NDX,LLL,25,10,-2.398
NDX,LLL,25,11,-1.868
NDX,LLL,25,12,-1.798
NDX,LLL,25,13,-2.178
NDX,LLL,25,14,-2.711
NDX,LLL,25,15,-2.167
NDX,LLL,25,16,-2.041
NDX,LLL,25,17,-2.515
NDX,LLL,25,18,-1.911
NDX,LLL,25,19,-1.961
NDX,LLL,25,20,-2.055
NDX,LLL,25,21,-2.341
NDX,LLL,50,0,0.0
NDX,LLL,50,1,0.156
NDX,LLL,50,2,0.272
NDX,LLL,50,3,0.417
NDX,LLL,50,4,0.534
NDX,LLL,50,5,0.622
NDX,LLL,50,6,0.295
NDX,LLL,50,7,0.717
NDX,LLL,50,8,0.585
NDX,LLL,50,9,1.11
NDX,LLL,50,10,1.376
NDX,LLL,50,11,1.299
NDX,LLL,50,12,1.483
NDX,LLL,50,13,1.498
NDX,LLL,50,14,1.552
NDX,LLL,50,15,1.542
NDX,LLL,50,16,1.825
NDX,LLL,50,17,1.766
NDX,LLL,50,18,1.912
NDX,LLL,50,19,1.672
NDX,LLL,50,20,1.627
NDX,LLL,50,21,1.991
NDX,LLL,75,0,0.0
NDX,LLL,75,1,0.804
NDX,LLL,75,2,1.273
NDX,LLL,75,3,1.608
NDX,LLL,75,4,1.823
NDX,LLL,75,5,2.388
NDX,LLL,75,6,3.001
NDX,LLL,75,7,3.201
NDX,LLL,75,8,3.485
NDX,LLL,75,9,3.703
NDX,LLL,75,10,3.645
NDX,LLL,75,11,3.648
NDX,LLL,75,12,3.842
NDX,LLL,75,13,4.077
NDX,LLL,75,14,4.036
NDX,LLL,75,15,4.361
NDX,LLL,75,16,4.443
NDX,LLL,75,17,4.581
NDX,LLL,75,18,5.034
NDX,LLL,75,19,5.016
NDX,LLL,75,20,5.426
NDX,LLL,75,21,5.503
NDX,LLL,90,0,0.0
NDX,LLL,90,1,1.614
NDX,LLL,90,2,2.039
NDX,LLL,90,3,2.493
NDX,LLL,90,4,3.21
NDX,LLL,90,5,3.94
NDX,LLL,90,6,4.633
NDX,LLL,90,7,5.116
NDX,LLL,90,8,5.639
NDX,LLL,90,9,6.059
NDX,LLL,90,10,6.547
NDX,LLL,90,11,6.457
NDX,LLL,90,12,6.328
NDX,LLL,90,13,6.114
NDX,LLL,90,14,5.72
NDX,LLL,90,15,5.794
NDX,LLL,90,16,6.237
NDX,LLL,90,17,7.005
NDX,LLL,90,18,6.913
NDX,LLL,90,19,7.405
NDX,LLL,90,20,7.52
NDX,LLL,90,21,7.81
NDX,LLM,10,0,0.0
NDX,LLM,10,1,-2.526
NDX,LLM,10,2,-2.561
NDX,LLM,10,3,-3.032
NDX,LLM,10,4,-3.995
NDX,LLM,10,5,-2.72
NDX,LLM,10,6,-3.624
NDX,LLM,10,7,-3.597
NDX,LLM,10,8,-4.561
NDX,LLM,10,9,-5.683
NDX,LLM,10,10,-6.342
NDX,LLM,10,11,-7.606
NDX,LLM,10,12,-7.291
NDX,LLM,10,13,-6.407
NDX,LLM,10,14,-5.335
NDX,LLM,10,15,-4.84
NDX,LLM,10,16,-5.7
NDX,LLM,10,17,-6.065
NDX,LLM,10,18,-6.763
NDX,LLM,10,19,-7.541
NDX,LLM,10,20,-6.81
NDX,LLM,10,21,-7.396
NDX,LLM,25,0,0.0
NDX,LLM,25,1,-1.114
NDX,LLM,25,2,-0.883
NDX,LLM,25,3,-1.124
NDX,LLM,25,4,-1.069
NDX,LLM,25,5,-1.348
NDX,LLM,25,6,-1.457
NDX,LLM,25,7,-1.72
NDX,LLM,25,8,-1.668
NDX,LLM,25,9,-2.278
NDX,LLM,25,10,-1.838
NDX,LLM,25,11,-2.251
NDX,LLM,25,12,-1.673
NDX,LLM,25,13,-1.702
NDX,LLM,25,14,-1.829
NDX,LLM,25,15,-2.951
NDX,LLM,25,16,-2.56
NDX,LLM,25,17,-2.787
NDX,LLM,25,18,-2.451
NDX,LLM,25,19,-3.594
NDX,LLM,25,20,-2.965
NDX,LLM,25,21,-2.804
NDX,LLM,50,0,0.0
NDX,LLM,50,1,0.219
NDX,LLM,50,2,0.428
NDX,LLM,50,3,0.684
NDX,LLM,50,4,0.798
NDX,LLM,50,5,0.614
NDX,LLM,50,6,0.703
NDX,LLM,50,7,0.481
NDX,LLM,50,8,0.578
NDX,LLM,50,9,0.503
NDX,LLM,50,10,0.615
NDX,LLM,50,11,0.244
NDX,LLM,50,12,0.526
NDX,LLM,50,13,0.963
NDX,LLM,50,14,0.665
NDX,LLM,50,15,0.969
NDX,LLM,50,16,1.132
NDX,LLM,50,17,0.727
NDX,LLM,50,18,0.926
NDX,LLM,50,19,0.689
NDX,LLM,50,20,0.058
NDX,LLM,50,21,0.529
NDX,LLM,75,0,0.0
NDX,LLM,75,1,0.97
NDX,LLM,75,2,1.419
NDX,LLM,75,3,1.844
NDX,LLM,75,4,2.21
NDX,LLM,75,5,2.325
NDX,LLM,75,6,2.39
NDX,LLM,75,7,2.334
NDX,LLM,75,8,2.81
NDX,LLM,75,9,3.095
NDX,LLM,75,10,3.86
NDX,LLM,75,11,3.44
NDX,LLM,75,12,3.226
NDX,LLM,75,13,3.641
NDX,LLM,75,14,3.694
NDX,LLM,75,15,3.496
NDX,LLM,75,16,4.108
NDX,LLM,75,17,3.903
NDX,LLM,75,18,4.004
NDX,LLM,75,19,4.422
NDX,LLM,75,20,4.657
NDX,LLM,75,21,4.467
NDX,LLM,90,0,0.0
NDX,LLM,90,1,1.822
NDX,LLM,90,2,2.226
NDX,LLM,90,3,2.841
NDX,LLM,90,4,3.423
NDX,LLM,90,5,3.93
NDX,LLM,90,6,4.588
NDX,LLM,90,7,4.586
NDX,LLM,90,8,4.558
NDX,LLM,90,9,4.552
NDX,LLM,90,10,5.118
NDX,LLM,90,11,5.735
NDX,LLM,90,12,5.875
NDX,LLM,90,13,6.032
NDX,LLM,90,14,6.152
NDX,LLM,90,15,6.193
NDX,LLM,90,16,6.525
NDX,LLM,90,17,7.084
NDX,LLM,90,18,7.233
NDX,LLM,90,19,7.143
NDX,LLM,90,20,7.451
NDX,LLM,90,21,7.635
NDX,LMH,10,0,0.0
NDX,LMH,10,1,-1.943
NDX,LMH,10,2,-3.127
NDX,LMH,10,3,-3.495
NDX,LMH,10,4,-3.26
NDX,LMH,10,5,-3.204
NDX,LMH,10,6,-3.857
NDX,LMH,10,7,-4.145
NDX,LMH,10,8,-4.293
NDX,LMH,10,9,-4.545
NDX,LMH,10,10,-4.942
NDX,LMH,10,11,-5.642
NDX,LMH,10,12,-6.369
NDX,LMH,10,13,-6.041
NDX,LMH,10,14,-5.607
NDX,LMH,10,15,-5.323
NDX,LMH,10,16,-5.729
NDX,LMH,10,17,-3.81
NDX,LMH,10,18,-4.388
NDX,LMH,10,19,-3.952
NDX,LMH,10,20,-3.924
NDX,LMH,10,21,-3.532
NDX,LMH,25,0,0.0
NDX,LMH,25,1,-1.628
NDX,LMH,25,2,-2.035
NDX,LMH,25,3,-1.996
NDX,LMH,25,4,-2.31
NDX,LMH,25,5,-2.203
NDX,LMH,25,6,-2.445
NDX,LMH,25,7,-2.335
NDX,LMH,25,8,-2.779
NDX,LMH,25,9,-3.235
NDX,LMH,25,10,-3.793
NDX,LMH,25,11,-4.106
NDX,LMH,25,12,-4.697
NDX,LMH,25,13,-3.973
NDX,LMH,25,14,-3.552
NDX,LMH,25,15,-3.726
NDX,LMH,25,16,-3.506
NDX,LMH,25,17,-2.983
NDX,LMH,25,18,-2.452
NDX,LMH,25,19,-2.423
NDX,LMH,25,20,-1.752
NDX,LMH,25,21,-1.234
NDX,LMH,50,0,0.0
NDX,LMH,50,1,-0.414
NDX,LMH,50,2,-0.731
NDX,LMH,50,3,-1.035
NDX,LMH,50,4,-0.752
NDX,LMH,50,5,-1.164
NDX,LMH,50,6,-0.839
NDX,LMH,50,7,-0.898
NDX,LMH,50,8,-0.92
NDX,LMH,50,9,-1.345
NDX,LMH,50,10,-2.327
NDX,LMH,50,11,-3.027
NDX,LMH,50,12,-2.507
NDX,LMH,50,13,-1.866
NDX,LMH,50,14,-1.933
NDX,LMH,50,15,-1.64
NDX,LMH,50,16,-0.826
NDX,LMH,50,17,-0.229
NDX,LMH,50,18,0.464
NDX,LMH,50,19,1.586
NDX,LMH,50,20,1.283
NDX,LMH,50,21,3.501
NDX,LMH,75,0,0.0
NDX,LMH,75,1,0.658
NDX,LMH,75,2,0.456
NDX,LMH,75,3,0.989
NDX,LMH,75,4,-0.046
NDX,LMH,75,5,-0.597
NDX,LMH,75,6,0.105
NDX,LMH,75,7,0.594
NDX,LMH,75,8,2.034
NDX,LMH,75,9,0.789
NDX,LMH,75,10,0.1
NDX,LMH,75,11,1.249
NDX,LMH,75,12,3.396
NDX,LMH,75,13,2.34
NDX,LMH,75,14,3.025
NDX,LMH,75,15,3.174
NDX,LMH,75,16,4.532
NDX,LMH,75,17,6.068
NDX,LMH,75,18,5.798
NDX,LMH,75,19,6.987
NDX,LMH,75,20,5.834
NDX,LMH,75,21,7.649
NDX,LMH,90,0,0.0
NDX,LMH,90,1,1.328
NDX,LMH,90,2,1.781
NDX,LMH,90,3,2.359
NDX,LMH,90,4,2.989
NDX,LMH,90,5,2.495
NDX,LMH,90,6,2.542
NDX,LMH,90,7,3.89
NDX,LMH,90,8,5.457
NDX,LMH,90,9,4.964
NDX,LMH,90,10,4.685
NDX,LMH,90,11,4.442
NDX,LMH,90,12,5.794
NDX,LMH,90,13,6.114
NDX,LMH,90,14,7.068
NDX,LMH,90,15,8.224
NDX,LMH,90,16,8.406
NDX,LMH,90,17,9.581
NDX,LMH,90,18,10.084
NDX,LMH,90,19,10.373
NDX,LMH,90,20,10.876
NDX,LMH,90,21,11.298
NDX,LML,10,0,0.0
NDX,LML,10,1,-1.737
NDX,LML,10,2,-1.616
NDX,LML,10,3,-2.5
NDX,LML,10,4,-2.566
NDX,LML,10,5,-2.584
NDX,LML,10,6,-2.801
NDX,LML,10,7,-1.935
NDX,LML,10,8,-2.518
NDX,LML,10,9,-2.44
NDX,LML,10,10,-1.667
NDX,LML,10,11,-1.309
NDX,LML,10,12,-1.305
NDX,LML,10,13,-1.571
NDX,LML,10,14,-2.046
NDX,LML,10,15,-2.388
NDX,LML,10,16,-3.372
NDX,LML,10,17,-3.065
NDX,LML,10,18,-3.415
NDX,LML,10,19,-3.698
NDX,LML,10,20,-4.253
NDX,LML,10,21,-3.78
NDX,LML,25,0,0.0
NDX,LML,25,1,-0.667
NDX,LML,25,2,-0.959
NDX,LML,25,3,-1.874
NDX,LML,25,4,-1.239
NDX,LML,25,5,-0.968
NDX,LML,25,6,-0.981
NDX,LML,25,7,-1.04
NDX,LML,25,8,-0.935
NDX,LML,25,9,-1.227
NDX,LML,25,10,-0.432
NDX,LML,25,11,-0.626
NDX,LML,25,12,-0.286
NDX,LML,25,13,-0.133
NDX,LML,25,14,-0.361
NDX,LML,25,15,-0.323
NDX,LML,25,16,-0.206
NDX,LML,25,17,-0.525
NDX,LML,25,18,-0.605
NDX,LML,25,19,-1.656
NDX,LML,25,20,-1.359
NDX,LML,25,21,-2.423
NDX,LML,50,0,0.0
NDX,LML,50,1,0.245
NDX,LML,50,2,-0.115
NDX,LML,50,3,0.13
NDX,LML,50,4,0.475
NDX,LML,50,5,0.729
NDX,LML,50,6,0.634
NDX,LML,50,7,0.975
NDX,LML,50,8,1.253
NDX,LML,50,9,0.572
NDX,LML,50,10,0.629
NDX,LML,50,11,1.034
NDX,LML,50,12,0.642
NDX,LML,50,13,0.528
NDX,LML,50,14,0.774
NDX,LML,50,15,0.391
NDX,LML,50,16,0.538
NDX,LML,50,17,0.733
NDX,LML,50,18,0.538
NDX,LML,50,19,0.804
NDX,LML,50,20,0.424
NDX,LML,50,21,-0.338
NDX,LML,75,0,0.0
NDX,LML,75,1,0.936
NDX,LML,75,2,1.441
NDX,LML,75,3,1.676
NDX,LML,75,4,1.687
NDX,LML,75,5,2.072
NDX,LML,75,6,2.176
NDX,LML,75,7,2.257
NDX,LML,75,8,2.414
NDX,LML,75,9,2.226
NDX,LML,75,10,2.463
NDX,LML,75,11,1.751
NDX,LML,75,12,2.194
NDX,LML,75,13,2.5
NDX,LML,75,14,2.065
NDX,LML,75,15,2.055
NDX,LML,75,16,2.14
NDX,LML,75,17,1.921
NDX,LML,75,18,2.127
NDX,LML,75,19,1.933
NDX,LML,75,20,1.315
NDX,LML,75,21,0.576
NDX,LML,90,0,0.0
NDX,LML,90,1,1.347
NDX,LML,90,2,2.037
NDX,LML,90,3,2.94
NDX,LML,90,4,2.521
NDX,LML,90,5,2.771
NDX,LML,90,6,3.567
NDX,LML,90,7,3.803
NDX,LML,90,8,3.552
NDX,LML,90,9,3.115
NDX,LML,90,10,3.619
NDX,LML,90,11,3.976
NDX,LML,90,12,3.021
NDX,LML,90,13,3.627
NDX,LML,90,14,3.76
NDX,LML,90,15,3.175
NDX,LML,90,16,3.582
NDX,LML,90,17,3.566
NDX,LML,90,18,2.999
NDX,LML,90,19,2.946
NDX,LML,90,20,3.018
NDX,LML,90,21,4.153
NDX,LMM,10,0,0.0
NDX,LMM,10,1,-1.97
NDX,LMM,10,2,-2.645
NDX,LMM,10,3,-3.067
NDX,LMM,10,4,-3.708
NDX,LMM,10,5,-3.564
NDX,LMM,10,6,-4.155
NDX,LMM,10,7,-4.431
NDX,LMM,10,8,-3.881
NDX,LMM,10,9,-3.869
NDX,LMM,10,10,-4.214
NDX,LMM,10,11,-4.402
NDX,LMM,10,12,-4.33
NDX,LMM,10,13,-4.881
NDX,LMM,10,14,-4.657
NDX,LMM,10,15,-4.722
NDX,LMM,10,16,-4.495
NDX,LMM,10,17,-5.188
NDX,LMM,10,18,-5.055
NDX,LMM,10,19,-5.266
NDX,LMM,10,20,-5.555
NDX,LMM,10,21,-6.357
NDX,LMM,25,0,0.0
NDX,LMM,25,1,-1.071
NDX,LMM,25,2,-1.242
NDX,LMM,25,3,-1.257
NDX,LMM,25,4,-1.844
NDX,LMM,25,5,-1.965
NDX,LMM,25,6,-1.739
NDX,LMM,25,7,-1.908
NDX,LMM,25,8,-1.781
NDX,LMM,25,9,-2.363
NDX,LMM,25,10,-2.235
NDX,LMM,25,11,-2.547
NDX,LMM,25,12,-2.908
NDX,LMM,25,13,-2.959
NDX,LMM,25,14,-2.756
NDX,LMM,25,15,-3.276
NDX,LMM,25,16,-3.31
NDX,LMM,25,17,-3.425
NDX,LMM,25,18,-3.941
NDX,LMM,25,19,-3.394
NDX,LMM,25,20,-3.745
NDX,LMM,25,21,-4.441
NDX,LMM,50,0,0.0
NDX,LMM,50,1,-0.06
NDX,LMM,50,2,-0.376
NDX,LMM,50,3,-0.232
NDX,LMM,50,4,-0.45
NDX,LMM,50,5,-0.499
NDX,LMM,50,6,-0.606
NDX,LMM,50,7,-0.082
NDX,LMM,50,8,0.014
NDX,LMM,50,9,-0.014
NDX,LMM,50,10,-0.533
NDX,LMM,50,11,-0.277
NDX,LMM,50,12,-0.112
NDX,LMM,50,13,-0.258
NDX,LMM,50,14,0.226
NDX,LMM,50,15,-0.013
NDX,LMM,50,16,-1.239
NDX,LMM,50,17,-0.835
NDX,LMM,50,18,-0.963
NDX,LMM,50,19,-0.884
NDX,LMM,50,20,-0.765
NDX,LMM,50,21,-1.064
NDX,LMM,75,0,0.0
NDX,LMM,75,1,0.735
NDX,LMM,75,2,0.998
NDX,LMM,75,3,0.911
NDX,LMM,75,4,1.027
NDX,LMM,75,5,0.832
NDX,LMM,75,6,0.919
NDX,LMM,75,7,1.457
NDX,LMM,75,8,1.453
NDX,LMM,75,9,1.412
NDX,LMM,75,10,2.046
NDX,LMM,75,11,2.775
NDX,LMM,75,12,3.129
NDX,LMM,75,13,3.393
NDX,LMM,75,14,2.893
NDX,LMM,75,15,3.624
NDX,LMM,75,16,3.565
NDX,LMM,75,17,3.809
NDX,LMM,75,18,2.763
NDX,LMM,75,19,2.552
NDX,LMM,75,20,3.397
NDX,LMM,75,21,3.041
NDX,LMM,90,0,0.0
NDX,LMM,90,1,1.528
NDX,LMM,90,2,1.956
NDX,LMM,90,3,1.772
NDX,LMM,90,4,2.173
NDX,LMM,90,5,2.248
NDX,LMM,90,6,3.077
NDX,LMM,90,7,3.018
NDX,LMM,90,8,3.811
NDX,LMM,90,9,3.693
NDX,LMM,90,10,4.853
NDX,LMM,90,11,4.752
NDX,LMM,90,12,4.845
NDX,LMM,90,13,5.028
NDX,LMM,90,14,5.56
NDX,LMM,90,15,6.198
NDX,LMM,90,16,6.523
NDX,LMM,90,17,6.836
NDX,LMM,90,18,7.271
NDX,LMM,90,19,7.464
NDX,LMM,90,20,7.029
NDX,LMM,90,21,8.045
NDX,MHH,10,0,0.0
NDX,MHH,10,1,-1.103
NDX,MHH,10,2,-2.271
NDX,MHH,10,3,-2.925
NDX,MHH,10,4,-3.06
NDX,MHH,10,5,-4.078
NDX,MHH,10,6,-4.701
NDX,MHH,10,7,-3.819
NDX,MHH,10,8,-6.499
NDX,MHH,10,9,-6.419
NDX,MHH,10,10,-4.708
NDX,MHH,10,11,-6.178
NDX,MHH,10,12,-4.909
NDX,MHH,10,13,-5.434
NDX,MHH,10,14,-6.26
NDX,MHH,10,15,-6.258
NDX,MHH,10,16,-7.057
NDX,MHH,10,17,-8.1
NDX,MHH,10,18,-8.714
NDX,MHH,10,19,-9.764
NDX,MHH,10,20,-9.731
NDX,MHH,10,21,-10.041
NDX,MHH,25,0,0.0
NDX,MHH,25,1,-0.903
NDX,MHH,25,2,-1.27
NDX,MHH,25,3,-2.076
NDX,MHH,25,4,-2.285
NDX,MHH,25,5,-1.523
NDX,MHH,25,6,-1.521
NDX,MHH,25,7,-1.384
NDX,MHH,25,8,-1.131
NDX,MHH,25,9,-2.183
NDX,MHH,25,10,-3.053
NDX,MHH,25,11,-3.33
NDX,MHH,25,12,-3.417
NDX,MHH,25,13,-3.089
NDX,MHH,25,14,-4.14
NDX,MHH,25,15,-5.116
NDX,MHH,25,16,-5.617
NDX,MHH,25,17,-6.733
NDX,MHH,25,18,-7.408
NDX,MHH,25,19,-7.166
NDX,MHH,25,20,-6.409
NDX,MHH,25,21,-6.602
NDX,MHH,50,0,0.0
NDX,MHH,50,1,-0.091
NDX,MHH,50,2,-0.566
NDX,MHH,50,3,0.276
NDX,MHH,50,4,0.607
NDX,MHH,50,5,0.256
NDX,MHH,50,6,0.312
NDX,MHH,50,7,0.961
NDX,MHH,50,8,1.395
NDX,MHH,50,9,1.586
NDX,MHH,50,10,1.676
NDX,MHH,50,11,1.615
NDX,MHH,50,12,1.463
NDX,MHH,50,13,1.932
NDX,MHH,50,14,2.885
NDX,MHH,50,15,2.5
NDX,MHH,50,16,2.048
NDX,MHH,50,17,2.412
NDX,MHH,50,18,2.489
NDX,MHH,50,19,1.969
NDX,MHH,50,20,1.957
NDX,MHH,50,21,2.027
NDX,MHH,75,0,0.0
NDX,MHH,75,1,0.706
NDX,MHH,75,2,1.289
NDX,MHH,75,3,1.136
NDX,MHH,75,4,1.366
NDX,MHH,75,5,1.205
NDX,MHH,75,6,2.258
NDX,MHH,75,7,3.26
NDX,MHH,75,8,3.711
NDX,MHH,75,9,3.972
NDX,MHH,75,10,4.566
NDX,MHH,75,11,4.277
NDX,MHH,75,12,4.675
NDX,MHH,75,13,4.451
NDX,MHH,75,14,3.998
NDX,MHH,75,15,4.259
NDX,MHH,75,16,4.643
NDX,MHH,75,17,5.261
NDX,MHH,75,18,5.465
NDX,MHH,75,19,6.465
NDX,MHH,75,20,6.931
NDX,MHH,75,21,6.12
NDX,MHH,90,0,0.0
NDX,MHH,90,1,1.594
NDX,MHH,90,2,1.914
NDX,MHH,90,3,1.813
NDX,MHH,90,4,2.54
NDX,MHH,90,5,2.804
NDX,MHH,90,6,3.348
NDX,MHH,90,7,4.678
NDX,MHH,90,8,4.927
NDX,MHH,90,9,5.322
NDX,MHH,90,10,5.719
NDX,MHH,90,11,6.345
NDX,MHH,90,12,5.861
NDX,MHH,90,13,5.889
NDX,MHH,90,14,6.223
NDX,MHH,90,15,5.766
NDX,MHH,90,16,6.38
NDX,MHH,90,17,8.464
NDX,MHH,90,18,9.14
NDX,MHH,90,19,8.891
NDX,MHH,90,20,9.451
NDX,MHH,90,21,9.721
NDX,MHL,10,0,0.0
NDX,MHL,10,1,-0.225
NDX,MHL,10,2,-0.069
NDX,MHL,10,3,0.229
NDX,MHL,10,4,0.016
NDX,MHL,10,5,-0.185
NDX,MHL,10,6,-1.496
NDX,MHL,10,7,-1.991
NDX,MHL,10,8,-1.796
NDX,MHL,10,9,-2.617
NDX,MHL,10,10,-1.648
NDX,MHL,10,11,-0.946
NDX,MHL,10,12,-2.072
NDX,MHL,10,13,-0.796
NDX,MHL,10,14,-0.32
NDX,MHL,10,15,-0.058
NDX,MHL,10,16,-0.84
NDX,MHL,10,17,-0.435
NDX,MHL,10,18,-1.258
NDX,MHL,10,19,-1.07
NDX,MHL,10,20,-0.667
NDX,MHL,10,21,-0.335
NDX,MHL,25,0,0.0
NDX,MHL,25,1,-0.125
NDX,MHL,25,2,0.144
NDX,MHL,25,3,0.34
NDX,MHL,25,4,0.289
NDX,MHL,25,5,0.124
NDX,MHL,25,6,0.268
NDX,MHL,25,7,0.585
NDX,MHL,25,8,-0.36
NDX,MHL,25,9,-1.209
NDX,MHL,25,10,-1.211
NDX,MHL,25,11,-0.877
NDX,MHL,25,12,-0.441
NDX,MHL,25,13,-0.062
NDX,MHL,25,14,-0.073
NDX,MHL,25,15,0.214
NDX,MHL,25,16,-0.243
NDX,MHL,25,17,0.232
NDX,MHL,25,18,0.257
NDX,MHL,25,19,0.222
NDX,MHL,25,20,0.147
NDX,MHL,25,21,0.051
NDX,MHL,50,0,0.0
NDX,MHL,50,1,0.244
NDX,MHL,50,2,0.194
NDX,MHL,50,3,0.558
NDX,MHL,50,4,0.627
NDX,MHL,50,5,1.143
NDX,MHL,50,6,0.902
NDX,MHL,50,7,1.129
NDX,MHL,50,8,1.044
NDX,MHL,50,9,1.45
NDX,MHL,50,10,1.721
NDX,MHL,50,11,1.966
NDX,MHL,50,12,2.2
NDX,MHL,50,13,1.661
NDX,MHL,50,14,1.951
NDX,MHL,50,15,1.419
NDX,MHL,50,16,0.73
NDX,MHL,50,17,1.226
NDX,MHL,50,18,1.219
NDX,MHL,50,19,1.473
NDX,MHL,50,20,2.19
NDX,MHL,50,21,1.811
NDX,MHL,75,0,0.0
NDX,MHL,75,1,0.542
NDX,MHL,75,2,0.742
NDX,MHL,75,3,0.768
NDX,MHL,75,4,1.127
NDX,MHL,75,5,1.213
NDX,MHL,75,6,1.161
NDX,MHL,75,7,1.468
NDX,MHL,75,8,1.59
NDX,MHL,75,9,1.851
NDX,MHL,75,10,2.17
NDX,MHL,75,11,2.523
NDX,MHL,75,12,2.354
NDX,MHL,75,13,2.366
NDX,MHL,75,14,2.702
NDX,MHL,75,15,3.182
NDX,MHL,75,16,2.168
NDX,MHL,75,17,1.777
NDX,MHL,75,18,2.355
NDX,MHL,75,19,2.842
NDX,MHL,75,20,3.192
NDX,MHL,75,21,3.655
NDX,MHL,90,0,0.0
NDX,MHL,90,1,0.783
NDX,MHL,90,2,1.273
NDX,MHL,90,3,1.005
NDX,MHL,90,4,1.371
NDX,MHL,90,5,1.274
NDX,MHL,90,6,1.799
NDX,MHL,90,7,1.692
NDX,MHL,90,8,1.734
NDX,MHL,90,9,1.951
NDX,MHL,90,10,2.364
NDX,MHL,90,11,2.785
NDX,MHL,90,12,2.443
NDX,MHL,90,13,3.121
NDX,MHL,90,14,3.161
NDX,MHL,90,15,3.754
NDX,MHL,90,16,3.628
NDX,MHL,90,17,2.36
NDX,MHL,90,18,2.909
NDX,MHL,90,19,3.191
NDX,MHL,90,20,3.672
NDX,MHL,90,21,4.286
NDX,MHM,10,0,0.0
NDX,MHM,10,1,-1.944
NDX,MHM,10,2,-2.471
NDX,MHM,10,3,-3.523
NDX,MHM,10,4,-3.799
NDX,MHM,10,5,-2.544
NDX,MHM,10,6,-4.596
NDX,MHM,10,7,-6.245
NDX,MHM,10,8,-3.701
NDX,MHM,10,9,-4.235
NDX,MHM,10,10,-4.04
NDX,MHM,10,11,-3.066
NDX,MHM,10,12,-3.687
NDX,MHM,10,13,-5.085
NDX,MHM,10,14,-6.09
NDX,MHM,10,15,-7.126
NDX,MHM,10,16,-7.588
NDX,MHM,10,17,-7.3
NDX,MHM,10,18,-6.253
NDX,MHM,10,19,-6.136
NDX,MHM,10,20,-7.302
NDX,MHM,10,21,-6.382
NDX,MHM,25,0,0.0
NDX,MHM,25,1,-0.699
NDX,MHM,25,2,-1.467
NDX,MHM,25,3,-1.059
NDX,MHM,25,4,-0.756
NDX,MHM,25,5,-1.16
NDX,MHM,25,6,-0.771
NDX,MHM,25,7,-0.558
NDX,MHM,25,8,-0.876
NDX,MHM,25,9,-1.54
NDX,MHM,25,10,-1.094
NDX,MHM,25,11,-0.605
NDX,MHM,25,12,-0.289
NDX,MHM,25,13,-0.139
NDX,MHM,25,14,-0.004
NDX,MHM,25,15,-0.4
NDX,MHM,25,16,-0.543
NDX,MHM,25,17,-0.744
NDX,MHM,25,18,-0.235
NDX,MHM,25,19,0.611
NDX,MHM,25,20,0.842
NDX,MHM,25,21,1.052
NDX,MHM,50,0,0.0
NDX,MHM,50,1,0.11
NDX,MHM,50,2,0.316
NDX,MHM,50,3,0.642
NDX,MHM,50,4,0.911
NDX,MHM,50,5,1.336
NDX,MHM,50,6,1.772
NDX,MHM,50,7,1.923
NDX,MHM,50,8,2.066
