index,regime,q,day,value
NDX,MHM,50,9,2.327
NDX,MHM,50,10,2.306
NDX,MHM,50,11,2.182
NDX,MHM,50,12,2.292
NDX,MHM,50,13,2.58
NDX,MHM,50,14,2.048
NDX,MHM,50,15,2.765
NDX,MHM,50,16,2.968
NDX,MHM,50,17,2.321
NDX,MHM,50,18,2.994
NDX,MHM,50,19,3.014
NDX,MHM,50,20,2.983
NDX,MHM,50,21,3.819
NDX,MHM,75,0,0.0
NDX,MHM,75,1,0.505
NDX,MHM,75,2,1.113
NDX,MHM,75,3,1.539
NDX,MHM,75,4,1.842
NDX,MHM,75,5,2.391
NDX,MHM,75,6,2.747
NDX,MHM,75,7,3.134
NDX,MHM,75,8,3.304
NDX,MHM,75,9,3.328
NDX,MHM,75,10,3.613
NDX,MHM,75,11,4.194
NDX,MHM,75,12,3.846
NDX,MHM,75,13,3.856
NDX,MHM,75,14,3.794
NDX,MHM,75,15,3.82
NDX,MHM,75,16,4.068
NDX,MHM,75,17,4.448
NDX,MHM,75,18,4.678
NDX,MHM,75,19,4.705
NDX,MHM,75,20,5.151
NDX,MHM,75,21,5.536
NDX,MHM,90,0,0.0
NDX,MHM,90,1,0.929
NDX,MHM,90,2,1.514
NDX,MHM,90,3,2.505
NDX,MHM,90,4,3.866
NDX,MHM,90,5,5.206
NDX,MHM,90,6,5.629
NDX,MHM,90,7,5.521
NDX,MHM,90,8,5.032
NDX,MHM,90,9,4.995
NDX,MHM,90,10,5.236
NDX,MHM,90,11,5.53
NDX,MHM,90,12,6.378
NDX,MHM,90,13,7.277
NDX,MHM,90,14,7.267
NDX,MHM,90,15,6.766
NDX,MHM,90,16,8.03
NDX,MHM,90,17,8.076
NDX,MHM,90,18,8.783
NDX,MHM,90,19,10.291
NDX,MHM,90,20,10.364
NDX,MHM,90,21,11.496
NDX,MLH,10,0,0.0
NDX,MLH,10,1,-2.389
NDX,MLH,10,2,-2.762
NDX,MLH,10,3,-2.364
NDX,MLH,10,4,-3.65
NDX,MLH,10,5,-3.164
NDX,MLH,10,6,-3.998
NDX,MLH,10,7,-4.597
NDX,MLH,10,8,-4.752
NDX,MLH,10,9,-6.074
NDX,MLH,10,10,-6.221
NDX,MLH,10,11,-7.799
NDX,MLH,10,12,-8.008
NDX,MLH,10,13,-7.951
NDX,MLH,10,14,-8.601
NDX,MLH,10,15,-9.76
NDX,MLH,10,16,-9.769
NDX,MLH,10,17,-10.639
NDX,MLH,10,18,-12.104
NDX,MLH,10,19,-12.429
NDX,MLH,10,20,-11.85
NDX,MLH,10,21,-13.379
NDX,MLH,25,0,0.0
NDX,MLH,25,1,-0.664
NDX,MLH,25,2,-1.197
NDX,MLH,25,3,-1.212
NDX,MLH,25,4,-0.645
NDX,MLH,25,5,-1.47
NDX,MLH,25,6,-0.727
NDX,MLH,25,7,-1.653
NDX,MLH,25,8,-2.186
NDX,MLH,25,9,-2.829
NDX,MLH,25,10,-3.874
NDX,MLH,25,11,-3.974
NDX,MLH,25,12,-3.582
NDX,MLH,25,13,-5.232
NDX,MLH,25,14,-5.697
NDX,MLH,25,15,-6.263
NDX,MLH,25,16,-7.924
NDX,MLH,25,17,-8.384
NDX,MLH,25,18,-8.333
NDX,MLH,25,19,-8.538
NDX,MLH,25,20,-8.379
NDX,MLH,25,21,-7.866
NDX,MLH,50,0,0.0
NDX,MLH,50,1,-0.08
NDX,MLH,50,2,0.027
NDX,MLH,50,3,-0.448
NDX,MLH,50,4,0.207
NDX,MLH,50,5,0.278
NDX,MLH,50,6,0.424
NDX,MLH,50,7,0.958
NDX,MLH,50,8,1.053
NDX,MLH,50,9,0.252
NDX,MLH,50,10,0.873
NDX,MLH,50,11,0.451
NDX,MLH,50,12,0.244
NDX,MLH,50,13,1.052
NDX,MLH,50,14,0.613
NDX,MLH,50,15,-0.017
NDX,MLH,50,16,-0.036
NDX,MLH,50,17,1.133
NDX,MLH,50,18,0.921
NDX,MLH,50,19,1.334
NDX,MLH,50,20,1.443
NDX,MLH,50,21,1.132
NDX,MLH,75,0,0.0
NDX,MLH,75,1,0.606
NDX,MLH,75,2,0.628
NDX,MLH,75,3,0.542
NDX,MLH,75,4,1.3
NDX,MLH,75,5,1.753
NDX,MLH,75,6,2.513
NDX,MLH,75,7,2.779
NDX,MLH,75,8,2.678
NDX,MLH,75,9,2.054
NDX,MLH,75,10,2.362
NDX,MLH,75,11,2.542
NDX,MLH,75,12,2.56
NDX,MLH,75,13,3.494
NDX,MLH,75,14,3.465
NDX,MLH,75,15,3.211
NDX,MLH,75,16,3.449
NDX,MLH,75,17,3.262
NDX,MLH,75,18,3.812
NDX,MLH,75,19,4.415
NDX,MLH,75,20,4.489
NDX,MLH,75,21,4.479
NDX,MLH,90,0,0.0
NDX,MLH,90,1,1.389
NDX,MLH,90,2,1.348
NDX,MLH,90,3,0.984
NDX,MLH,90,4,1.912
NDX,MLH,90,5,2.619
NDX,MLH,90,6,3.226
NDX,MLH,90,7,3.744
NDX,MLH,90,8,4.398
NDX,MLH,90,9,4.001
NDX,MLH,90,10,4.4
NDX,MLH,90,11,3.989
NDX,MLH,90,12,4.362
NDX,MLH,90,13,4.248
NDX,MLH,90,14,4.026
NDX,MLH,90,15,4.479
NDX,MLH,90,16,4.369
NDX,MLH,90,17,4.86
NDX,MLH,90,18,5.534
NDX,MLH,90,19,6.152
NDX,MLH,90,20,6.426
NDX,MLH,90,21,6.774
NDX,MLL,10,0,0.0
NDX,MLL,10,1,-1.678
NDX,MLL,10,2,-2.198
NDX,MLL,10,3,-3.853
NDX,MLL,10,4,-4.351
NDX,MLL,10,5,-6.922
NDX,MLL,10,6,-7.24
NDX,MLL,10,7,-8.663
NDX,MLL,10,8,-9.205
NDX,MLL,10,9,-7.656
NDX,MLL,10,10,-7.123
NDX,MLL,10,11,-5.552
NDX,MLL,10,12,-5.67
NDX,MLL,10,13,-6.793
NDX,MLL,10,14,-5.968
NDX,MLL,10,15,-6.445
NDX,MLL,10,16,-6.816
NDX,MLL,10,17,-7.871
NDX,MLL,10,18,-8.21
NDX,MLL,10,19,-7.935
NDX,MLL,10,20,-8.239
NDX,MLL,10,21,-7.449
NDX,MLL,25,0,0.0
NDX,MLL,25,1,-0.787
NDX,MLL,25,2,-1.061
NDX,MLL,25,3,-1.452
NDX,MLL,25,4,-1.029
NDX,MLL,25,5,-0.945
NDX,MLL,25,6,-0.927
NDX,MLL,25,7,-0.789
NDX,MLL,25,8,-0.212
NDX,MLL,25,9,0.362
NDX,MLL,25,10,0.25
NDX,MLL,25,11,-0.226
NDX,MLL,25,12,0.062
NDX,MLL,25,13,-0.016
NDX,MLL,25,14,-0.396
NDX,MLL,25,15,-1.841
NDX,MLL,25,16,-1.383
NDX,MLL,25,17,-3.254
NDX,MLL,25,18,-3.065
NDX,MLL,25,19,-3.118
NDX,MLL,25,20,-3.226
NDX,MLL,25,21,-2.837
NDX,MLL,50,0,0.0
NDX,MLL,50,1,0.212
NDX,MLL,50,2,0.156
NDX,MLL,50,3,0.13
NDX,MLL,50,4,0.614
NDX,MLL,50,5,0.715
NDX,MLL,50,6,1.113
NDX,MLL,50,7,1.673
NDX,MLL,50,8,1.693
NDX,MLL,50,9,1.612
NDX,MLL,50,10,2.047
NDX,MLL,50,11,2.606
NDX,MLL,50,12,3.269
NDX,MLL,50,13,3.762
NDX,MLL,50,14,4.24
NDX,MLL,50,15,4.238
NDX,MLL,50,16,4.493
NDX,MLL,50,17,4.121
NDX,MLL,50,18,3.793
NDX,MLL,50,19,2.336
NDX,MLL,50,20,1.684
NDX,MLL,50,21,0.305
NDX,MLL,75,0,0.0
NDX,MLL,75,1,0.991
NDX,MLL,75,2,1.105
NDX,MLL,75,3,1.486
NDX,MLL,75,4,2.21
NDX,MLL,75,5,2.725
NDX,MLL,75,6,2.99
NDX,MLL,75,7,3.184
NDX,MLL,75,8,3.514
NDX,MLL,75,9,3.654
NDX,MLL,75,10,3.497
NDX,MLL,75,11,4.113
NDX,MLL,75,12,4.549
NDX,MLL,75,13,5.146
NDX,MLL,75,14,5.466
NDX,MLL,75,15,5.548
NDX,MLL,75,16,5.996
NDX,MLL,75,17,6.208
NDX,MLL,75,18,6.279
NDX,MLL,75,19,6.07
NDX,MLL,75,20,6.047
NDX,MLL,75,21,6.109
NDX,MLL,90,0,0.0
NDX,MLL,90,1,1.475
NDX,MLL,90,2,2.155
NDX,MLL,90,3,3.147
NDX,MLL,90,4,3.293
NDX,MLL,90,5,3.786
NDX,MLL,90,6,4.344
NDX,MLL,90,7,4.563
NDX,MLL,90,8,5.311
NDX,MLL,90,9,5.135
NDX,MLL,90,10,5.242
NDX,MLL,90,11,5.811
NDX,MLL,90,12,5.879
NDX,MLL,90,13,6.673
NDX,MLL,90,14,6.95
NDX,MLL,90,15,7.652
NDX,MLL,90,16,7.419
NDX,MLL,90,17,8.062
NDX,MLL,90,18,8.269
NDX,MLL,90,19,8.431
NDX,MLL,90,20,8.027
NDX,MLL,90,21,7.144
NDX,MLM,10,0,0.0
NDX,MLM,10,1,-1.399
NDX,MLM,10,2,-1.607
NDX,MLM,10,3,-1.635
NDX,MLM,10,4,-2.743
NDX,MLM,10,5,-3.462
NDX,MLM,10,6,-3.554
NDX,MLM,10,7,-4.091
NDX,MLM,10,8,-3.563
NDX,MLM,10,9,-4.239
NDX,MLM,10,10,-4.519
NDX,MLM,10,11,-5.992
NDX,MLM,10,12,-5.994
NDX,MLM,10,13,-7.226
NDX,MLM,10,14,-8.143
NDX,MLM,10,15,-9.404
NDX,MLM,10,16,-6.734
NDX,MLM,10,17,-8.53
NDX,MLM,10,18,-8.753
NDX,MLM,10,19,-9.816
NDX,MLM,10,20,-11.782
NDX,MLM,10,21,-11.668
NDX,MLM,25,0,0.0
NDX,MLM,25,1,-0.169
NDX,MLM,25,2,-0.219
NDX,MLM,25,3,-0.317
NDX,MLM,25,4,-1.012
NDX,MLM,25,5,-1.041
NDX,MLM,25,6,-0.999
NDX,MLM,25,7,-0.643
NDX,MLM,25,8,-0.262
NDX,MLM,25,9,-0.638
NDX,MLM,25,10,-0.561
NDX,MLM,25,11,-1.798
NDX,MLM,25,12,-1.664
NDX,MLM,25,13,-1.132
NDX,MLM,25,14,-1.46
NDX,MLM,25,15,-0.926
NDX,MLM,25,16,-1.548
NDX,MLM,25,17,-1.225
NDX,MLM,25,18,-1.484
NDX,MLM,25,19,-1.902
NDX,MLM,25,20,-2.482
NDX,MLM,25,21,-3.065
NDX,MLM,50,0,0.0
NDX,MLM,50,1,0.268
NDX,MLM,50,2,0.532
NDX,MLM,50,3,0.656
NDX,MLM,50,4,0.55
NDX,MLM,50,5,0.638
NDX,MLM,50,6,0.532
NDX,MLM,50,7,0.611
NDX,MLM,50,8,0.778
NDX,MLM,50,9,1.153
NDX,MLM,50,10,1.45
NDX,MLM,50,11,1.638
NDX,MLM,50,12,1.513
NDX,MLM,50,13,1.228
NDX,MLM,50,14,1.45
NDX,MLM,50,15,1.199
NDX,MLM,50,16,1.548
NDX,MLM,50,17,1.71
NDX,MLM,50,18,2.223
NDX,MLM,50,19,2.631
NDX,MLM,50,20,2.054
NDX,MLM,50,21,2.579
NDX,MLM,75,0,0.0
NDX,MLM,75,1,0.8
NDX,MLM,75,2,1.12
NDX,MLM,75,3,1.725
NDX,MLM,75,4,1.798
NDX,MLM,75,5,1.86
NDX,MLM,75,6,2.136
NDX,MLM,75,7,1.972
NDX,MLM,75,8,2.224
NDX,MLM,75,9,2.08
NDX,MLM,75,10,2.34
NDX,MLM,75,11,2.347
NDX,MLM,75,12,3.013
NDX,MLM,75,13,3.313
NDX,MLM,75,14,3.631
NDX,MLM,75,15,3.665
NDX,MLM,75,16,3.799
NDX,MLM,75,17,4.164
NDX,MLM,75,18,4.26
NDX,MLM,75,19,4.694
NDX,MLM,75,20,4.739
NDX,MLM,75,21,5.086
NDX,MLM,90,0,0.0
NDX,MLM,90,1,1.188
NDX,MLM,90,2,1.612
NDX,MLM,90,3,2.294
NDX,MLM,90,4,2.793
NDX,MLM,90,5,2.742
NDX,MLM,90,6,3.131
NDX,MLM,90,7,3.71
NDX,MLM,90,8,3.224
NDX,MLM,90,9,3.376
NDX,MLM,90,10,3.569
NDX,MLM,90,11,3.815
NDX,MLM,90,12,4.024
NDX,MLM,90,13,3.984
NDX,MLM,90,14,4.282
NDX,MLM,90,15,4.53
NDX,MLM,90,16,4.692
NDX,MLM,90,17,5.011
NDX,MLM,90,18,5.11
NDX,MLM,90,19,5.371
NDX,MLM,90,20,6.005
NDX,MLM,90,21,5.899
NDX,MMH,10,0,0.0
NDX,MMH,10,1,-1.559
NDX,MMH,10,2,-2.155
NDX,MMH,10,3,-2.726
NDX,MMH,10,4,-2.998
NDX,MMH,10,5,-3.073
NDX,MMH,10,6,-3.348
NDX,MMH,10,7,-3.96
NDX,MMH,10,8,-4.016
NDX,MMH,10,9,-3.759
NDX,MMH,10,10,-4.034
NDX,MMH,10,11,-4.753
NDX,MMH,10,12,-6.233
NDX,MMH,10,13,-6.569
NDX,MMH,10,14,-7.481
NDX,MMH,10,15,-7.475
NDX,MMH,10,16,-8.176
NDX,MMH,10,17,-7.019
NDX,MMH,10,18,-6.973
NDX,MMH,10,19,-6.829
NDX,MMH,10,20,-7.443
NDX,MMH,10,21,-8.127
NDX,MMH,25,0,0.0
NDX,MMH,25,1,-0.9
NDX,MMH,25,2,-1.115
NDX,MMH,25,3,-0.957
NDX,MMH,25,4,-0.905
NDX,MMH,25,5,-0.943
NDX,MMH,25,6,-0.848
NDX,MMH,25,7,-1.094
NDX,MMH,25,8,-1.413
NDX,MMH,25,9,-1.555
NDX,MMH,25,10,-1.458
NDX,MMH,25,11,-1.466
NDX,MMH,25,12,-1.765
NDX,MMH,25,13,-1.508
NDX,MMH,25,14,-1.495
NDX,MMH,25,15,-1.575
NDX,MMH,25,16,-1.813
NDX,MMH,25,17,-2.423
NDX,MMH,25,18,-3.217
NDX,MMH,25,19,-3.905
NDX,MMH,25,20,-3.675
NDX,MMH,25,21,-3.303
NDX,MMH,50,0,0.0
NDX,MMH,50,1,0.23
NDX,MMH,50,2,0.77
NDX,MMH,50,3,0.515
NDX,MMH,50,4,0.497
NDX,MMH,50,5,0.756
NDX,MMH,50,6,0.793
NDX,MMH,50,7,0.826
NDX,MMH,50,8,0.8
NDX,MMH,50,9,1.157
NDX,MMH,50,10,1.015
NDX,MMH,50,11,1.502
NDX,MMH,50,12,1.431
NDX,MMH,50,13,2.074
NDX,MMH,50,14,1.497
NDX,MMH,50,15,1.838
NDX,MMH,50,16,1.651
NDX,MMH,50,17,1.005
NDX,MMH,50,18,0.351
NDX,MMH,50,19,1.153
NDX,MMH,50,20,1.326
NDX,MMH,50,21,0.589
NDX,MMH,75,0,0.0
NDX,MMH,75,1,1.16
NDX,MMH,75,2,1.853
NDX,MMH,75,3,2.26
NDX,MMH,75,4,2.37
NDX,MMH,75,5,1.944
NDX,MMH,75,6,2.584
NDX,MMH,75,7,2.788
NDX,MMH,75,8,3.224
NDX,MMH,75,9,3.644
NDX,MMH,75,10,4.227
NDX,MMH,75,11,4.623
NDX,MMH,75,12,4.381
NDX,MMH,75,13,4.362
NDX,MMH,75,14,4.587
NDX,MMH,75,15,4.851
NDX,MMH,75,16,5.086
NDX,MMH,75,17,5.458
NDX,MMH,75,18,4.967
NDX,MMH,75,19,5.132
NDX,MMH,75,20,5.671
NDX,MMH,75,21,5.628
NDX,MMH,90,0,0.0
NDX,MMH,90,1,1.95
NDX,MMH,90,2,2.594
NDX,MMH,90,3,3.652
NDX,MMH,90,4,4.11
NDX,MMH,90,5,4.388
NDX,MMH,90,6,4.885
NDX,MMH,90,7,4.924
NDX,MMH,90,8,5.206
NDX,MMH,90,9,6.342
NDX,MMH,90,10,6.391
NDX,MMH,90,11,6.42
NDX,MMH,90,12,7.257
NDX,MMH,90,13,7.147
NDX,MMH,90,14,7.491
NDX,MMH,90,15,7.775
NDX,MMH,90,16,7.934
NDX,MMH,90,17,8.198
NDX,MMH,90,18,8.359
NDX,MMH,90,19,8.147
NDX,MMH,90,20,8.134
NDX,MMH,90,21,8.76
NDX,MML,10,0,0.0
NDX,MML,10,1,-1.52
NDX,MML,10,2,-1.868
NDX,MML,10,3,-2.14
NDX,MML,10,4,-2.342
NDX,MML,10,5,-2.153
NDX,MML,10,6,-2.15
NDX,MML,10,7,-2.071
NDX,MML,10,8,-1.708
NDX,MML,10,9,-1.604
NDX,MML,10,10,-1.502
NDX,MML,10,11,-1.481
NDX,MML,10,12,-1.114
NDX,MML,10,13,-1.16
NDX,MML,10,14,-1.641
NDX,MML,10,15,-1.579
NDX,MML,10,16,-1.314
NDX,MML,10,17,-0.87
NDX,MML,10,18,-0.845
NDX,MML,10,19,-0.981
NDX,MML,10,20,-1.016
NDX,MML,10,21,-1.075
NDX,MML,25,0,0.0
NDX,MML,25,1,-0.424
NDX,MML,25,2,-0.781
NDX,MML,25,3,-0.608
NDX,MML,25,4,-0.588
NDX,MML,25,5,-0.519
NDX,MML,25,6,-0.081
NDX,MML,25,7,-0.226
NDX,MML,25,8,-0.167
NDX,MML,25,9,-0.048
NDX,MML,25,10,-0.142
NDX,MML,25,11,-0.051
NDX,MML,25,12,0.047
NDX,MML,25,13,0.196
NDX,MML,25,14,0.498
NDX,MML,25,15,0.299
NDX,MML,25,16,0.535
NDX,MML,25,17,0.648
NDX,MML,25,18,0.812
NDX,MML,25,19,0.782
NDX,MML,25,20,0.928
NDX,MML,25,21,1.063
NDX,MML,50,0,0.0
NDX,MML,50,1,0.158
NDX,MML,50,2,0.446
NDX,MML,50,3,0.622
NDX,MML,50,4,0.622
NDX,MML,50,5,0.933
NDX,MML,50,6,1.256
NDX,MML,50,7,1.151
NDX,MML,50,8,1.216
NDX,MML,50,9,1.805
NDX,MML,50,10,1.589
NDX,MML,50,11,1.859
NDX,MML,50,12,1.546
NDX,MML,50,13,1.722
NDX,MML,50,14,1.963
NDX,MML,50,15,1.912
NDX,MML,50,16,2.221
NDX,MML,50,17,2.317
NDX,MML,50,18,2.343
NDX,MML,50,19,2.563
NDX,MML,50,20,2.768
NDX,MML,50,21,2.471
NDX,MML,75,0,0.0
NDX,MML,75,1,0.757
NDX,MML,75,2,1.357
NDX,MML,75,3,1.728
NDX,MML,75,4,1.812
NDX,MML,75,5,2.137
NDX,MML,75,6,2.339
NDX,MML,75,7,2.733
NDX,MML,75,8,2.965
NDX,MML,75,9,3.33
NDX,MML,75,10,3.37
NDX,MML,75,11,3.585
NDX,MML,75,12,4.185
NDX,MML,75,13,4.053
NDX,MML,75,14,3.993
NDX,MML,75,15,4.091
NDX,MML,75,16,4.19
NDX,MML,75,17,4.027
NDX,MML,75,18,4.487
NDX,MML,75,19,4.917
NDX,MML,75,20,5.283
NDX,MML,75,21,5.805
NDX,MML,90,0,0.0
NDX,MML,90,1,1.314
NDX,MML,90,2,2.297
NDX,MML,90,3,2.71
NDX,MML,90,4,3.366
NDX,MML,90,5,3.499
NDX,MML,90,6,3.927
NDX,MML,90,7,3.704
NDX,MML,90,8,4.236
NDX,MML,90,9,4.154
NDX,MML,90,10,4.596
NDX,MML,90,11,5.008
NDX,MML,90,12,5.501
NDX,MML,90,13,6.03
NDX,MML,90,14,5.846
NDX,MML,90,15,6.038
NDX,MML,90,16,6.063
NDX,MML,90,17,6.306
NDX,MML,90,18,6.807
NDX,MML,90,19,6.57
NDX,MML,90,20,7.732
NDX,MML,90,21,8.15
NDX,MMM,10,0,0.0
NDX,MMM,10,1,-1.683
NDX,MMM,10,2,-2.365
NDX,MMM,10,3,-3.198
NDX,MMM,10,4,-3.616
NDX,MMM,10,5,-3.915
NDX,MMM,10,6,-4.47
NDX,MMM,10,7,-4.612
NDX,MMM,10,8,-4.464
NDX,MMM,10,9,-4.533
NDX,MMM,10,10,-4.951
NDX,MMM,10,11,-5.065
NDX,MMM,10,12,-5.442
NDX,MMM,10,13,-5.928
NDX,MMM,10,14,-6.203
NDX,MMM,10,15,-6.17
NDX,MMM,10,16,-5.994
NDX,MMM,10,17,-6.071
NDX,MMM,10,18,-5.895
NDX,MMM,10,19,-5.81
NDX,MMM,10,20,-5.567
NDX,MMM,10,21,-5.073
NDX,MMM,25,0,0.0
NDX,MMM,25,1,-0.733
NDX,MMM,25,2,-0.993
NDX,MMM,25,3,-1.352
NDX,MMM,25,4,-1.581
NDX,MMM,25,5,-1.877
NDX,MMM,25,6,-2.077
NDX,MMM,25,7,-1.935
NDX,MMM,25,8,-1.877
NDX,MMM,25,9,-1.802
NDX,MMM,25,10,-1.891
NDX,MMM,25,11,-1.259
NDX,MMM,25,12,-1.224
NDX,MMM,25,13,-1.282
NDX,MMM,25,14,-0.93
NDX,MMM,25,15,-1.044
NDX,MMM,25,16,-1.132
NDX,MMM,25,17,-0.659
NDX,MMM,25,18,-1.226
NDX,MMM,25,19,-1.204
NDX,MMM,25,20,-2.095
NDX,MMM,25,21,-2.422
NDX,MMM,50,0,0.0
NDX,MMM,50,1,0.201
NDX,MMM,50,2,0.28
NDX,MMM,50,3,0.323
NDX,MMM,50,4,0.393
NDX,MMM,50,5,0.37
NDX,MMM,50,6,0.512
NDX,MMM,50,7,0.741
NDX,MMM,50,8,1.093
NDX,MMM,50,9,1.167
NDX,MMM,50,10,1.467
NDX,MMM,50,11,1.662
NDX,MMM,50,12,1.922
NDX,MMM,50,13,2.131
NDX,MMM,50,14,2.335
NDX,MMM,50,15,2.138
NDX,MMM,50,16,2.206
NDX,MMM,50,17,2.429
NDX,MMM,50,18,2.36
NDX,MMM,50,19,2.108
NDX,MMM,50,20,1.761
NDX,MMM,50,21,2.368
NDX,MMM,75,0,0.0
NDX,MMM,75,1,1.026
NDX,MMM,75,2,1.542
NDX,MMM,75,3,1.719
NDX,MMM,75,4,2.326
NDX,MMM,75,5,2.324
NDX,MMM,75,6,2.502
NDX,MMM,75,7,3.03
NDX,MMM,75,8,3.392
NDX,MMM,75,9,3.579
NDX,MMM,75,10,3.764
NDX,MMM,75,11,3.91
NDX,MMM,75,12,4.03
NDX,MMM,75,13,4.444
NDX,MMM,75,14,4.682
NDX,MMM,75,15,5.042
NDX,MMM,75,16,5.13
NDX,MMM,75,17,5.052
NDX,MMM,75,18,5.289
NDX,MMM,75,19,5.587
NDX,MMM,75,20,5.682
NDX,MMM,75,21,5.544
NDX,MMM,90,0,0.0
NDX,MMM,90,1,1.815
NDX,MMM,90,2,2.734
NDX,MMM,90,3,3.279
NDX,MMM,90,4,3.858
NDX,MMM,90,5,4.377
NDX,MMM,90,6,4.98
NDX,MMM,90,7,5.374
NDX,MMM,90,8,5.536
NDX,MMM,90,9,6.114
NDX,MMM,90,10,6.347
NDX,MMM,90,11,6.752
NDX,MMM,90,12,7.364
NDX,MMM,90,13,8.177
NDX,MMM,90,14,8.579
NDX,MMM,90,15,8.813
NDX,MMM,90,16,9.527
NDX,MMM,90,17,10.185
NDX,MMM,90,18,10.932
NDX,MMM,90,19,9.804
NDX,MMM,90,20,10.684
NDX,MMM,90,21,11.113
SPX,BASELINE,10,0,0.0
SPX,BASELINE,10,1,-1.222
SPX,BASELINE,10,2,-1.76
SPX,BASELINE,10,3,-1.985
SPX,BASELINE,10,4,-2.334
SPX,BASELINE,10,5,-2.549
SPX,BASELINE,10,6,-2.698
SPX,BASELINE,10,7,-2.847
SPX,BASELINE,10,8,-2.897
SPX,BASELINE,10,9,-3.079
SPX,BASELINE,10,10,-3.386
SPX,BASELINE,10,11,-3.523
SPX,BASELINE,10,12,-3.724
SPX,BASELINE,10,13,-4.084
SPX,BASELINE,10,14,-4.096
SPX,BASELINE,10,15,-4.22
SPX,BASELINE,10,16,-4.437
SPX,BASELINE,10,17,-4.404
SPX,BASELINE,10,18,-4.583
SPX,BASELINE,10,19,-4.578
SPX,BASELINE,10,20,-4.651
SPX,BASELINE,10,21,-4.529
SPX,BASELINE,25,0,0.0
SPX,BASELINE,25,1,-0.456
SPX,BASELINE,25,2,-0.613
SPX,BASELINE,25,3,-0.76
SPX,BASELINE,25,4,-0.793
SPX,BASELINE,25,5,-0.864
SPX,BASELINE,25,6,-0.902
SPX,BASELINE,25,7,-0.945
SPX,BASELINE,25,8,-0.905
SPX,BASELINE,25,9,-0.971
SPX,BASELINE,25,10,-0.943
SPX,BASELINE,25,11,-1.002
SPX,BASELINE,25,12,-0.937
SPX,BASELINE,25,13,-0.99
SPX,BASELINE,25,14,-1.016
SPX,BASELINE,25,15,-1.009
SPX,BASELINE,25,16,-0.989
SPX,BASELINE,25,17,-0.987
SPX,BASELINE,25,18,-1.003
SPX,BASELINE,25,19,-0.936
SPX,BASELINE,25,20,-0.871
SPX,BASELINE,25,21,-0.972
SPX,BASELINE,50,0,0.0
SPX,BASELINE,50,1,0.093
SPX,BASELINE,50,2,0.24
SPX,BASELINE,50,3,0.363
SPX,BASELINE,50,4,0.426
SPX,BASELINE,50,5,0.508
SPX,BASELINE,50,6,0.566
SPX,BASELINE,50,7,0.632
SPX,BASELINE,50,8,0.793
SPX,BASELINE,50,9,0.873
SPX,BASELINE,50,10,0.956
SPX,BASELINE,50,11,1.056
SPX,BASELINE,50,12,1.234
SPX,BASELINE,50,13,1.355
SPX,BASELINE,50,14,1.456
SPX,BASELINE,50,15,1.536
SPX,BASELINE,50,16,1.59
SPX,BASELINE,50,17,1.726
SPX,BASELINE,50,18,1.864
SPX,BASELINE,50,19,1.946
SPX,BASELINE,50,20,1.927
SPX,BASELINE,50,21,1.973
SPX,BASELINE,75,0,0.0
SPX,BASELINE,75,1,0.672
SPX,BASELINE,75,2,1.017
SPX,BASELINE,75,3,1.254
SPX,BASELINE,75,4,1.477
SPX,BASELINE,75,5,1.669
SPX,BASELINE,75,6,1.828
SPX,BASELINE,75,7,2.045
SPX,BASELINE,75,8,2.278
SPX,BASELINE,75,9,2.424
SPX,BASELINE,75,10,2.651
SPX,BASELINE,75,11,2.811
SPX,BASELINE,75,12,2.933
SPX,BASELINE,75,13,3.059
SPX,BASELINE,75,14,3.153
SPX,BASELINE,75,15,3.29
SPX,BASELINE,75,16,3.545
SPX,BASELINE,75,17,3.649
SPX,BASELINE,75,18,3.8
SPX,BASELINE,75,19,3.921
SPX,BASELINE,75,20,4.167
SPX,BASELINE,75,21,4.284
SPX,BASELINE,90,0,0.0
SPX,BASELINE,90,1,1.294
SPX,BASELINE,90,2,1.854
SPX,BASELINE,90,3,2.245
SPX,BASELINE,90,4,2.656
SPX,BASELINE,90,5,3.022
SPX,BASELINE,90,6,3.296
SPX,BASELINE,90,7,3.644
SPX,BASELINE,90,8,3.836
SPX,BASELINE,90,9,3.976
SPX,BASELINE,90,10,4.191
SPX,BASELINE,90,11,4.365
SPX,BASELINE,90,12,4.604
SPX,BASELINE,90,13,4.802
SPX,BASELINE,90,14,4.938
SPX,BASELINE,90,15,5.136
SPX,BASELINE,90,16,5.198
SPX,BASELINE,90,17,5.571
SPX,BASELINE,90,18,5.694
SPX,BASELINE,90,19,5.84
SPX,BASELINE,90,20,6.137
SPX,BASELINE,90,21,6.291
SPX,HHH,10,0,0.0
SPX,HHH,10,1,-1.089
SPX,HHH,10,2,-1.704
SPX,HHH,10,3,-1.84
SPX,HHH,10,4,-1.904
SPX,HHH,10,5,-2.412
SPX,HHH,10,6,-2.762
SPX,HHH,10,7,-2.585
SPX,HHH,10,8,-2.804
SPX,HHH,10,9,-2.931
SPX,HHH,10,10,-3.094
SPX,HHH,10,11,-3.23
SPX,HHH,10,12,-3.174
SPX,HHH,10,13,-3.464
SPX,HHH,10,14,-3.872
SPX,HHH,10,15,-4.495
SPX,HHH,10,16,-4.522
SPX,HHH,10,17,-4.257
SPX,HHH,10,18,-4.544
SPX,HHH,10,19,-4.938
SPX,HHH,10,20,-5.054
