index,family,cell,corr_regime,dix_regime,n_days,n_eps,gate,mae_med,mae_q25,mae_p10,mae_worst,trough_d,mfe_med,mfe_q75,peak_d,giveback_med,dip3,dip5,dip8,dip12,touch_m3,touch_m5,touch_m8,touch_m12,touch_p3,touch_p5,touch_p8,touch_p12,rv21_med,rv21_p90,vratio_med,vratio_gt1,vr21,z_gt1,z_gt2,ivrp_med,iv_exceeded,size_q25,size_p10,rr,ci_mean_r_lo,ci_mean_r_hi,ci_mae_q25_lo,ci_mae_q25_hi,ci_touch_m5_lo,ci_touch_m5_hi,ci_vratio_lo,ci_vratio_hi,ci_z_gt2_lo,ci_z_gt2_hi,ci_ivrp_lo,ci_ivrp_hi
SPX,ENV,MidCorrxDIXMid(l1),MidCorr,DIXMid,159,38,True,-1.1507562435210228,-3.165740347993684,-5.812532423430953,-12.423818941390563,8.0,2.5873930804565903,4.927197717330367,19.0,0.4302153508626505,25.78616352201258,16.352201257861633,6.918238993710692,0.628930817610063,25.78616352201258,16.352201257861633,6.918238993710692,0.628930817610063,45.28301886792453,23.89937106918239,1.8867924528301887,0.0,10.615013499523414,16.372597685166163,0.746722506960764,33.33333333333333,1.0470532784811428,39.62264150943396,1.8867924528301887,6.786579397088953,6.289308176100629,31.588187598321475,17.204205106347292,0.7216276962039573,-0.14538645232590292,3.1173252241298597,-5.238865957716987,-1.4109716241123893,4.097942455670792,30.981243372216316,0.6550420586137377,0.9977346292236204,0.0,5.333333333333333,4.8701980033736705,8.742283033071761
SPX,ENV,MidCorrxDIXHigh(l1),MidCorr,DIXHigh,160,33,True,-1.8010332886714109,-4.455455016223937,-7.697551889467952,-11.275251942130094,9.0,3.644737358217509,4.988174824598401,16.0,1.2031936648533414,34.375,22.5,8.75,0.0,34.375,22.5,8.75,0.0,56.875,24.375,1.25,0.0,14.356603257268356,24.01331236821698,0.938915729123486,42.5,0.9631082841922708,43.125,5.0,5.476264911777221,11.25,22.44439673071853,12.991143344785156,0.3417926031670845,-1.1433248844535913,2.5489634031492634,-6.946502567730272,-2.1226053797362283,5.607289719626168,37.85157402852926,0.7854178047130455,1.0784070646416233,0.8819158278727287,12.048712089738261,3.4001397819840355,6.971318202381163
SPX,ENV,HighCorrxDIXLow(l1),HighCorr,DIXLow,18,6,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPX,ENV,HighCorrxDIXMid(l1),HighCorr,DIXMid,87,19,True,-1.7246402964115948,-3.85338429566634,-6.845356129335268,-12.052707819031106,6.0,5.550681990666684,8.578736122219567,18.0,1.1122564987008587,31.03448275862069,19.54022988505747,8.045977011494253,1.1494252873563218,31.03448275862069,19.54022988505747,8.045977011494253,1.1494252873563218,70.11494252873564,50.57471264367817,31.03448275862069,6.896551724137931,18.750686428554616,33.00915675997435,0.9205255245175247,33.33333333333333,0.4900555845157389,32.18390804597701,1.1494252873563218,4.029423351457197,16.091954022988507,25.951213875154817,14.60844375524268,0.9806587268416272,1.265049244080882,5.82161965664176,-6.664729470564302,-2.240994974169086,6.185567010309279,39.705882352941174,0.6901585802570898,1.0046422546024012,0.0,3.572504302925984,3.185307016801513,5.927977102723041
SPX,ENV,HighCorrxDIXHigh(l1),HighCorr,DIXHigh,209,22,True,-2.4742877883974,-6.932683575596032,-10.24885176254913,-13.724680366652297,6.0,4.775125965114224,6.517262536132473,16.0,1.57536131811613,45.933014354066984,32.535885167464116,22.00956937799043,3.827751196172249,45.933014354066984,32.535885167464116,22.00956937799043,3.827751196172249,66.50717703349282,45.45454545454545,12.440191387559809,1.4354066985645932,18.780315154735174,29.347325638247312,0.8002035609992634,23.444976076555022,0.7374695116754175,32.057416267942585,1.9138755980861244,5.09185602303797,21.5311004784689,14.424428709253844,9.757190592356432,0.47276093965033966,-1.150178872965901,3.2328756136360512,-9.268990033888846,-3.51238197730261,14.811676082862524,49.515637082223556,0.6817904936595224,0.9548715680999269,0.0,5.036040934694104,2.3409156060763365,7.266180996407066
SPX,ENV,VolLowxDIXLow(l1),VolLow,DIXLow,144,26,True,-1.7681415272059853,-3.635515236992823,-4.646892187684165,-10.03540285151262,7.0,2.547516590686205,3.5070365307380835,15.0,1.2992294008843996,34.02777777777778,4.861111111111112,0.6944444444444444,0.0,34.02777777777778,4.861111111111112,0.6944444444444444,0.0,38.19444444444444,6.944444444444445,0.0,0.0,12.702354541695469,15.54924673514988,1.3338844535390493,77.08333333333334,0.5898065709657178,42.36111111111111,3.4722222222222223,3.468989673602467,11.11111111111111,27.506417517511675,21.519759004745968,0.20360350990612566,-0.25216018139131174,1.6769988840955792,-4.546093876616275,-1.844100914361746,0.0,9.248618573502077,1.157984744102635,1.6212815236134204,0.9891560584629892,6.207003641036624,2.577313120117644,4.517920951642051
SPX,ENV,VolLowxDIXMid(l1),VolLow,DIXMid,249,51,True,-1.9214317123846247,-2.9109235354608964,-4.371011374402091,-9.659564483462956,8.0,2.4105109309939365,3.523809459497207,18.0,0.5077898057901931,23.868312757201647,7.4074074074074066,0.411522633744856,0.0,23.868312757201647,7.4074074074074066,0.411522633744856,0.0,38.2716049382716,6.172839506172839,1.2345679012345678,0.0,11.72794036779671,15.945951332800423,1.2206088991311743,76.13168724279835,0.5492099336107186,38.68312757201646,2.4691358024691357,4.119255223221328,8.23045267489712,34.35335857565447,22.878000406411427,0.5539376745401867,0.3874875366755408,2.0994053930423378,-3.7680963136241474,-2.3336285285789127,1.486851163431089,15.162857787519338,1.068282601705056,1.3235625030560836,0.0,6.025933000293849,3.5210029648953753,5.0820946720993
SPX,ENV,VolLowxDIXHigh(l1),VolLow,DIXHigh,149,27,True,-0.9198685824658437,-2.495334737283883,-4.46672768310078,-8.405607875457532,5.0,3.1292237174590065,4.135088945189214,19.0,0.3630547565349307,20.80536912751678,7.38255033557047,0.6711409395973155,0.0,20.80536912751678,7.38255033557047,0.6711409395973155,0.0,51.006711409395976,18.120805369127517,0.6711409395973155,0.0,10.587826603113072,16.3508996234537,1.085282561781171,59.06040268456376,0.6348178950942046,52.348993288590606,6.0402684563758395,5.1019174481619896,7.38255033557047,40.0747837578087,22.387753875915823,0.9892599206767954,0.6378722331581467,3.1453072950142413,-4.3907527918125915,-1.1992089942445294,0.640923566878981,20.0,0.8605597780470028,1.2470885345970983,0.625,14.42413522012578,3.152853711344918,5.8126962458140214
SPX,ENV,VolMidxDIXLow(l1),VolMid,DIXLow,183,35,True,-1.8630570652400702,-3.3813986999923715,-5.026037029600632,-9.8235526604461,8.0,2.6554304813633522,3.9976300882384685,15.0,1.0247194024696427,28.021978021978022,10.989010989010989,1.6483516483516485,0.0,28.021978021978022,10.989010989010989,1.6483516483516485,0.0,40.65934065934066,15.384615384615385,4.395604395604396,0.0,12.816766252843564,18.14422198429212,1.0270833654656575,52.74725274725275,0.6905922608683772,28.021978021978022,7.6923076923076925,5.41433484875049,7.6923076923076925,29.573560787204894,19.896391413563855,0.35402248828184796,0.18420912361313668,2.3132207355884202,-4.461519560267082,-2.5595994752209195,3.5709002535925616,22.30550175244418,0.9219484892184908,1.1259244156360961,1.2093159619586171,19.187164579606435,4.5575371521877255,6.151554811506413
SPX,ENV,VolMidxDIXMid(l1),VolMid,DIXMid,179,44,True,-1.1214810478130777,-4.696544259658852,-8.154624655294944,-12.423818941390563,6.0,3.242945664976693,5.271136994451542,19.0,0.49151820338071417,30.909090909090907,23.636363636363637,11.515151515151516,0.6060606060606061,30.909090909090907,23.636363636363637,11.515151515151516,0.6060606060606061,53.333333333333336,32.121212121212125,2.4242424242424243,0.0,11.144121245458118,20.258301892010316,0.7976902948897845,36.36363636363637,1.1089170339739165,52.121212121212125,4.848484848484849,6.65914989034307,17.575757575757574,21.292251168365187,12.262980115837484,0.558314705687112,-0.43370521056865374,3.3537125954639704,-7.755194939383168,-1.345550771783623,7.8431372549019605,41.26043599257884,0.656830471305455,1.0902352665654265,0.5524861878453039,11.18445600942655,4.676820295663167,8.172759857247046
SPX,ENV,VolMidxDIXHigh(l1),VolMid,DIXHigh,163,25,True,-1.7394840841555737,-4.587480991945158,-8.471771708955341,-12.801483219160836,8.0,3.72837200969669,4.966324571958635,15.0,1.6968954011115311,34.96932515337423,23.31288343558282,11.65644171779141,0.6134969325153374,34.96932515337423,23.31288343558282,11.65644171779141,0.6134969325153374,58.895705521472394,23.92638036809816,1.2269938650306749,0.0,15.326228254391182,23.330650748117613,0.9028226553067297,36.809815950920246,0.9943106613889554,38.65030674846626,3.067484662576687,5.1242898792341816,10.429447852760736,21.798455443321316,11.803906365216616,0.3104155204944337,-1.8193761763791823,2.392504037090734,-8.324590602651028,-1.683031573567284,7.923971036585366,41.08636534133533,0.6919692199131923,1.0577913129605452,0.0,8.209210795338375,3.198367059565655,7.744348674224073
SPX,ENV,VolHighxDIXLow(l1),VolHigh,DIXLow,65,13,True,-2.138449412305321,-3.5154696898448745,-10.131117917142307,-12.197204355357872,10.0,2.555242059975904,3.561094434823442,17.0,0.7648653047815035,30.76923076923077,15.384615384615385,12.307692307692308,3.076923076923077,30.76923076923077,15.384615384615385,12.307692307692308,3.076923076923077,35.38461538461539,18.461538461538463,13.846153846153847,3.076923076923077,12.97536158003066,30.327676402998225,0.8206983472421425,21.53846153846154,0.743989318467082,20.0,9.230769230769232,5.03970484861275,13.846153846153847,28.44570109333318,9.870579023741843,0.3854581675480782,-1.8444876753728967,4.777971579348913,-10.896353708108697,-2.0565583844906365,0.0,46.15384615384615,0.7070853972019927,1.3984795363098852,0.0,22.5,3.167423345337708,10.07031177560956
SPX,ENV,VolHighxDIXMid(l1),VolHigh,DIXMid,93,24,True,-1.7172859119488848,-3.513466706145918,-6.388278919372099,-12.052707819031106,7.0,4.294955122976196,8.324708201620634,16.0,1.0990836787178937,29.03225806451613,13.978494623655912,5.376344086021505,1.0752688172043012,29.03225806451613,13.978494623655912,5.376344086021505,1.0752688172043012,65.59139784946237,46.236559139784944,27.956989247311824,6.451612903225806,17.88349621401483,30.39735048773328,0.7764032668553585,30.107526881720432,0.47532075771438886,24.731182795698924,1.0752688172043012,4.079137662606961,12.903225806451612,28.461917633964024,15.653668423392658,0.8452977163101808,1.5222839708959925,5.234509036827896,-5.470850539857142,-2.2234117809114995,4.2545699730296676,27.908227056764183,0.6581695062313689,0.9879194887707259,0.0,3.4490254872563675,3.3494369875438217,7.5239535829153645
