stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-09-11_1551,AAOI,30,2026-10-16,35,105.81,83.62,3.2,720,769,11130,8599
2026-09-11_1551,AAOI,60,2026-10-16,35,105.81,83.62,3.2,720,769,11130,8599
2026-09-11_1551,AAOI,91,2026-12-18,98,105.81,92.91,3.32,589,592,19434,11939
2026-09-11_1551,AAOI,182,2027-03-19,189,105.81,93.53,,154,76,3664,3798
2026-09-11_1551,AAPL,30,2026-10-16,35,332.45,24.16,-1.63,60853,37098,436314,178495
2026-09-11_1551,AAPL,60,2026-11-20,70,332.45,26.74,-2.43,14778,11702,194144,133138
2026-09-11_1551,AAPL,91,2026-12-18,98,332.45,26.41,-2.49,14135,9734,267020,207912
2026-09-11_1551,AAPL,182,2027-03-19,189,332.45,27.45,-2.65,4108,6586,77813,76556
2026-09-11_1551,AMD,30,2026-10-16,35,514.95,48.91,-0.4,11357,6561,74289,82060
2026-09-11_1551,AMD,60,2026-11-20,70,514.95,55.49,0.73,6354,2205,82214,71207
2026-09-11_1551,AMD,91,2026-12-18,98,514.95,54.66,1.21,1474,1748,82344,105348
2026-09-11_1551,AMD,182,2027-03-19,189,514.95,55.43,1.47,1278,5083,48106,72551
2026-09-11_1551,AMZN,30,2026-10-16,35,256.99,29.64,-0.88,30350,10258,252361,174061
2026-09-11_1551,AMZN,60,2026-11-20,70,256.99,36.22,-1.1,7032,4399,286829,109668
2026-09-11_1551,AMZN,91,2026-12-18,98,256.99,34.78,-1.13,7486,4507,240705,188425
2026-09-11_1551,AMZN,182,2027-03-19,189,256.99,35.3,-0.97,3063,5593,70193,110976
2026-09-11_1551,CRWV,30,2026-10-16,35,89.02,71.51,2.87,9462,12713,141566,137013
2026-09-11_1551,CRWV,60,2026-11-20,70,89.02,79.86,2.61,1578,932,58945,51867
2026-09-11_1551,CRWV,91,2026-12-18,98,89.02,78.5,2.3,1554,789,73175,81738
2026-09-11_1551,CRWV,182,2027-03-19,189,89.02,79.26,2.29,474,490,33707,36373
2026-09-11_1551,DRAM,30,2026-10-16,35,59.06,58.93,0.09,9942,8621,240575,129564
2026-09-11_1551,DRAM,60,2026-11-20,70,59.06,62.27,3.38,1794,3504,135347,62419
2026-09-11_1551,DRAM,91,2026-12-18,98,59.06,60.48,1.47,1863,4010,206612,89657
2026-09-11_1551,DRAM,182,2027-03-19,189,59.06,62.51,0.52,708,10979,43038,59402
2026-09-11_1551,EEM,30,2026-10-16,35,67.84,22.78,-2.39,4029,5639,162114,314251
2026-09-11_1551,EEM,60,2026-11-20,70,67.84,23.05,-3.1,974,5986,41794,210084
2026-09-11_1551,EEM,91,2026-12-18,98,67.84,23.9,-5.39,13898,12522,598287,816343
