stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-08-14_1059,AAOI,30,2026-09-18,35,149.59,116.28,6.99,3211,3836,26015,19100
2026-08-14_1059,AAOI,60,2026-09-18,35,149.59,116.28,6.99,3211,3836,26015,19100
2026-08-14_1059,AAOI,91,2026-12-18,126,149.59,118.14,3.44,539,293,13114,8384
2026-08-14_1059,AAOI,182,2027-01-15,154,149.59,118.48,1.1,343,608,26937,42550
2026-08-14_1059,AAPL,30,2026-09-18,35,305.11,23.09,-0.75,7504,2701,334412,240360
2026-08-14_1059,AAPL,60,2026-10-16,63,305.11,23.6,-0.95,2507,755,259497,131911
2026-08-14_1059,AAPL,91,2026-11-20,98,305.11,25.71,-1.46,1093,530,154094,94520
2026-08-14_1059,AAPL,182,2027-02-19,189,305.11,26.19,-1.67,1297,351,34431,25375
2026-08-14_1059,AMD,30,2026-09-18,35,504.88,57.73,1.85,6894,5667,121103,193091
2026-08-14_1059,AMD,60,2026-10-16,63,504.88,58.62,1.99,1431,1265,50783,58243
2026-08-14_1059,AMD,91,2026-11-20,98,504.88,62.4,2.3,2078,1164,62664,64151
2026-08-14_1059,AMD,182,2027-02-19,189,504.88,61.31,1.84,167,655,5750,11656
2026-08-14_1059,AMZN,30,2026-09-18,35,263.71,27.79,-0.16,14412,3918,327640,227083
2026-08-14_1059,AMZN,60,2026-10-16,63,263.71,29.4,-0.55,3115,775,158020,128121
2026-08-14_1059,AMZN,91,2026-11-20,98,263.71,34.2,-0.93,6244,1172,187801,81365
2026-08-14_1059,AMZN,182,2027-02-19,189,263.71,34.63,-0.79,256,1070,15353,14395
2026-08-14_1059,CRWV,30,2026-09-18,35,105.38,77.01,2.2,4588,3069,244071,115444
2026-08-14_1059,CRWV,60,2026-10-16,63,105.38,77.56,2.35,880,610,101738,70399
2026-08-14_1059,CRWV,91,2026-11-20,98,105.38,82.03,-0.48,430,389,46215,38814
2026-08-14_1059,CRWV,182,2027-02-19,189,105.38,79.43,,285,401,3562,2996
2026-08-14_1059,DRAM,30,2026-09-18,35,57.85,70.02,-0.21,26179,7913,310785,176979
