stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-08-14_1003,AAOI,30,2026-09-18,35,148.6,114.85,2.03,613,3358,26015,19100
2026-08-14_1003,AAOI,60,2026-09-18,35,148.6,114.85,2.03,613,3358,26015,19100
2026-08-14_1003,AAOI,91,2026-12-18,126,148.6,116.57,-3.03,382,629,13114,8384
2026-08-14_1003,AAOI,182,2027-01-15,154,148.6,117.31,-1.31,259,983,26937,42550
2026-08-14_1003,AAPL,30,2026-09-18,35,305.9,23.44,-0.32,4415,1735,334412,240360
2026-08-14_1003,AAPL,60,2026-10-16,63,305.9,23.93,-0.85,1128,1830,259497,131911
2026-08-14_1003,AAPL,91,2026-11-20,98,305.9,25.92,-1.41,748,978,154094,94520
2026-08-14_1003,AAPL,182,2027-02-19,189,305.9,26.36,-1.83,2645,478,34431,25375
2026-08-14_1003,AMD,30,2026-09-18,35,502.44,55.8,0.97,1153,1171,120080,192942
2026-08-14_1003,AMD,60,2026-10-16,63,502.44,58.26,1.91,577,1495,50783,58243
2026-08-14_1003,AMD,91,2026-11-20,98,502.44,60.59,1.73,865,1153,62664,64063
2026-08-14_1003,AMD,182,2027-02-19,189,502.44,61.3,1.12,277,570,5695,11651
2026-08-14_1003,AMZN,30,2026-09-18,35,264.81,28.36,-0.43,5308,3253,333233,227083
2026-08-14_1003,AMZN,60,2026-10-16,63,264.81,29.99,-0.97,537,976,158020,128121
2026-08-14_1003,AMZN,91,2026-11-20,98,264.81,34.57,-1.02,3984,2119,189242,81371
2026-08-14_1003,AMZN,182,2027-02-19,189,264.81,34.98,-0.8,520,1501,15353,14398
2026-08-14_1003,CRWV,30,2026-09-18,35,106.0,78.93,2.18,3900,3325,244071,115444
2026-08-14_1003,CRWV,60,2026-10-16,63,106.0,78.14,0.96,2087,604,101738,70399
2026-08-14_1003,CRWV,91,2026-11-20,98,106.0,79.92,1.0,846,1082,46215,38814
2026-08-14_1003,CRWV,182,2027-02-19,189,106.0,78.84,,942,439,3562,2996
2026-08-14_1003,DRAM,30,2026-09-18,35,58.75,72.12,2.27,10737,1679,311102,175787
2026-08-14_1003,DRAM,60,2026-10-16,63,58.75,69.98,-3.93,8827,290,109619,85871
2026-08-14_1003,DRAM,91,2026-11-20,98,58.75,71.01,-1.63,402,128,80174,34644
