stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-09-17_1052,AAOI,30,2026-10-16,29,98.2,88.96,3.8,629,259,12593,9462
2026-09-17_1052,AAOI,60,2026-10-16,29,98.2,88.96,3.8,629,259,12593,9462
2026-09-17_1052,AAOI,91,2026-12-18,92,98.2,94.88,3.35,196,198,19596,12752
2026-09-17_1052,AAOI,182,2027-03-19,183,98.2,93.46,6.59,178,153,3845,4059
2026-09-17_1052,AAPL,30,2026-10-16,29,332.57,24.04,-2.12,9385,6111,373606,188835
2026-09-17_1052,AAPL,60,2026-11-20,64,332.57,26.47,-2.82,2309,894,199814,141890
2026-09-17_1052,AAPL,91,2026-12-18,92,332.57,25.85,-2.92,1627,1412,275624,213397
2026-09-17_1052,AAPL,182,2027-03-19,183,332.57,26.57,-3.03,761,511,80029,85279
2026-09-17_1052,AMD,30,2026-10-16,29,540.22,50.78,0.06,7791,5856,83071,84779
2026-09-17_1052,AMD,60,2026-11-20,64,540.22,56.57,0.41,2395,2057,86169,71471
2026-09-17_1052,AMD,91,2026-12-18,92,540.22,55.18,0.61,2215,1429,86299,105245
2026-09-17_1052,AMD,182,2027-03-19,183,540.22,55.7,1.69,2456,564,48119,73425
2026-09-17_1052,AMZN,30,2026-10-16,29,251.6,30.26,-1.16,17141,5097,273924,186567
2026-09-17_1052,AMZN,60,2026-11-20,64,251.6,37.19,-1.17,8305,1908,308990,131285
2026-09-17_1052,AMZN,91,2026-12-18,92,251.6,35.3,-1.24,4842,808,246783,191506
2026-09-17_1052,AMZN,182,2027-03-19,183,251.6,35.55,-1.31,1301,704,75112,119148
2026-09-17_1052,CRWV,30,2026-10-16,29,79.48,74.29,4.26,22013,7938,165900,141086
2026-09-17_1052,CRWV,60,2026-11-20,64,79.48,81.56,3.57,4165,2462,62924,52103
2026-09-17_1052,CRWV,91,2026-12-18,92,79.48,79.05,2.47,2361,1346,74325,84548
2026-09-17_1052,CRWV,182,2027-03-19,183,79.48,78.71,1.98,2336,5448,49016,38259
2026-09-17_1052,DRAM,30,2026-10-16,29,57.53,59.23,-0.18,6259,3954,250746,146507
2026-09-17_1052,DRAM,60,2026-11-20,64,57.53,61.36,2.98,976,346,139278,67157
2026-09-17_1052,DRAM,91,2026-12-18,92,57.53,59.53,0.27,950,679,208424,95105
2026-09-17_1052,DRAM,182,2027-03-19,183,57.53,61.71,0.38,518,840,44209,59953
