stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-09-21_1450,AAOI,30,2026-10-16,25,108.28,88.83,3.97,3133,789,13929,11070
2026-09-21_1450,AAOI,60,2026-11-20,60,108.28,100.93,,3874,300,406,1646
2026-09-21_1450,AAOI,91,2026-12-18,88,108.28,95.43,4.77,1325,299,19942,13361
2026-09-21_1450,AAOI,182,2027-03-19,179,108.28,96.3,,197,150,4057,4168
2026-09-21_1450,AAPL,30,2026-10-16,25,338.74,23.14,-2.11,34333,20764,381235,202259
2026-09-21_1450,AAPL,60,2026-11-20,60,338.74,25.67,-2.63,12671,11182,205648,143096
2026-09-21_1450,AAPL,91,2026-12-18,88,338.74,25.19,-2.56,11548,7207,290295,217157
2026-09-21_1450,AAPL,182,2027-03-19,179,338.74,25.94,-2.62,2542,12607,82378,89769
2026-09-21_1450,AMD,30,2026-10-16,25,607.73,54.69,0.97,37941,27135,95777,92391
2026-09-21_1450,AMD,60,2026-11-20,60,607.73,60.06,1.6,19990,11649,86754,73069
2026-09-21_1450,AMD,91,2026-12-18,88,607.73,57.94,1.66,12334,6823,90215,101606
2026-09-21_1450,AMD,182,2027-03-19,179,607.73,57.8,0.88,9513,10961,52647,73491
2026-09-21_1450,AMZN,30,2026-10-16,25,258.57,30.35,-0.3,53180,16977,296334,197088
2026-09-21_1450,AMZN,60,2026-11-20,60,258.57,37.61,-0.69,35484,6689,313753,138988
2026-09-21_1450,AMZN,91,2026-12-18,88,258.57,35.89,-1.33,12633,3207,253543,187532
2026-09-21_1450,AMZN,182,2027-03-19,179,258.57,35.58,-1.4,7091,1938,77246,122642
2026-09-21_1450,CRWV,30,2026-10-16,25,86.88,74.04,4.66,31472,6655,198219,149339
2026-09-21_1450,CRWV,60,2026-11-20,60,86.88,80.48,3.57,9298,4041,67507,72485
2026-09-21_1450,CRWV,91,2026-12-18,88,86.88,78.54,2.77,9371,5194,75044,87371
2026-09-21_1450,CRWV,182,2027-03-19,179,86.88,77.17,2.25,3441,1622,51343,45614
2026-09-21_1450,DRAM,30,2026-10-16,25,61.73,57.9,-1.31,33837,9529,258999,158765
2026-09-21_1450,DRAM,60,2026-11-20,60,61.73,61.13,0.09,9837,1717,151436,69651
2026-09-21_1450,DRAM,91,2026-12-18,88,61.73,59.27,0.67,7130,1240,213552,95109
2026-09-21_1450,DRAM,182,2027-03-19,179,61.73,61.32,4.31,2452,813,47028,60252
2026-09-21_1450,EEM,30,2026-10-16,25,68.83,23.09,-2.43,26967,10907,191861,352237
2026-09-21_1450,EEM,60,2026-11-20,60,68.83,23.09,-2.88,6279,5962,45575,220110
2026-09-21_1450,EEM,91,2026-12-18,88,68.83,24.16,-4.03,5961,32852,601007,851144
2026-09-21_1450,EEM,182,2027-03-19,179,68.83,24.32,-1.78,1453,13242,65167,272609
2026-09-21_1450,EWY,30,2026-10-16,25,189.17,45.77,-1.76,7507,2622,84564,113220
2026-09-21_1450,EWY,60,2026-11-20,60,189.17,45.88,-0.33,7069,3246,29968,54635
2026-09-21_1450,EWY,91,2026-12-18,88,189.17,46.94,-2.38,517,1349,98642,51432
2026-09-21_1450,EWY,182,2027-03-19,179,189.17,45.6,-3.22,2730,1732,43947,33988
2026-09-21_1450,FXI,30,2026-10-16,25,34.88,21.25,-1.25,7700,6046,203533,121987
2026-09-21_1450,FXI,60,2026-11-20,60,34.88,20.87,-0.86,2498,2212,120150,203820
2026-09-21_1450,FXI,91,2026-12-18,88,34.88,22.11,-2.26,4085,19904,417877,444597
2026-09-21_1450,FXI,182,2027-03-19,179,34.88,22.24,-0.72,499,12290,151775,151518
2026-09-21_1450,GDX,30,2026-10-16,25,94.61,41.32,1.24,6203,4738,76098,86538
2026-09-21_1450,GDX,60,2026-11-20,60,94.61,41.84,1.4,2472,927,34467,183757
2026-09-21_1450,GDX,91,2026-12-18,88,94.61,42.24,1.56,2169,2180,207493,241022
2026-09-21_1450,GDX,182,2027-03-19,179,94.61,41.92,2.38,3268,4382,41283,59429
