stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-08-19_1351,AAOI,30,2026-09-18,30,123.86,103.83,4.92,1932,1447,28314,21853
2026-08-19_1351,AAOI,60,2026-10-02,44,123.86,109.81,4.47,273,362,752,800
2026-08-19_1351,AAOI,91,2026-12-18,121,123.86,109.85,6.46,573,596,14797,8809
2026-08-19_1351,AAOI,182,2027-03-19,212,123.86,113.36,,109,286,2279,992
2026-08-19_1351,AAPL,30,2026-09-18,30,315.35,24.6,-0.92,57857,16177,357518,232597
2026-08-19_1351,AAPL,60,2026-10-16,58,315.35,24.6,-1.17,28431,6325,266417,132189
2026-08-19_1351,AAPL,91,2026-11-20,93,315.35,26.59,-1.9,12338,6045,157351,95547
2026-08-19_1351,AAPL,182,2027-02-19,184,315.35,26.99,-1.91,2637,1464,35507,27490
2026-08-19_1351,AMD,30,2026-09-18,30,465.84,53.05,0.8,9194,11266,128563,203302
2026-08-19_1351,AMD,60,2026-10-16,58,465.84,55.0,0.87,4272,4315,53032,62448
2026-08-19_1351,AMD,91,2026-11-20,93,465.84,58.01,1.49,4224,3728,64481,62967
2026-08-19_1351,AMD,182,2027-02-19,184,465.84,57.97,1.87,970,2621,8759,12539
2026-08-19_1351,AMZN,30,2026-09-18,30,264.44,28.9,-0.4,37413,9076,354767,225191
2026-08-19_1351,AMZN,60,2026-10-16,58,264.44,29.91,-0.81,13294,4781,169934,133960
2026-08-19_1351,AMZN,91,2026-11-20,93,264.44,34.65,-0.54,84918,4292,193249,85070
2026-08-19_1351,AMZN,182,2027-02-19,184,264.44,35.02,-0.7,754,721,16217,17150
2026-08-19_1351,CRWV,30,2026-09-18,30,92.18,77.03,1.08,11835,13696,254875,124056
2026-08-19_1351,CRWV,60,2026-10-16,58,92.18,77.55,1.27,4942,19474,109331,86163
2026-08-19_1351,CRWV,91,2026-11-20,93,92.18,81.17,1.4,4461,1147,47681,40391
2026-08-19_1351,CRWV,182,2027-02-19,184,92.18,78.19,0.92,683,1138,4855,4865
2026-08-19_1351,DRAM,30,2026-09-18,30,54.94,72.59,-0.91,24079,6232,309403,189275
2026-08-19_1351,DRAM,60,2026-10-16,58,54.94,73.09,0.47,4649,4251,149325,89085
2026-08-19_1351,DRAM,91,2026-11-20,93,54.94,74.91,0.26,1808,989,94410,37998
2026-08-19_1351,DRAM,182,2027-02-19,184,54.94,70.62,,426,1168,8670,10796
2026-08-19_1351,EEM,30,2026-09-18,30,66.0,24.53,-2.91,21877,9863,562291,952620
2026-08-19_1351,EEM,60,2026-10-16,58,66.0,25.67,-0.58,530,404,107574,240989
2026-08-19_1351,EEM,91,2026-11-20,93,66.0,25.49,0.89,12681,25756,13240,50725
2026-08-19_1351,EEM,182,2027-03-19,212,66.0,25.4,-4.01,668,8268,44201,193436
2026-08-19_1351,EWY,30,2026-09-18,30,173.41,53.61,-3.36,18963,2906,164274,49868
2026-08-19_1351,EWY,60,2026-10-16,58,173.41,52.9,-3.57,829,786,82072,95830
2026-08-19_1351,EWY,91,2026-11-20,93,173.41,53.35,-2.82,1343,3322,9419,8332
2026-08-19_1351,EWY,182,2027-03-19,212,173.41,51.13,-2.87,523,712,23769,25906
2026-08-19_1351,FXI,30,2026-09-18,30,35.66,19.62,-1.74,2258,24079,496060,409122
2026-08-19_1351,FXI,60,2026-10-16,58,35.66,20.43,-1.56,1219,910,107110,85920
2026-08-19_1351,FXI,91,2026-11-20,93,35.66,21.6,2.29,1496,26022,95160,115686
2026-08-19_1351,FXI,182,2027-02-19,184,35.66,22.7,-2.02,198,516,33937,16774
2026-08-19_1351,GDX,30,2026-09-18,30,95.77,44.95,3.27,26882,22462,221239,322648
2026-08-19_1351,GDX,60,2026-10-16,58,95.77,44.53,3.72,6759,2058,36362,43140
2026-08-19_1351,GDX,91,2026-11-20,93,95.77,44.28,1.82,4220,702,15256,120459
2026-08-19_1351,GDX,182,2027-03-19,212,95.77,46.98,2.02,1631,1184,31297,47278
2026-08-19_1351,GLD,30,2026-09-18,30,411.51,24.33,1.62,38234,12887,1345751,196793
2026-08-19_1351,GLD,60,2026-10-16,58,411.51,24.13,1.54,27981,4840,134056,94817
2026-08-19_1351,GLD,91,2026-11-20,93,411.51,24.08,1.5,12915,967,310580,331411
2026-08-19_1351,GLD,182,2027-02-19,184,411.51,25.6,5.52,502,23,818,110
2026-08-19_1351,GOOGL,30,2026-09-18,30,344.02,28.07,-0.17,11335,4530,222896,169828
2026-08-19_1351,GOOGL,60,2026-10-16,58,344.02,29.19,-0.36,10658,1344,194290,79383
