stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-08-28_1151,AAOI,30,2026-09-18,21,106.1,84.99,3.12,2028,384,32345,24773
2026-08-28_1151,AAOI,60,2026-10-16,49,106.1,88.25,4.03,675,244,6013,5031
2026-08-28_1151,AAOI,91,2026-12-18,112,106.1,97.66,4.14,341,216,16546,10481
2026-08-28_1151,AAOI,182,2027-03-19,203,106.1,97.63,,90,407,2497,2378
2026-08-28_1151,AAPL,30,2026-09-18,21,321.69,24.12,-0.94,33610,9436,390807,250032
2026-08-28_1151,AAPL,60,2026-10-16,49,321.69,24.16,-1.37,9785,4354,282819,153933
2026-08-28_1151,AAPL,91,2026-11-20,84,321.69,26.21,-1.95,4643,3468,171904,109417
2026-08-28_1151,AAPL,182,2027-02-19,175,321.69,26.65,-2.01,1616,1109,40497,37740
2026-08-28_1151,AMD,30,2026-09-18,21,467.85,48.06,1.23,6375,3451,135342,203293
2026-08-28_1151,AMD,60,2026-10-16,49,467.85,50.36,1.23,2710,2029,54636,66798
2026-08-28_1151,AMD,91,2026-11-20,84,467.85,55.9,1.3,778,411,78317,62737
2026-08-28_1151,AMD,182,2027-02-19,175,467.85,55.34,2.17,446,373,8524,14042
2026-08-28_1151,AMZN,30,2026-09-18,21,265.43,27.98,-0.09,44586,15625,395359,243866
2026-08-28_1151,AMZN,60,2026-10-16,49,265.43,30.27,-0.59,28796,5677,207448,148780
2026-08-28_1151,AMZN,91,2026-11-20,84,265.43,35.85,-1.11,70200,4923,216658,93786
2026-08-28_1151,AMZN,182,2027-02-19,175,265.43,35.83,-0.92,1009,2633,21127,25482
2026-08-28_1151,CRWV,30,2026-09-18,21,84.29,68.95,1.67,3867,1980,263239,141236
2026-08-28_1151,CRWV,60,2026-10-16,49,84.29,72.99,3.71,3249,1211,120032,126826
2026-08-28_1151,CRWV,91,2026-11-20,84,84.29,80.53,2.13,1185,491,55230,43605
2026-08-28_1151,CRWV,182,2027-02-19,175,84.29,77.96,1.23,171,1323,6869,8032
2026-08-28_1151,DRAM,30,2026-09-18,21,55.94,57.7,-1.67,9823,5544,344262,200096
2026-08-28_1151,DRAM,60,2026-10-16,49,55.94,62.06,-0.26,6056,3048,186894,99780
2026-08-28_1151,DRAM,91,2026-11-20,84,55.94,60.41,6.84,7275,504,107616,44831
2026-08-28_1151,DRAM,182,2027-02-19,175,55.94,67.49,0.1,200,2264,9459,12436
