stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-09-25_1051,AAOI,30,2026-10-16,21,101.17,84.37,5.19,1144,333,18048,12115
2026-09-25_1051,AAOI,60,2026-11-20,56,101.17,95.37,,82,1067,4889,4296
2026-09-25_1051,AAOI,91,2026-12-18,84,101.17,90.78,4.0,622,107,20452,13452
2026-09-25_1051,AAOI,182,2027-03-19,175,101.17,91.51,3.33,149,114,4150,4155
2026-09-25_1051,AAPL,30,2026-10-16,21,337.4,22.28,-1.35,8151,2646,394866,206442
2026-09-25_1051,AAPL,60,2026-11-20,56,337.4,25.46,-2.36,1880,681,219251,150386
2026-09-25_1051,AAPL,91,2026-12-18,84,337.4,25.17,-2.32,1975,2032,302569,222574
2026-09-25_1051,AAPL,182,2027-03-19,175,337.4,26.05,-2.36,348,445,87283,104671
2026-09-25_1051,AMD,30,2026-10-16,21,630.93,51.01,1.19,4609,8091,108697,103207
2026-09-25_1051,AMD,60,2026-11-20,56,630.93,58.23,1.54,1562,1919,88389,84350
2026-09-25_1051,AMD,91,2026-12-18,84,630.93,56.52,1.19,1922,4193,91441,103570
2026-09-25_1051,AMD,182,2027-03-19,175,630.93,56.97,1.64,1592,954,52613,78868
2026-09-25_1051,AMZN,30,2026-10-16,21,247.69,28.41,0.05,16161,5415,344809,209247
2026-09-25_1051,AMZN,60,2026-11-20,56,247.69,37.19,-0.37,4541,935,340341,157876
2026-09-25_1051,AMZN,91,2026-12-18,84,247.69,34.83,-0.68,1694,2057,248909,196663
2026-09-25_1051,AMZN,182,2027-03-19,175,247.69,35.17,-1.0,859,855,85313,124963
2026-09-25_1051,CRWV,30,2026-10-16,21,87.08,70.47,2.15,4659,4250,197723,160804
2026-09-25_1051,CRWV,60,2026-11-20,56,87.08,78.65,2.02,2285,673,73857,80792
2026-09-25_1051,CRWV,91,2026-12-18,84,87.08,76.99,1.79,1422,690,76893,85031
2026-09-25_1051,CRWV,182,2027-03-19,175,87.08,75.48,1.17,313,1141,55768,47532
2026-09-25_1051,DRAM,30,2026-10-16,21,61.46,57.07,0.49,4150,4235,256855,166065
2026-09-25_1051,DRAM,60,2026-11-20,56,61.46,58.24,0.66,949,485,155772,75397
