stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-09-15_1550,AAOI,30,2026-10-16,31,96.19,84.37,1.94,991,623,12143,9266
2026-09-15_1550,AAOI,60,2026-10-16,31,96.19,84.37,1.94,991,623,12143,9266
2026-09-15_1550,AAOI,91,2026-12-18,94,96.19,93.69,3.1,489,802,19136,12236
2026-09-15_1550,AAOI,182,2027-03-19,185,96.19,98.53,-0.22,167,173,3600,3987
2026-09-15_1550,AAPL,30,2026-10-16,31,330.56,24.26,-2.14,20385,15290,364813,192633
2026-09-15_1550,AAPL,60,2026-11-20,66,330.56,26.68,-2.81,6257,3503,197703,139921
2026-09-15_1550,AAPL,91,2026-12-18,94,330.56,26.27,-2.81,8038,4373,270876,210790
2026-09-15_1550,AAPL,182,2027-03-19,185,330.56,27.01,-2.98,1650,4432,78809,80696
2026-09-15_1550,AMD,30,2026-10-16,31,504.36,50.33,-0.49,6466,4960,77456,83403
2026-09-15_1550,AMD,60,2026-11-20,66,504.36,55.67,0.3,1335,1963,84224,74122
2026-09-15_1550,AMD,91,2026-12-18,94,504.36,54.55,1.06,2050,1818,82697,108195
2026-09-15_1550,AMD,182,2027-03-19,185,504.36,54.93,1.14,1268,1684,49414,74128
2026-09-15_1550,AMZN,30,2026-10-16,31,247.48,31.21,-1.31,35139,11496,262694,181307
2026-09-15_1550,AMZN,60,2026-11-20,66,247.48,37.63,-1.26,53173,11406,278312,115801
2026-09-15_1550,AMZN,91,2026-12-18,94,247.48,35.77,-1.37,6947,2396,235456,189789
2026-09-15_1550,AMZN,182,2027-03-19,185,247.48,35.53,-1.1,2787,2929,72685,114959
2026-09-15_1550,CRWV,30,2026-10-16,31,80.93,76.22,6.9,16838,5872,150558,139055
2026-09-15_1550,CRWV,60,2026-11-20,66,80.93,82.24,4.62,5565,1002,59328,51132
2026-09-15_1550,CRWV,91,2026-12-18,94,80.93,80.12,3.57,2317,2175,72962,82701
2026-09-15_1550,CRWV,182,2027-03-19,185,80.93,80.71,2.8,1476,426,38083,36592
2026-09-15_1550,DRAM,30,2026-10-16,31,54.92,59.52,-1.06,9355,9575,242066,139368
2026-09-15_1550,DRAM,60,2026-11-20,66,54.92,60.7,0.67,3971,3387,138078,65421
2026-09-15_1550,DRAM,91,2026-12-18,94,54.92,59.08,1.02,2011,603,207822,93077
2026-09-15_1550,DRAM,182,2027-03-19,185,54.92,61.16,0.9,1170,665,43939,59603
2026-09-15_1550,EEM,30,2026-10-16,31,65.81,23.1,-2.89,4098,2287,163115,327535
2026-09-15_1550,EEM,60,2026-11-20,66,65.81,23.94,-3.59,1460,11089,44105,218694
2026-09-15_1550,EEM,91,2026-12-18,94,65.81,25.25,-5.06,3399,10734,602235,835275
2026-09-15_1550,EEM,182,2027-03-19,185,65.81,24.38,-3.63,344,16207,59717,272754
2026-09-15_1550,EWY,30,2026-10-16,31,176.61,46.33,-2.97,3679,5336,83075,111482
2026-09-15_1550,EWY,60,2026-11-20,66,176.61,47.95,-1.94,1275,5978,23406,49890
2026-09-15_1550,EWY,91,2026-12-18,94,176.61,49.61,-2.67,4809,732,96081,48143
2026-09-15_1550,EWY,182,2027-03-19,185,176.61,45.63,-1.97,1606,1102,42259,33736
2026-09-15_1550,FXI,30,2026-10-16,31,34.42,19.78,-2.27,5094,6305,196680,108399
2026-09-15_1550,FXI,60,2026-11-20,66,34.42,20.7,1.58,20408,10827,108332,201238
2026-09-15_1550,FXI,91,2026-12-18,94,34.42,22.13,-0.26,87647,61748,376606,400911
2026-09-15_1550,FXI,182,2027-03-19,185,34.42,22.59,0.21,121,5479,151534,145969
2026-09-15_1550,GDX,30,2026-10-16,31,93.97,44.46,0.7,12005,5766,71166,75927
2026-09-15_1550,GDX,60,2026-11-20,66,93.97,44.58,1.6,3471,2667,29604,176159
2026-09-15_1550,GDX,91,2026-12-18,94,93.97,44.19,1.81,5001,3659,194679,231321
2026-09-15_1550,GDX,182,2027-03-19,185,93.97,43.85,2.0,1717,1906,38748,58408
2026-09-15_1550,GLD,30,2026-10-16,31,394.01,24.75,1.15,21896,10394,249094,156437
2026-09-15_1550,GLD,60,2026-11-20,66,394.01,24.98,1.47,3906,1376,373212,359805
2026-09-15_1550,GLD,91,2026-12-18,94,394.01,24.76,1.72,47791,909,189473,75818
2026-09-15_1550,GLD,182,2027-03-19,185,394.01,24.4,1.75,1169,1707,141308,86801
2026-09-15_1550,GOOGL,30,2026-10-16,31,344.62,29.28,-0.18,11632,8652,266002,110202
2026-09-15_1550,GOOGL,60,2026-11-20,66,344.62,34.17,-0.7,11815,2526,168401,73164
2026-09-15_1550,GOOGL,91,2026-12-18,94,344.62,33.21,-0.76,4046,1335,183362,124499
2026-09-15_1550,GOOGL,182,2027-03-19,185,344.62,33.79,-0.62,1892,2067,52023,89919
2026-09-15_1550,IBIT,30,2026-10-16,31,42.97,39.4,-1.04,61797,45104,488043,291357
2026-09-15_1550,IBIT,60,2026-11-20,66,42.97,40.41,-1.01,17099,11619,244914,262617
2026-09-15_1550,IBIT,91,2026-12-18,94,42.97,40.58,-1.07,11069,9323,275105,173296
2026-09-15_1550,IBIT,182,2027-03-19,185,42.97,41.78,-0.97,9739,13429,235170,175037
2026-09-15_1550,IGV,30,2026-10-16,31,105.55,30.96,-0.71,1410,2311,53866,61437
2026-09-15_1550,IGV,60,2026-11-20,66,105.55,32.25,-1.99,609,950,44964,106744
2026-09-15_1550,IGV,91,2026-12-18,94,105.55,31.64,-1.43,1664,1936,82519,208971
2026-09-15_1550,IGV,182,2027-03-19,185,105.55,31.11,-1.12,390,1738,14237,39098
2026-09-15_1550,IONQ,30,2026-10-16,31,36.98,70.02,,618,2015,30163,36629
2026-09-15_1550,IONQ,60,2026-11-20,66,36.98,76.15,7.8,671,447,39126,17350
2026-09-15_1550,IONQ,91,2026-12-18,94,36.98,74.7,7.52,1627,1029,36128,32854
2026-09-15_1550,IONQ,182,2027-03-19,185,36.98,74.79,12.11,1322,126,19271,6720
2026-09-15_1550,IWM,30,2026-10-16,31,284.81,19.23,-5.26,62624,172835,234711,764989
2026-09-15_1550,IWM,60,2026-11-20,66,284.81,19.54,-4.99,8620,38073,167013,288750
2026-09-15_1550,IWM,91,2026-12-18,94,284.81,19.64,-5.09,4768,26209,617051,1167135
2026-09-15_1550,IWM,182,2027-03-19,185,284.81,19.76,-4.44,2893,4274,163719,406493
2026-09-15_1550,KRE,30,2026-10-16,31,74.01,24.12,-1.99,1522,56822,197989,159812
2026-09-15_1550,KRE,60,2026-11-20,66,74.01,23.82,-1.93,511,10218,84336,70281
2026-09-15_1550,KRE,91,2026-12-18,94,74.01,21.93,-0.89,539,9698,35313,146138
2026-09-15_1550,KRE,182,2027-03-19,185,74.01,23.54,-2.39,598,255,17328,26222
2026-09-15_1550,KWEB,30,2026-10-16,31,24.47,28.17,-1.89,24038,759,100013,41369
2026-09-15_1550,KWEB,60,2026-11-20,66,24.47,28.88,-1.09,5129,1150,172108,49855
2026-09-15_1550,KWEB,91,2026-12-18,94,24.47,29.82,-0.54,16718,1944,390477,73912
2026-09-15_1550,KWEB,182,2027-02-19,157,24.47,30.48,-1.71,1680,1957,20919,12308
2026-09-15_1550,META,30,2026-10-16,31,671.31,38.51,-0.5,30480,10201,225529,73296
2026-09-15_1550,META,60,2026-11-20,66,671.31,43.34,-0.36,7695,3375,171314,66498
2026-09-15_1550,META,91,2026-12-18,94,671.31,41.63,-0.41,6917,4979,142315,74866
2026-09-15_1550,META,182,2027-03-19,185,671.31,41.75,-0.09,1815,1435,54995,43538
2026-09-15_1550,MSFT,30,2026-10-16,31,496.15,25.47,-2.23,7823,5679,304751,135954
2026-09-15_1550,MSFT,60,2026-11-20,66,496.15,30.99,-2.46,3241,5547,222072,84307
2026-09-15_1550,MSFT,91,2026-12-18,94,496.15,29.68,-2.23,4717,2214,510916,135442
2026-09-15_1550,MSFT,182,2027-03-19,185,496.15,30.52,-1.61,1974,2054,80266,92311
2026-09-15_1550,MU,30,2026-10-16,31,925.18,58.25,1.46,7099,5385,97298,126902
2026-09-15_1550,MU,60,2026-11-20,66,925.18,57.03,2.47,3338,3610,66891,80279
2026-09-15_1550,MU,91,2026-12-18,94,925.18,56.77,2.32,3731,1788,68253,126116
2026-09-15_1550,MU,182,2027-03-19,185,925.18,56.77,2.91,1518,2134,43849,54831
2026-09-15_1550,NBIS,30,2026-10-16,31,207.28,79.51,2.35,2447,4598,34638,51060
2026-09-15_1550,NBIS,60,2026-11-20,66,207.28,88.33,3.94,1418,1427,30439,32205
2026-09-15_1550,NBIS,91,2026-12-18,94,207.28,85.62,4.83,1264,830,35912,39239
2026-09-15_1550,NBIS,182,2027-03-19,185,207.28,86.88,5.24,534,2058,23030,28103
2026-09-15_1550,NVDA,30,2026-10-16,31,211.96,33.44,-2.66,61590,22698,706351,473377
2026-09-15_1550,NVDA,60,2026-11-20,66,211.96,37.69,-2.55,16566,8904,521847,328576
2026-09-15_1550,NVDA,91,2026-12-18,94,211.96,37.22,-2.36,18220,12325,719003,684401
2026-09-15_1550,NVDA,182,2027-03-19,185,211.96,38.12,-1.72,8684,11147,320141,305663
2026-09-15_1550,ONDS,30,2026-10-16,31,7.25,72.16,8.07,3346,1062,46962,32434
2026-09-15_1550,ONDS,60,2026-11-20,66,7.25,81.69,7.33,2516,695,36993,20458
2026-09-15_1550,ONDS,91,2026-12-18,94,7.25,81.52,8.56,4040,753,115502,74618
2026-09-15_1550,ONDS,182,2027-03-19,185,7.25,82.48,8.94,924,306,55750,8997
2026-09-15_1550,OWL,30,2026-10-16,31,10.19,44.27,1.27,278,3222,45722,37093
2026-09-15_1550,OWL,60,2026-11-20,66,10.19,50.03,-3.42,1168,706,19708,162676
2026-09-15_1550,OWL,91,2026-12-18,94,10.19,47.88,-3.54,1076,117,28269,8437
2026-09-15_1550,OWL,182,2027-02-19,157,10.19,46.8,-4.56,170,568,12437,16423
2026-09-15_1550,QQQ,30,2026-10-16,31,703.95,18.97,-6.26,66286,48649,405709,661870
2026-09-15_1550,QQQ,60,2026-11-20,66,703.95,20.41,-6.16,10251,28191,225642,289575
2026-09-15_1550,QQQ,91,2026-12-18,94,703.95,20.61,-5.98,9602,39565,667122,995075
2026-09-15_1550,QQQ,182,2027-03-19,185,703.95,21.2,-5.14,2191,8667,336954,284286
2026-09-15_1550,RKLB,30,2026-10-16,31,63.64,70.84,2.07,7420,3528,82539,53009
2026-09-15_1550,RKLB,60,2026-10-16,31,63.64,70.84,2.07,7420,3528,82539,53009
2026-09-15_1550,RKLB,91,2026-12-18,94,63.64,75.67,4.99,2398,618,70739,69622
2026-09-15_1550,RKLB,182,2027-03-19,185,63.64,74.98,4.39,1801,574,32067,24256
2026-09-15_1550,SLV,30,2026-10-16,31,57.51,41.73,4.37,47481,10493,382686,152248
2026-09-15_1550,SLV,60,2026-11-20,66,57.51,43.59,5.95,6166,1490,322046,81938
2026-09-15_1550,SLV,91,2026-12-18,94,57.51,43.54,6.45,8440,436,294907,109665
2026-09-15_1550,SLV,182,2027-03-19,185,57.51,43.46,7.22,6362,1428,192679,86065
2026-09-15_1550,SMH,30,2026-10-16,31,541.67,32.67,-4.02,8742,25509,125129,149275
2026-09-15_1550,SMH,60,2026-11-20,66,541.67,34.9,-3.73,2469,5178,28385,71138
2026-09-15_1550,SMH,91,2026-12-18,94,541.67,34.93,-3.71,2339,1651,61487,77710
2026-09-15_1550,SMH,182,2027-03-19,185,541.67,35.1,-3.53,1237,2371,16088,24534
2026-09-15_1550,SPCX,30,2026-10-16,31,143.47,51.55,-1.73,34872,19895,235697,248781
2026-09-15_1550,SPCX,60,2026-11-20,66,143.47,55.5,-1.36,8991,8474,95431,151106
2026-09-15_1550,SPCX,91,2026-12-18,94,143.47,54.09,-1.12,11271,7545,153852,207003
2026-09-15_1550,SPCX,182,2027-03-19,185,143.47,53.23,-0.71,1774,8088,62046,103051
2026-09-15_1550,SPY,30,2026-10-16,31,756.71,13.95,-5.0,95658,132057,392447,1513981
2026-09-15_1550,SPY,60,2026-11-20,66,756.71,14.96,-5.17,11966,14984,164487,1760935
2026-09-15_1550,SPY,91,2026-12-18,94,756.71,14.71,-5.49,104210,27765,500939,1496027
2026-09-15_1550,SPY,182,2027-03-19,185,756.71,15.45,-5.58,5055,3615,282701,313735
2026-09-15_1550,TLT,30,2026-10-16,31,80.75,13.04,-0.72,106057,35943,715013,573343
2026-09-15_1550,TLT,60,2026-11-20,66,80.75,13.18,-0.84,14859,9911,339576,404108
2026-09-15_1550,TLT,91,2026-12-18,94,80.75,13.46,-0.92,49699,16734,798373,419907
2026-09-15_1550,TLT,182,2027-03-19,185,80.75,12.81,-1.16,9459,9032,132437,191732
