stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-08-10_1350,AAPL,30,2026-09-18,39,306.22,24.69,-0.53,34342,11956,339054,231453
2026-08-10_1350,AAPL,60,2026-10-16,67,306.22,24.83,-1.0,29753,5743,243684,123779
2026-08-10_1350,AAPL,91,2026-11-20,102,306.22,26.37,-1.53,6461,3853,152730,92504
2026-08-10_1350,AAPL,182,2027-02-19,193,306.22,26.56,-1.55,2285,775,30833,22733
2026-08-10_1350,AMD,30,2026-09-18,39,474.94,58.21,0.87,9616,6253,109441,184264
2026-08-10_1350,AMD,60,2026-10-16,67,474.94,59.07,1.09,2676,3555,47737,55492
2026-08-10_1350,AMD,91,2026-11-20,102,474.94,62.02,1.57,1371,1218,62407,59875
2026-08-10_1350,AMD,182,2027-02-19,193,474.94,62.8,1.42,307,481,5258,9719
2026-08-10_1350,AMZN,30,2026-09-18,39,276.91,30.75,-0.8,17503,7988,333482,227313
2026-08-10_1350,AMZN,60,2026-10-16,67,276.91,31.36,-0.71,6683,7733,145233,122217
2026-08-10_1350,AMZN,91,2026-11-20,102,276.91,35.49,-1.12,2636,2184,183231,79172
2026-08-10_1350,AMZN,182,2027-02-19,193,276.91,35.75,-0.98,598,511,13894,11001
2026-08-10_1350,CRWV,30,2026-09-18,39,89.67,93.75,1.82,4984,1966,258624,108192
2026-08-10_1350,CRWV,60,2026-10-16,67,89.67,91.4,0.34,5635,1159,93728,60022
2026-08-10_1350,CRWV,91,2026-11-20,102,89.67,91.09,0.19,483,939,42755,37806
2026-08-10_1350,CRWV,182,2027-02-19,193,89.67,87.87,,134,420,2018,2214
2026-08-10_1350,DRAM,30,2026-09-18,39,50.13,71.67,-0.29,14574,3470,266413,153816
2026-08-10_1350,DRAM,60,2026-10-16,67,50.13,69.54,1.29,6024,2009,95590,85108
2026-08-10_1350,DRAM,91,2026-11-20,102,50.13,69.14,3.58,2266,1030,60356,33460
2026-08-10_1350,DRAM,182,2027-02-19,193,50.13,72.4,1.14,356,224,3343,7224
2026-08-10_1350,EEM,30,2026-09-18,39,65.17,26.27,-1.46,19723,15948,499862,914334
2026-08-10_1350,EEM,60,2026-10-16,67,65.17,27.67,1.66,11253,4804,98561,162865
2026-08-10_1350,EEM,91,2026-11-20,102,65.17,28.0,1.85,7991,6104,12113,43858
2026-08-10_1350,EEM,182,2027-01-15,158,65.17,27.3,-0.42,1022,20774,175341,251186
2026-08-10_1350,FXI,30,2026-09-18,39,36.41,20.05,-0.83,8140,3592,459343,411002
2026-08-10_1350,FXI,60,2026-10-16,67,36.41,20.81,-1.25,7432,10700,77911,60932
2026-08-10_1350,FXI,91,2026-11-20,102,36.41,22.64,0.74,248,1253,92323,105450
2026-08-10_1350,FXI,182,2027-02-19,193,36.41,22.83,-0.05,142,455,33914,16472
2026-08-10_1350,GDX,30,2026-09-18,39,89.86,44.6,2.67,3818,11103,202781,306351
2026-08-10_1350,GDX,60,2026-10-16,67,89.86,45.47,4.0,3686,2374,26624,31229
2026-08-10_1350,GDX,91,2026-11-20,102,89.86,44.12,2.07,1310,455,12663,119620
2026-08-10_1350,GDX,182,2027-01-15,158,89.86,43.52,2.2,3330,5255,120014,176478
2026-08-10_1350,GLD,30,2026-09-18,39,400.01,24.3,1.64,20413,5303,1036771,209469
2026-08-10_1350,GLD,60,2026-10-16,67,400.01,24.02,1.67,10118,1858,108481,88645
2026-08-10_1350,GLD,91,2026-11-20,102,400.01,23.95,1.6,2084,434,214563,199612
2026-08-10_1350,GLD,182,2027-01-15,158,400.01,23.56,1.67,24751,97776,399967,296549
2026-08-10_1350,GOOGL,30,2026-09-18,39,354.25,30.06,-0.38,10612,5311,200392,163385
2026-08-10_1350,GOOGL,60,2026-10-16,67,354.25,31.15,-0.49,4256,2212,180777,68776
2026-08-10_1350,GOOGL,91,2026-11-20,102,354.25,33.76,-0.61,1507,2536,73666,49885
2026-08-10_1350,GOOGL,182,2027-02-19,193,354.25,34.96,-0.78,757,619,5388,12560
2026-08-10_1350,IGV,30,2026-09-18,39,105.33,32.17,-0.66,3520,4383,35723,88514
2026-08-10_1350,IGV,60,2026-10-16,67,105.33,34.67,-2.38,819,411,13475,12655
2026-08-10_1350,IGV,91,2026-11-20,102,105.33,33.24,-1.38,879,329,34085,67444
2026-08-10_1350,IGV,182,2027-02-19,193,105.33,33.28,-2.3,114,504,3972,1587
2026-08-10_1350,IONQ,30,2026-09-18,39,43.01,86.15,8.92,1560,1007,45924,50823
2026-08-10_1350,IONQ,60,2026-10-16,67,43.01,84.83,8.83,568,622,18721,36147
2026-08-10_1350,IONQ,91,2026-11-20,102,43.01,91.03,9.41,888,186,29096,12196
2026-08-10_1350,IONQ,182,2027-01-15,158,43.01,91.83,43.09,992,167,58866,61498
2026-08-10_1350,IWM,30,2026-09-18,39,299.63,18.12,-3.34,7374,21348,464914,973007
2026-08-10_1350,IWM,60,2026-10-16,67,299.63,18.8,-3.72,2277,13645,69687,186664
2026-08-10_1350,IWM,91,2026-11-20,102,299.63,19.65,-3.95,957,41904,110610,140927
2026-08-10_1350,IWM,182,2027-02-19,193,299.63,20.4,-4.1,127,601,3887,20132
2026-08-10_1350,KRE,30,2026-09-18,39,75.79,22.72,-2.84,7379,17215,132325,161860
2026-08-10_1350,KRE,60,2026-10-16,67,75.79,23.16,-3.37,753,330,162364,154694
2026-08-10_1350,KRE,91,2026-11-20,102,75.79,23.41,-2.7,274,3547,62919,44065
2026-08-10_1350,KRE,182,2027-01-15,158,75.79,23.93,-3.2,7892,1181,83971,310184
2026-08-10_1350,KWEB,30,2026-09-18,39,29.08,28.7,-0.23,8066,3979,566439,207762
2026-08-10_1350,KWEB,60,2026-09-18,39,29.08,28.7,-0.23,8066,3979,566439,207762
2026-08-10_1350,KWEB,91,2026-11-20,102,29.08,30.97,-0.5,6529,1415,72732,36317
2026-08-10_1350,KWEB,182,2027-02-19,193,29.08,31.13,,175,117,1796,2332
2026-08-10_1350,META,30,2026-09-18,39,593.07,35.31,0.43,13128,6649,162599,178812
2026-08-10_1350,META,60,2026-10-16,67,593.07,36.62,0.37,5766,2587,114605,43699
2026-08-10_1350,META,91,2026-11-20,102,593.07,40.92,0.44,4902,2194,140652,46046
2026-08-10_1350,META,182,2027-02-19,193,593.07,41.11,0.4,385,408,4902,6165
2026-08-10_1350,MSFT,30,2026-09-18,39,505.99,28.02,-1.54,14895,9234,344380,158090
2026-08-10_1350,MSFT,60,2026-10-16,67,505.99,28.8,-0.93,96403,6723,192466,93684
2026-08-10_1350,MSFT,91,2026-11-20,102,505.99,31.93,-1.48,5382,3659,133694,63861
2026-08-10_1350,MSFT,182,2027-01-15,158,505.99,31.01,-1.41,9583,3549,372186,180265
2026-08-10_1350,MU,30,2026-09-18,39,879.21,69.23,2.19,7226,9936,94055,146002
2026-08-10_1350,MU,60,2026-10-16,67,879.21,73.81,2.72,3280,2690,51888,93342
