stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-08-17_0952,AAOI,30,2026-09-18,32,152.63,116.91,7.96,658,298,27505,21737
2026-08-17_0952,AAOI,60,2026-10-02,46,152.63,121.39,,21,13,387,231
2026-08-17_0952,AAOI,91,2026-12-18,123,152.63,116.52,4.65,487,509,13664,8558
2026-08-17_0952,AAOI,182,2027-01-15,151,152.63,120.62,2.29,548,624,26901,42575
2026-08-17_0952,AAPL,30,2026-09-18,32,305.78,22.97,-0.58,2788,1414,343228,240874
2026-08-17_0952,AAPL,60,2026-10-16,60,305.78,23.1,-0.71,1910,698,260941,129556
2026-08-17_0952,AAPL,91,2026-11-20,95,305.78,25.56,-1.47,1410,739,154324,95091
2026-08-17_0952,AAPL,182,2027-02-19,186,305.78,26.08,-2.13,1788,1122,34562,26062
2026-08-17_0952,AMD,30,2026-09-18,32,511.4,57.76,3.18,2662,2742,121616,193431
2026-08-17_0952,AMD,60,2026-10-16,60,511.4,58.19,2.97,1065,3129,50160,58966
2026-08-17_0952,AMD,91,2026-11-20,95,511.4,61.15,1.67,2092,2156,61627,63793
2026-08-17_0952,AMD,182,2027-02-19,186,511.4,60.75,2.31,2334,805,6808,11921
2026-08-17_0952,AMZN,30,2026-09-18,32,262.76,28.19,-0.3,2443,3545,335031,224176
2026-08-17_0952,AMZN,60,2026-10-16,60,262.76,29.68,-0.37,2272,1582,159813,129162
2026-08-17_0952,AMZN,91,2026-11-20,95,262.76,33.68,-1.1,805,4414,186179,81878
2026-08-17_0952,AMZN,182,2027-02-19,186,262.76,34.63,-1.02,931,2296,15946,15581
2026-08-17_0952,CRWV,30,2026-09-18,32,103.93,77.93,2.1,2613,902,242869,122139
2026-08-17_0952,CRWV,60,2026-10-16,60,103.93,75.61,4.53,1476,3663,102054,69073
2026-08-17_0952,CRWV,91,2026-11-20,95,103.93,79.14,1.48,422,1893,46390,39507
2026-08-17_0952,CRWV,182,2027-02-19,186,103.93,78.92,,385,242,3820,3732
2026-08-17_0952,DRAM,30,2026-09-18,32,60.78,68.46,-2.25,3442,2193,306513,174202
2026-08-17_0952,DRAM,60,2026-10-16,60,60.78,70.74,-1.57,3288,432,123653,86002
2026-08-17_0952,DRAM,91,2026-11-20,95,60.78,70.48,0.6,3561,130,85458,34765
2026-08-17_0952,DRAM,182,2027-02-19,186,60.78,70.85,,262,1126,4899,8740
2026-08-17_0952,EEM,30,2026-09-18,32,67.48,24.98,-9.03,9557,31008,545554,932392
2026-08-17_0952,EEM,60,2026-10-16,60,67.48,24.66,-3.35,5378,5579,107390,177035
2026-08-17_0952,EEM,91,2026-11-20,95,67.48,28.41,-3.94,504,9711,12216,50188
2026-08-17_0952,EEM,182,2027-01-15,151,67.48,26.37,-1.63,670,2604,172979,259008
2026-08-17_0952,EWY,30,2026-09-18,32,186.26,51.96,-3.2,4490,2782,131201,44970
2026-08-17_0952,EWY,60,2026-10-16,60,186.26,54.27,-2.71,1115,2132,80298,94773
2026-08-17_0952,EWY,91,2026-11-20,95,186.26,50.41,1.3,651,681,6661,5861
2026-08-17_0952,EWY,182,2027-01-15,151,186.26,50.1,-1.07,1987,1056,86254,97858
2026-08-17_0952,FXI,30,2026-09-18,32,35.12,19.04,0.25,21807,8990,495391,409194
2026-08-17_0952,FXI,60,2026-10-16,60,35.12,20.72,1.69,1183,899,87958,72094
2026-08-17_0952,FXI,91,2026-11-20,95,35.12,21.64,2.13,781,10393,93337,115769
