stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-09-14_1250,AAOI,30,2026-10-16,32,98.54,84.62,2.86,2067,1027,11320,8884
2026-09-14_1250,AAOI,60,2026-10-16,32,98.54,84.62,2.86,2067,1027,11320,8884
2026-09-14_1250,AAOI,91,2026-12-18,95,98.54,93.01,3.84,1071,823,19485,11947
2026-09-14_1250,AAOI,182,2027-03-19,186,98.54,94.89,5.87,132,291,3626,3820
2026-09-14_1250,AAPL,30,2026-10-16,32,334.91,24.4,-2.11,14900,12296,363782,182286
2026-09-14_1250,AAPL,60,2026-11-20,67,334.91,26.8,-2.72,6628,3787,195115,138775
2026-09-14_1250,AAPL,91,2026-12-18,95,334.91,26.44,-2.8,5137,6180,268285,208783
2026-09-14_1250,AAPL,182,2027-03-19,186,334.91,27.21,-2.71,1800,3245,77022,79503
2026-09-14_1250,AMD,30,2026-10-16,32,494.42,50.6,0.08,7879,10160,73934,81123
2026-09-14_1250,AMD,60,2026-11-20,67,494.42,55.86,0.47,3067,4722,83109,71224
2026-09-14_1250,AMD,91,2026-12-18,95,494.42,54.28,1.43,1610,2580,80147,107305
2026-09-14_1250,AMD,182,2027-03-19,186,494.42,54.66,1.41,2461,1345,49434,73426
2026-09-14_1250,AMZN,30,2026-10-16,32,254.87,30.31,-1.05,15340,6911,261853,175284
2026-09-14_1250,AMZN,60,2026-11-20,67,254.87,36.83,-1.22,131502,4198,288494,111642
2026-09-14_1250,AMZN,91,2026-12-18,95,254.87,35.26,-1.35,3634,1580,241280,189754
2026-09-14_1250,AMZN,182,2027-03-19,186,254.87,35.49,-1.21,2159,2088,71256,113529
2026-09-14_1250,CRWV,30,2026-10-16,32,84.31,74.66,3.34,13503,6164,140321,139075
2026-09-14_1250,CRWV,60,2026-11-20,67,84.31,82.75,2.77,3873,1901,59485,51459
2026-09-14_1250,CRWV,91,2026-12-18,95,84.31,80.13,2.58,1804,2474,73466,81451
2026-09-14_1250,CRWV,182,2027-03-19,186,84.31,80.43,1.77,1392,465,34007,36407
2026-09-14_1250,DRAM,30,2026-10-16,32,55.45,62.18,-0.08,12659,9920,238081,133194
2026-09-14_1250,DRAM,60,2026-11-20,67,55.45,62.6,0.23,4103,2344,135988,60939
2026-09-14_1250,DRAM,91,2026-12-18,95,55.45,61.89,1.07,3107,2976,205844,93075
2026-09-14_1250,DRAM,182,2027-03-19,186,55.45,61.69,-0.28,1064,654,43150,59382
2026-09-14_1250,EEM,30,2026-10-16,32,66.44,22.96,-2.84,9224,2969,163635,319286
2026-09-14_1250,EEM,60,2026-11-20,67,66.44,23.52,-3.93,425,16091,44102,210678
2026-09-14_1250,EEM,91,2026-12-18,95,66.44,24.64,-4.2,12776,20830,605206,808481
2026-09-14_1250,EEM,182,2027-03-19,186,66.44,25.19,-3.95,339,16061,59713,270092
2026-09-14_1250,EWY,30,2026-10-16,32,179.2,48.98,-1.94,9878,7680,84919,105593
2026-09-14_1250,EWY,60,2026-11-20,67,179.2,49.19,-1.47,1514,1342,23144,48262
2026-09-14_1250,EWY,91,2026-12-18,95,179.2,49.81,-2.73,8731,1794,98284,47739
2026-09-14_1250,EWY,182,2027-03-19,186,179.2,46.55,0.2,2614,1127,42143,33231
2026-09-14_1250,FXI,30,2026-10-16,32,34.98,19.71,-1.26,1735,1740,194858,108498
2026-09-14_1250,FXI,60,2026-11-20,67,34.98,20.73,0.45,10360,15390,108161,197893
2026-09-14_1250,FXI,91,2026-12-18,95,34.98,21.48,-1.74,31399,16350,370689,400908
2026-09-14_1250,FXI,182,2027-03-19,186,34.98,22.23,-0.49,121,5479,151534,145970
2026-09-14_1250,GDX,30,2026-10-16,32,94.87,44.78,0.8,12942,10439,68830,75713
2026-09-14_1250,GDX,60,2026-11-20,67,94.87,44.9,1.09,1271,939,29797,175902
2026-09-14_1250,GDX,91,2026-12-18,95,94.87,44.84,1.58,12588,1281,193072,230045
2026-09-14_1250,GDX,182,2027-03-19,186,94.87,44.59,2.05,1207,1570,38031,58176
2026-09-14_1250,GLD,30,2026-10-16,32,395.88,24.44,1.15,15979,7579,240163,154209
2026-09-14_1250,GLD,60,2026-11-20,67,395.88,24.57,1.53,4695,1656,351421,359312
2026-09-14_1250,GLD,91,2026-12-18,95,395.88,24.39,1.83,8138,1226,185149,74895
2026-09-14_1250,GLD,182,2027-03-19,186,395.88,24.02,1.83,1015,1460,141367,86174
2026-09-14_1250,GOOGL,30,2026-10-16,32,347.36,29.52,-0.04,23665,6408,265219,108555
2026-09-14_1250,GOOGL,60,2026-11-20,67,347.36,34.5,-0.3,17996,1633,170647,73127
2026-09-14_1250,GOOGL,91,2026-12-18,95,347.36,33.09,-0.8,3295,3006,183445,121140
2026-09-14_1250,GOOGL,182,2027-03-19,186,347.36,34.02,-0.36,2106,701,52538,89493
2026-09-14_1250,IBIT,30,2026-10-16,32,44.66,37.27,-0.22,14625,11479,463161,284612
2026-09-14_1250,IBIT,60,2026-11-20,67,44.66,39.64,-0.3,5444,12821,231704,261238
2026-09-14_1250,IBIT,91,2026-12-18,95,44.66,39.75,-0.43,3126,3248,273939,173223
2026-09-14_1250,IBIT,182,2027-03-19,186,44.66,41.17,-0.61,3324,4515,233705,171249
2026-09-14_1250,IGV,30,2026-10-16,32,106.76,33.4,0.05,6166,7426,42226,53177
2026-09-14_1250,IGV,60,2026-11-20,67,106.76,33.25,-1.98,1144,1336,43750,106540
2026-09-14_1250,IGV,91,2026-12-18,95,106.76,31.06,-1.7,1149,2215,81406,208890
2026-09-14_1250,IGV,182,2027-03-19,186,106.76,32.07,-2.38,449,1984,14120,38985
2026-09-14_1250,IONQ,30,2026-10-16,32,38.48,72.81,,911,718,29854,36453
2026-09-14_1250,IONQ,60,2026-11-20,67,38.48,78.48,7.66,1265,338,38275,17173
2026-09-14_1250,IONQ,91,2026-12-18,95,38.48,76.6,7.7,2278,616,36073,33168
2026-09-14_1250,IONQ,182,2027-03-19,186,38.48,77.89,6.77,500,481,19152,6650
2026-09-14_1250,IWM,30,2026-10-16,32,289.56,18.33,-4.67,29364,127037,232912,723005
2026-09-14_1250,IWM,60,2026-11-20,67,289.56,19.27,-4.72,16212,19455,169422,283020
2026-09-14_1250,IWM,91,2026-12-18,95,289.56,19.13,-4.86,14282,15825,598490,1123229
2026-09-14_1250,IWM,182,2027-03-19,186,289.56,19.89,-4.42,1139,9322,162974,404235
2026-09-14_1250,KRE,30,2026-10-16,32,74.5,23.1,-1.85,292,518,197710,159141
2026-09-14_1250,KRE,60,2026-11-20,67,74.5,23.31,-1.82,491,1120,83056,70051
2026-09-14_1250,KRE,91,2026-12-18,95,74.5,23.15,-1.95,605,2473,35203,145913
2026-09-14_1250,KRE,182,2027-03-19,186,74.5,23.23,-2.77,418,233,17271,26206
2026-09-14_1250,KWEB,30,2026-10-16,32,24.88,29.62,-0.08,42032,1159,96332,41112
2026-09-14_1250,KWEB,60,2026-11-20,67,24.88,29.21,-0.66,11473,631,164552,49377
2026-09-14_1250,KWEB,91,2026-12-18,95,24.88,29.15,0.3,11437,9518,393253,62594
2026-09-14_1250,KWEB,182,2027-02-19,158,24.88,31.68,-1.88,4307,453,17890,11922
2026-09-14_1250,META,30,2026-10-16,32,662.82,37.77,0.16,10944,6030,224942,72717
2026-09-14_1250,META,60,2026-11-20,67,662.82,43.31,0.1,2202,2653,170774,66289
2026-09-14_1250,META,91,2026-12-18,95,662.82,41.58,0.2,4491,1438,145270,75089
2026-09-14_1250,META,182,2027-03-19,186,662.82,41.62,0.31,3709,741,55283,43479
2026-09-14_1250,MSFT,30,2026-10-16,32,508.29,24.7,-1.68,43073,4139,300367,131668
2026-09-14_1250,MSFT,60,2026-11-20,67,508.29,30.37,-2.08,36026,2361,186052,82233
2026-09-14_1250,MSFT,91,2026-12-18,95,508.29,29.15,-2.13,2581,1232,515502,134996
2026-09-14_1250,MSFT,182,2027-03-19,186,508.29,30.6,-1.79,743,916,80786,91408
2026-09-14_1250,MU,30,2026-10-16,32,924.4,59.33,1.23,13671,8958,92996,125114
2026-09-14_1250,MU,60,2026-11-20,67,924.4,59.02,2.4,25997,2741,69185,78960
2026-09-14_1250,MU,91,2026-12-18,95,924.4,59.12,2.33,6266,3537,68281,124578
