stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-09-11_0951,AAOI,30,2026-10-16,35,106.67,87.12,2.01,533,612,11130,8599
2026-09-11_0951,AAOI,60,2026-10-16,35,106.67,87.12,2.01,533,612,11130,8599
2026-09-11_0951,AAOI,91,2026-12-18,98,106.67,96.38,0.19,442,681,19434,11939
2026-09-11_0951,AAOI,182,2027-03-19,189,106.67,97.5,,238,102,3664,3798
2026-09-11_0951,AAPL,30,2026-10-16,35,332.61,25.87,0.82,7057,3897,436314,178495
2026-09-11_0951,AAPL,60,2026-11-20,70,332.61,27.12,-2.1,2327,1489,194144,133138
2026-09-11_0951,AAPL,91,2026-12-18,98,332.61,27.21,-2.44,1816,1523,267020,207912
2026-09-11_0951,AAPL,182,2027-03-19,189,332.61,28.46,-2.61,946,2405,77813,76556
2026-09-11_0951,AMD,30,2026-10-16,35,511.44,48.83,0.11,2397,2037,72977,82015
2026-09-11_0951,AMD,60,2026-11-20,70,511.44,56.18,0.49,2679,2852,81555,71094
2026-09-11_0951,AMD,91,2026-12-18,98,511.44,54.7,1.32,3506,1370,80706,105320
2026-09-11_0951,AMD,182,2027-03-19,189,511.44,54.17,2.65,3753,1666,48106,72499
2026-09-11_0951,AMZN,30,2026-10-16,35,256.19,30.87,-0.54,4573,2096,252361,174061
2026-09-11_0951,AMZN,60,2026-11-20,70,256.19,36.69,-0.9,1625,1377,286829,109668
2026-09-11_0951,AMZN,91,2026-12-18,98,256.19,35.16,-0.91,2087,1728,240705,188425
2026-09-11_0951,AMZN,182,2027-03-19,189,256.19,36.02,-0.98,2328,4657,70193,110976
2026-09-11_0951,CRWV,30,2026-10-16,35,90.0,77.34,1.24,2866,940,141566,137013
2026-09-11_0951,CRWV,60,2026-11-20,70,90.0,84.91,3.2,1485,1173,58945,51867
2026-09-11_0951,CRWV,91,2026-12-18,98,90.0,83.44,3.03,2805,1280,73175,81738
2026-09-11_0951,CRWV,182,2027-03-19,189,90.0,81.4,3.53,3941,1860,33707,36373
2026-09-11_0951,DRAM,30,2026-10-16,35,58.88,61.05,-2.12,3359,3672,240575,129564
2026-09-11_0951,DRAM,60,2026-11-20,70,58.88,67.25,6.66,991,2067,135347,62419
2026-09-11_0951,DRAM,91,2026-12-18,98,58.88,64.44,-1.01,4054,1764,206612,89657
2026-09-11_0951,DRAM,182,2027-03-19,189,58.88,62.7,1.67,782,32828,43038,59402
2026-09-11_0951,EEM,30,2026-10-16,35,67.82,22.2,-1.52,4663,1666,162114,314251
2026-09-11_0951,EEM,60,2026-11-20,70,67.82,23.64,-3.38,913,6794,41794,210084
2026-09-11_0951,EEM,91,2026-12-18,98,67.82,24.22,-5.09,7721,9659,598287,816343
2026-09-11_0951,EEM,182,2027-03-19,189,67.82,23.44,-3.86,253,27294,59656,270063
