stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-08-26_1051,AAOI,30,2026-09-18,23,111.4,97.94,4.07,465,411,30978,24449
2026-08-26_1051,AAOI,60,2026-10-16,51,111.4,97.36,2.92,607,272,2426,1837
2026-08-26_1051,AAOI,91,2026-12-18,114,111.4,109.75,1.45,247,235,16373,10172
2026-08-26_1051,AAOI,182,2027-03-19,205,111.4,107.06,,171,450,2356,2110
2026-08-26_1051,AAPL,30,2026-09-18,23,312.52,24.7,-1.25,7692,1972,391564,251046
2026-08-26_1051,AAPL,60,2026-10-16,51,312.52,24.4,-1.33,3509,981,279877,151666
2026-08-26_1051,AAPL,91,2026-11-20,86,312.52,26.4,-2.18,1345,866,165924,107912
2026-08-26_1051,AAPL,182,2027-02-19,177,312.52,26.44,-2.45,829,414,39133,35463
2026-08-26_1051,AMD,30,2026-09-18,23,485.64,53.9,0.23,3819,1868,134399,197534
2026-08-26_1051,AMD,60,2026-10-16,51,485.64,54.55,0.43,1560,1219,52201,65644
2026-08-26_1051,AMD,91,2026-11-20,86,485.64,58.46,0.94,675,673,77362,64096
2026-08-26_1051,AMD,182,2027-02-19,177,485.64,57.74,2.26,319,555,8323,14568
2026-08-26_1051,AMZN,30,2026-09-18,23,260.14,29.14,-1.2,6246,3770,378894,238156
2026-08-26_1051,AMZN,60,2026-10-16,51,260.14,29.36,-1.06,1994,978,195839,146098
2026-08-26_1051,AMZN,91,2026-11-20,86,260.14,34.83,-1.79,1104,803,216414,93001
2026-08-26_1051,AMZN,182,2027-02-19,177,260.14,34.64,-1.29,823,1208,19700,22862
2026-08-26_1051,CRWV,30,2026-09-18,23,87.22,76.17,0.38,2018,1616,263017,140894
2026-08-26_1051,CRWV,60,2026-10-16,51,87.22,77.06,1.03,808,3983,114086,123332
2026-08-26_1051,CRWV,91,2026-11-20,86,87.22,83.89,0.68,2212,917,53495,40943
2026-08-26_1051,CRWV,182,2027-02-19,177,87.22,79.95,2.46,448,1680,6486,7577
2026-08-26_1051,DRAM,30,2026-09-18,23,56.16,61.18,-1.4,2400,3514,340082,195220
2026-08-26_1051,DRAM,60,2026-10-16,51,56.16,68.64,-2.04,610,3509,179756,95551
2026-08-26_1051,DRAM,91,2026-11-20,86,56.16,67.03,2.32,2767,221,101356,42853
2026-08-26_1051,DRAM,182,2027-02-19,177,56.16,69.12,,724,1864,8923,11082
2026-08-26_1051,EEM,30,2026-09-18,23,67.24,23.23,-2.79,9723,5421,545088,963701
2026-08-26_1051,EEM,60,2026-10-16,51,67.24,23.71,-0.55,2742,1209,117172,259331
