stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-08-14_1351,AAOI,30,2026-09-18,35,146.9,113.14,3.11,4243,4402,25610,19021
2026-08-14_1351,AAOI,60,2026-09-18,35,146.9,113.14,3.11,4243,4402,25610,19021
2026-08-14_1351,AAOI,91,2026-12-18,126,146.9,116.27,2.28,927,606,13022,8370
2026-08-14_1351,AAOI,182,2027-01-15,154,146.9,117.87,1.53,533,585,26937,42550
2026-08-14_1351,AAPL,30,2026-09-18,35,306.0,22.64,-0.73,16797,5884,334412,240360
2026-08-14_1351,AAPL,60,2026-10-16,63,306.0,23.42,-1.11,5214,2156,259497,131911
2026-08-14_1351,AAPL,91,2026-11-20,98,306.0,25.43,-1.64,2302,1247,154094,94520
2026-08-14_1351,AAPL,182,2027-02-19,189,306.0,26.18,-1.81,1637,579,34431,25375
2026-08-14_1351,AMD,30,2026-09-18,35,504.3,54.92,0.83,9870,10787,121103,193091
2026-08-14_1351,AMD,60,2026-10-16,63,504.3,57.32,1.3,2171,2782,50783,58243
2026-08-14_1351,AMD,91,2026-11-20,98,504.3,60.96,1.9,2628,2005,62664,64151
2026-08-14_1351,AMD,182,2027-02-19,189,504.3,60.87,1.97,686,878,5750,11656
2026-08-14_1351,AMZN,30,2026-09-18,35,263.19,27.27,-0.37,26123,7809,327640,227083
2026-08-14_1351,AMZN,60,2026-10-16,63,263.19,28.99,-0.48,8607,7167,158020,128121
2026-08-14_1351,AMZN,91,2026-11-20,98,263.19,33.98,-0.8,11897,5919,187801,81365
2026-08-14_1351,AMZN,182,2027-02-19,189,263.19,34.35,-0.86,808,988,15353,14395
2026-08-14_1351,CRWV,30,2026-09-18,35,105.62,75.49,3.15,7073,8839,244071,115444
2026-08-14_1351,CRWV,60,2026-10-16,63,105.62,76.45,1.75,1956,4152,101738,70399
2026-08-14_1351,CRWV,91,2026-11-20,98,105.62,79.69,1.09,1212,2014,46215,38814
2026-08-14_1351,CRWV,182,2027-02-19,189,105.62,77.79,,225,856,3562,2996
2026-08-14_1351,DRAM,30,2026-09-18,35,57.07,67.73,-0.21,32063,16520,309507,176827
2026-08-14_1351,DRAM,60,2026-10-16,63,57.07,69.04,2.3,14086,1177,109619,85871
2026-08-14_1351,DRAM,91,2026-11-20,98,57.07,69.85,2.81,5549,355,80174,34644
2026-08-14_1351,DRAM,182,2027-02-19,189,57.07,69.61,,300,1168,4901,8712
2026-08-14_1351,EEM,30,2026-09-18,35,66.45,26.62,-0.73,27122,4560,517487,919122
2026-08-14_1351,EEM,60,2026-10-16,63,66.45,25.87,1.78,3932,10477,106353,172407
2026-08-14_1351,EEM,91,2026-11-20,98,66.45,25.75,-3.77,484,8845,12177,47922
2026-08-14_1351,EEM,182,2027-01-15,154,66.45,26.04,0.01,657,7824,172982,259113
2026-08-14_1351,EWY,30,2026-09-18,35,179.35,52.12,-2.8,11898,5326,122257,42371
2026-08-14_1351,EWY,60,2026-10-16,63,179.35,51.87,-2.56,1114,1909,81111,94448
2026-08-14_1351,EWY,91,2026-11-20,98,179.35,51.66,0.29,538,621,5634,5284
2026-08-14_1351,EWY,182,2027-01-15,154,179.35,49.75,-3.1,1716,1530,85062,97928
2026-08-14_1351,FXI,30,2026-09-18,35,34.91,19.58,-1.06,12369,13643,477611,409268
2026-08-14_1351,FXI,60,2026-10-16,63,34.91,20.69,-1.21,1249,891,87856,72097
2026-08-14_1351,FXI,91,2026-11-20,98,34.91,21.36,-1.11,644,10392,92802,105663
2026-08-14_1351,FXI,182,2027-02-19,189,34.91,23.58,-0.97,103,286,33908,16454
2026-08-14_1351,GDX,30,2026-09-18,35,89.69,42.71,0.65,11087,8182,212279,313219
2026-08-14_1351,GDX,60,2026-10-16,63,89.69,44.36,5.68,3784,2182,33861,39861
2026-08-14_1351,GDX,91,2026-11-20,98,89.69,43.28,1.88,807,331,14401,120130
2026-08-14_1351,GDX,182,2027-01-15,154,89.69,42.9,1.89,2588,3422,121592,177399
2026-08-14_1351,GLD,30,2026-09-18,35,401.6,21.88,0.52,17933,36460,1331838,205167
2026-08-14_1351,GLD,60,2026-10-16,63,401.6,22.27,0.77,6968,1827,120718,94066
2026-08-14_1351,GLD,91,2026-11-20,98,401.6,22.73,0.75,1118,828,302225,331065
2026-08-14_1351,GLD,182,2027-01-15,154,401.6,22.63,1.05,15623,5889,441567,367086
2026-08-14_1351,GOOGL,30,2026-09-18,35,344.73,27.55,0.16,12438,5310,215818,167109
2026-08-14_1351,GOOGL,60,2026-10-16,63,344.73,29.28,-0.15,6775,1403,190705,76360
2026-08-14_1351,GOOGL,91,2026-11-20,98,344.73,32.81,0.15,1022,1115,81138,53372
2026-08-14_1351,GOOGL,182,2027-02-19,189,344.73,33.86,-0.11,540,771,9857,15006
2026-08-14_1351,IBIT,30,2026-09-18,35,35.68,34.06,-2.7,20757,9513,562987,372281
2026-08-14_1351,IBIT,60,2026-10-16,63,35.68,36.32,-3.4,12220,11232,216152,175242
2026-08-14_1351,IBIT,91,2026-11-20,98,35.68,38.24,-3.75,5055,11382,165772,63970
2026-08-14_1351,IBIT,182,2027-02-19,189,35.68,41.36,-3.73,205,246,8566,6041
2026-08-14_1351,IGV,30,2026-09-18,35,104.78,32.39,-1.55,14187,8199,43761,73401
2026-08-14_1351,IGV,60,2026-10-16,63,104.78,31.86,-2.65,392,1100,14096,14663
2026-08-14_1351,IGV,91,2026-11-20,98,104.78,31.86,-2.38,316,384,34917,77476
2026-08-14_1351,IGV,182,2027-02-19,189,104.78,33.48,-2.84,104,574,4022,2155
2026-08-14_1351,IONQ,30,2026-09-18,35,46.45,80.05,12.55,3035,3014,48863,49818
2026-08-14_1351,IONQ,60,2026-10-16,63,46.45,82.1,11.35,1858,633,19239,36919
2026-08-14_1351,IONQ,91,2026-11-20,98,46.45,85.43,12.39,815,83,29330,12437
2026-08-14_1351,IONQ,182,2027-01-15,154,46.45,82.96,47.39,689,183,59652,61560
2026-08-14_1351,IWM,30,2026-09-18,35,304.35,16.82,-3.25,19472,25637,539501,1071343
2026-08-14_1351,IWM,60,2026-10-16,63,304.35,17.89,-3.61,1668,9421,83649,219130
2026-08-14_1351,IWM,91,2026-11-20,98,304.35,19.03,-3.96,1319,1426,111984,152631
2026-08-14_1351,IWM,182,2027-02-19,189,304.35,20.2,-4.1,253,486,3909,21803
2026-08-14_1351,KRE,30,2026-09-18,35,77.81,21.14,-2.59,321,18279,133148,177887
2026-08-14_1351,KRE,60,2026-10-16,63,77.81,22.36,-2.92,7200,1602,162479,153139
2026-08-14_1351,KRE,91,2026-11-20,98,77.81,23.94,-3.0,1541,2378,79658,48306
2026-08-14_1351,KRE,182,2027-01-15,154,77.81,23.9,-3.19,1174,3017,72522,314188
2026-08-14_1351,KWEB,30,2026-09-18,35,26.95,28.02,-0.86,19425,46269,571720,213545
2026-08-14_1351,KWEB,60,2026-09-18,35,26.95,28.02,-0.86,19425,46269,571720,213545
2026-08-14_1351,KWEB,91,2026-11-20,98,26.95,30.95,-0.53,3195,1183,88376,37183
2026-08-14_1351,KWEB,182,2027-02-19,189,26.95,31.83,9.48,97,642,1888,3316
2026-08-14_1351,META,30,2026-09-18,35,591.08,32.84,0.82,5602,3886,167886,186961
2026-08-14_1351,META,60,2026-10-16,63,591.08,34.41,0.66,3261,2127,118159,47907
2026-08-14_1351,META,91,2026-11-20,98,591.08,39.83,0.57,3383,3519,141841,49816
2026-08-14_1351,META,182,2027-02-19,189,591.08,40.12,0.71,424,524,5605,8099
2026-08-14_1351,MSFT,30,2026-09-18,35,495.97,24.72,-1.46,5623,8626,342740,166154
2026-08-14_1351,MSFT,60,2026-10-16,63,495.97,26.12,-1.73,2014,4017,218620,100021
2026-08-14_1351,MSFT,91,2026-11-20,98,495.97,30.06,-2.24,888,2156,141597,69556
2026-08-14_1351,MSFT,182,2027-01-15,154,495.97,29.39,-1.82,2886,2623,373692,186423
2026-08-14_1351,MU,30,2026-09-18,35,962.6,63.83,3.29,9763,7575,103980,147451
2026-08-14_1351,MU,60,2026-10-16,63,962.6,69.17,3.73,3020,4802,57373,96516
2026-08-14_1351,MU,91,2026-11-20,98,962.6,69.54,4.13,4660,2763,44700,63899
2026-08-14_1351,MU,182,2027-02-19,189,962.6,69.73,4.34,1448,1514,10080,14405
2026-08-14_1351,NBIS,30,2026-09-18,35,275.21,101.0,1.55,6938,11307,66958,101588
2026-08-14_1351,NBIS,60,2026-10-16,63,275.21,100.59,,1875,2613,13729,19526
2026-08-14_1351,NBIS,91,2026-11-20,98,275.21,106.24,,2832,1111,17084,18363
2026-08-14_1351,NBIS,182,2027-02-19,189,275.21,103.87,,2106,404,5400,2682
2026-08-14_1351,NVDA,30,2026-09-18,35,225.34,37.78,-1.34,27020,83242,800369,776846
2026-08-14_1351,NVDA,60,2026-10-16,63,225.34,37.32,-1.52,12263,10144,467688,392919
2026-08-14_1351,NVDA,91,2026-11-20,98,225.34,39.38,-1.79,6533,11953,214416,234518
2026-08-14_1351,NVDA,182,2027-02-19,189,225.34,38.84,-1.54,2817,3377,32663,43329
2026-08-14_1351,ONDS,30,2026-09-18,35,9.14,82.45,14.31,24220,8188,255351,76506
2026-08-14_1351,ONDS,60,2026-10-16,63,9.14,85.93,12.66,4034,2130,11961,3761
2026-08-14_1351,ONDS,91,2026-11-20,98,9.14,91.36,9.68,1060,983,5087,2297
2026-08-14_1351,ONDS,182,2027-01-15,154,9.14,92.28,13.85,6380,1482,341008,75008
2026-08-14_1351,OWL,30,2026-09-18,35,12.26,43.81,-1.84,957,264,21742,102185
2026-08-14_1351,OWL,60,2026-10-16,63,12.26,44.37,3.79,831,1388,41403,29396
2026-08-14_1351,OWL,91,2026-11-20,98,12.26,49.62,-1.1,931,388,16438,17591
2026-08-14_1351,OWL,182,2027-02-19,189,12.26,48.41,-1.31,1332,166,11166,14793
2026-08-14_1351,QQQ,30,2026-09-18,35,728.97,18.89,-3.72,46391,34084,853524,953204
2026-08-14_1351,QQQ,60,2026-10-16,63,728.97,20.07,-4.24,5681,11569,273932,281485
2026-08-14_1351,QQQ,91,2026-11-20,98,728.97,21.25,-4.56,8322,9471,107962,93673
2026-08-14_1351,QQQ,182,2027-02-19,189,728.97,22.37,-4.41,3740,3542,23879,48602
2026-08-14_1351,RKLB,30,2026-09-18,35,80.32,77.74,3.77,3909,1611,49450,38311
2026-08-14_1351,RKLB,60,2026-10-16,63,80.32,79.31,2.12,2096,636,39547,35360
2026-08-14_1351,RKLB,91,2026-10-16,63,80.32,79.31,2.12,2096,636,39547,35360
2026-08-14_1351,RKLB,182,2027-01-15,154,80.32,83.24,2.91,1109,794,117870,97271
2026-08-14_1351,SLV,30,2026-09-18,35,58.55,40.08,3.31,23189,4626,741154,378297
2026-08-14_1351,SLV,60,2026-10-16,63,58.55,41.33,4.6,8774,1233,261432,119347
2026-08-14_1351,SLV,91,2026-11-20,98,58.55,42.53,6.06,6427,2332,115494,62944
2026-08-14_1351,SLV,182,2027-01-15,154,58.55,42.47,7.77,8381,2899,850756,426323
2026-08-14_1351,SMH,30,2026-09-18,35,583.09,36.38,-3.16,12051,19604,147191,303666
2026-08-14_1351,SMH,60,2026-10-16,63,583.09,38.38,-3.96,1434,2565,56565,67484
2026-08-14_1351,SMH,91,2026-11-20,98,583.09,39.92,-3.92,945,3346,14307,23062
2026-08-14_1351,SMH,182,2027-02-19,189,583.09,39.97,-2.98,430,996,2711,3398
2026-08-14_1351,SPCX,30,2026-09-18,35,139.95,65.51,1.13,22554,15910,327043,382318
2026-08-14_1351,SPCX,60,2026-10-16,63,139.95,65.63,0.95,6760,22054,143661,183746
2026-08-14_1351,SPCX,91,2026-11-20,98,139.95,67.13,1.4,2678,4683,56992,108319
2026-08-14_1351,SPCX,182,2027-02-19,189,139.95,66.9,1.22,1180,729,20214,17502
2026-08-14_1351,SPY,30,2026-09-18,35,775.6,12.87,-2.12,33075,81322,767283,2699285
2026-08-14_1351,SPY,60,2026-10-16,63,775.6,13.48,-3.88,8618,21840,205095,1051887
2026-08-14_1351,SPY,91,2026-11-20,98,775.6,13.42,-2.35,3177,11151,118720,1470617
2026-08-14_1351,SPY,182,2027-01-29,168,775.6,15.32,-5.11,1229,891,5759,6365
2026-08-14_1351,TLT,30,2026-09-18,35,81.91,11.54,-1.61,31101,102325,687843,800451
2026-08-14_1351,TLT,60,2026-10-16,63,81.91,11.49,-1.67,29204,28555,418789,228651
2026-08-14_1351,TLT,91,2026-11-20,98,81.91,11.62,-1.51,4137,2503,194614,371106
2026-08-14_1351,TLT,182,2027-02-19,189,81.91,11.6,-1.21,2069,913,197027,77633
2026-08-14_1351,TSLA,30,2026-09-18,35,340.95,38.34,1.99,38862,20001,259425,212173
2026-08-14_1351,TSLA,60,2026-10-16,63,340.95,40.65,1.62,13679,6173,89053,126186
2026-08-14_1351,TSLA,91,2026-11-20,98,340.95,43.97,1.63,6265,4505,96600,128126
2026-08-14_1351,TSLA,182,2027-02-19,189,340.95,45.22,1.71,1250,1128,12123,17039
2026-08-14_1351,USO,30,2026-09-18,35,126.49,45.08,5.36,7732,2868,96685,106569
2026-08-14_1351,USO,60,2026-10-16,63,126.49,44.28,5.82,883,17381,76188,200999
2026-08-14_1351,USO,91,2026-10-16,63,126.49,44.28,5.82,883,17381,76188,200999
2026-08-14_1351,USO,182,2027-01-15,154,126.49,40.59,6.4,771,3351,63446,117337
2026-08-14_1351,VTV,30,2026-09-18,35,227.29,10.17,-0.51,141,1448,197,1614
2026-08-14_1351,VTV,60,2026-09-18,35,227.29,10.17,-0.51,141,1448,197,1614
2026-08-14_1351,VTV,91,2026-11-20,98,227.29,11.55,-3.56,110,119,1072,237
2026-08-14_1351,VTV,182,2027-02-19,189,227.29,12.79,1.12,347,167,1263,674
2026-08-14_1351,VUG,30,2026-09-18,35,89.28,17.28,-1.88,547,1193,11015,20384
2026-08-14_1351,VUG,60,2026-09-18,35,89.28,17.28,-1.88,547,1193,11015,20384
2026-08-14_1351,VUG,91,2026-12-18,126,89.28,21.72,-2.41,728,399,7759,2506
2026-08-14_1351,VUG,182,2027-03-19,217,89.28,22.4,2.0,278,16,1067,417
2026-08-14_1351,XBI,30,2026-09-18,35,156.57,28.45,0.58,1180,4055,61536,62869
2026-08-14_1351,XBI,60,2026-09-18,35,156.57,28.45,0.58,1180,4055,61536,62869
2026-08-14_1351,XBI,91,2026-12-18,126,156.57,30.79,-1.29,360,2187,68613,36677
2026-08-14_1351,XBI,182,2027-01-15,154,156.57,31.23,-0.92,563,1239,35543,53453
2026-08-14_1351,XLB,30,2026-09-18,35,52.48,18.96,-1.88,570,471,212109,116925
2026-08-14_1351,XLB,60,2026-09-18,35,52.48,18.96,-1.88,570,471,212109,116925
2026-08-14_1351,XLB,91,2026-12-18,126,52.48,18.37,14.01,399,112,7857,7182
2026-08-14_1351,XLB,182,2027-01-15,154,52.48,21.42,-3.69,840,1020,68939,42793
2026-08-14_1351,XLC,30,2026-09-18,35,112.69,16.53,-1.76,234,141,13908,182357
2026-08-14_1351,XLC,60,2026-09-18,35,112.69,16.53,-1.76,234,141,13908,182357
2026-08-14_1351,XLC,91,2026-12-18,126,112.69,20.62,0.03,2291,2139,7186,5406
2026-08-14_1351,XLC,182,2027-01-15,154,112.69,18.73,-3.89,124,2273,5890,18346
2026-08-14_1351,XLE,30,2026-09-18,35,61.92,23.86,0.69,16097,5588,328919,614812
2026-08-14_1351,XLE,60,2026-10-16,63,61.92,24.48,0.43,1873,4473,74739,70960
2026-08-14_1351,XLE,91,2026-11-20,98,61.92,24.78,1.86,1563,221,37605,24877
2026-08-14_1351,XLE,182,2027-01-15,154,61.92,24.86,-0.19,4191,9154,270270,697862
2026-08-14_1351,XLF,30,2026-09-18,35,58.18,13.15,-1.3,5176,17786,556983,1320140
2026-08-14_1351,XLF,60,2026-10-16,63,58.18,14.71,-1.91,1075,1464,180932,294838
2026-08-14_1351,XLF,91,2026-11-20,98,58.18,15.78,-2.36,338,20293,187789,78094
2026-08-14_1351,XLF,182,2027-01-15,154,58.18,16.1,-2.84,1359,4330,516765,540483
2026-08-14_1351,XLI,30,2026-09-18,35,186.24,17.46,-1.66,1301,1773,36784,203657
2026-08-14_1351,XLI,60,2026-09-18,35,186.24,17.46,-1.66,1301,1773,36784,203657
2026-08-14_1351,XLI,91,2026-11-20,98,186.24,19.64,-1.97,1180,21534,27603,120213
2026-08-14_1351,XLI,182,2027-01-15,154,186.24,19.23,-2.69,1349,3501,25539,35924
2026-08-14_1351,XLK,30,2026-09-18,35,189.55,26.78,-2.84,1260,1452,52730,91723
2026-08-14_1351,XLK,60,2026-10-16,63,189.55,28.33,-6.87,389,934,3316,7632
2026-08-14_1351,XLK,91,2026-10-16,63,189.55,28.33,-6.87,389,934,3316,7632
2026-08-14_1351,XLK,182,2027-01-15,154,189.55,30.08,-2.56,1767,6018,45817,74305
2026-08-14_1351,XLP,30,2026-09-18,35,86.0,17.09,1.46,841,1187,34080,80227
2026-08-14_1351,XLP,60,2026-10-16,63,86.0,15.49,-1.58,392,16,1541,1846
2026-08-14_1351,XLP,91,2026-10-16,63,86.0,15.49,-1.58,392,16,1541,1846
2026-08-14_1351,XLP,182,2027-01-15,154,86.0,16.48,-1.34,731,3274,14691,46847
2026-08-14_1351,XLRE,30,2026-09-18,35,45.2,12.15,22.97,75,20,794,788
2026-08-14_1351,XLRE,60,2026-09-18,35,45.2,12.15,22.97,75,20,794,788
2026-08-14_1351,XLRE,91,2026-11-20,98,45.2,14.56,5.42,47,86,789,2179
2026-08-14_1351,XLRE,182,2027-02-19,189,45.2,28.31,-3.83,17,6,326,20
2026-08-14_1351,XLU,30,2026-09-18,35,44.31,15.67,-0.47,17919,791,135018,120249
2026-08-14_1351,XLU,60,2026-09-18,35,44.31,15.67,-0.47,17919,791,135018,120249
2026-08-14_1351,XLU,91,2026-12-18,126,44.31,15.75,0.38,436,2474,103600,281403
2026-08-14_1351,XLU,182,2027-01-15,154,44.31,16.69,-2.3,615,3617,93461,300658
2026-08-14_1351,XLV,30,2026-09-18,35,167.46,14.93,-0.66,2315,6869,67828,94874
2026-08-14_1351,XLV,60,2026-10-16,63,167.46,16.11,-0.35,66,300,3316,7195
2026-08-14_1351,XLV,91,2026-10-16,63,167.46,16.11,-0.35,66,300,3316,7195
2026-08-14_1351,XLV,182,2027-01-15,154,167.46,15.96,-1.49,674,546,104944,99760
2026-08-14_1351,XLY,30,2026-09-18,35,118.22,19.45,-1.94,692,410,45543,180924
2026-08-14_1351,XLY,60,2026-10-16,63,118.22,20.26,-8.58,191,5283,1540,17126
2026-08-14_1351,XLY,91,2026-10-16,63,118.22,20.26,-8.58,191,5283,1540,17126
2026-08-14_1351,XLY,182,2027-01-15,154,118.22,21.09,116.96,2669,356,24963,77172
