stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-09-17_1551,AAOI,30,2026-10-16,29,98.1,82.54,2.67,1318,595,12593,9462
2026-09-17_1551,AAOI,60,2026-10-16,29,98.1,82.54,2.67,1318,595,12593,9462
2026-09-17_1551,AAOI,91,2026-12-18,92,98.1,91.51,3.44,351,973,19596,12752
2026-09-17_1551,AAOI,182,2027-03-19,183,98.1,92.79,4.13,227,133,3845,4059
2026-09-17_1551,AAPL,30,2026-10-16,29,337.89,23.95,-1.68,33529,17236,372636,188835
2026-09-17_1551,AAPL,60,2026-11-20,64,337.89,26.59,-2.59,10504,6345,200462,141890
2026-09-17_1551,AAPL,91,2026-12-18,92,337.89,25.6,-2.59,6453,4983,280238,213397
2026-09-17_1551,AAPL,182,2027-03-19,183,337.89,26.51,-2.61,2161,5098,78855,85279
2026-09-17_1551,AMD,30,2026-10-16,29,545.37,50.98,-0.33,24400,24067,83670,84780
2026-09-17_1551,AMD,60,2026-11-20,64,545.37,56.94,0.37,18228,7064,86458,71503
2026-09-17_1551,AMD,91,2026-12-18,92,545.37,55.15,0.91,5133,3812,88270,105324
2026-09-17_1551,AMD,182,2027-03-19,183,545.37,55.54,1.34,8122,3059,48824,73458
2026-09-17_1551,AMZN,30,2026-10-16,29,251.62,29.35,-0.75,34597,12902,273924,186567
2026-09-17_1551,AMZN,60,2026-11-20,64,251.62,36.67,-1.38,17122,5865,308990,131285
2026-09-17_1551,AMZN,91,2026-12-18,92,251.62,35.03,-1.54,13034,2768,246783,191506
2026-09-17_1551,AMZN,182,2027-03-19,183,251.62,35.12,-1.34,2635,2631,75112,119148
2026-09-17_1551,CRWV,30,2026-10-16,29,79.91,75.84,4.87,61172,16698,165900,141086
2026-09-17_1551,CRWV,60,2026-11-20,64,79.91,80.9,3.85,11255,5034,62924,52103
2026-09-17_1551,CRWV,91,2026-12-18,92,79.91,78.85,3.24,6795,5192,74325,84548
2026-09-17_1551,CRWV,182,2027-03-19,183,79.91,78.77,2.6,4252,6012,49016,38259
2026-09-17_1551,DRAM,30,2026-10-16,29,57.91,58.23,-1.08,15151,16445,250746,146507
2026-09-17_1551,DRAM,60,2026-11-20,64,57.91,61.11,2.81,4794,705,139278,67157
2026-09-17_1551,DRAM,91,2026-12-18,92,57.91,59.55,0.88,3891,1127,208780,95310
2026-09-17_1551,DRAM,182,2027-03-19,183,57.91,61.33,1.27,695,901,44209,59955
2026-09-17_1551,EEM,30,2026-10-16,29,66.94,22.76,-2.7,26517,34615,163172,328240
2026-09-17_1551,EEM,60,2026-11-20,64,66.94,23.72,-3.13,689,8933,45091,216980
2026-09-17_1551,EEM,91,2026-12-18,92,66.94,25.83,-2.9,6132,21044,601935,833367
2026-09-17_1551,EEM,182,2027-03-19,183,66.94,23.09,-3.58,4782,13432,59712,272685
2026-09-17_1551,EWY,30,2026-10-16,29,182.8,42.82,-2.8,2440,3376,85362,110689
2026-09-17_1551,EWY,60,2026-11-20,64,182.8,45.03,-1.67,2173,3839,23935,50405
2026-09-17_1551,EWY,91,2026-12-18,92,182.8,47.76,-3.23,3807,251,96818,51107
