stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-08-31_1451,AAOI,30,2026-09-18,18,107.07,84.85,2.94,2588,2721,31358,25515
2026-08-31_1451,AAOI,60,2026-10-16,46,107.07,88.06,3.31,957,605,6457,5421
2026-08-31_1451,AAOI,91,2026-12-18,109,107.07,94.79,4.09,870,397,16691,10659
2026-08-31_1451,AAOI,182,2027-03-19,200,107.07,95.59,,658,824,2545,2423
2026-08-31_1451,AAPL,30,2026-09-18,18,315.38,24.76,-0.97,30214,13327,394705,249023
2026-08-31_1451,AAPL,60,2026-10-16,46,315.38,23.85,-1.22,13608,5827,283329,154630
2026-08-31_1451,AAPL,91,2026-11-20,81,315.38,26.16,-2.23,5381,3622,173444,110729
2026-08-31_1451,AAPL,182,2027-02-19,172,315.38,26.42,-2.04,1527,897,40076,39497
2026-08-31_1451,AMD,30,2026-09-18,18,467.89,47.08,0.63,9564,14608,138083,204739
2026-08-31_1451,AMD,60,2026-10-16,46,467.89,48.75,0.85,5855,3899,54291,68774
2026-08-31_1451,AMD,91,2026-11-20,81,467.89,54.46,0.81,639,2246,78698,65084
2026-08-31_1451,AMD,182,2027-02-19,172,467.89,54.39,1.71,870,1569,8705,14267
2026-08-31_1451,AMZN,30,2026-09-18,18,258.56,28.17,-1.35,28247,12873,386925,250143
2026-08-31_1451,AMZN,60,2026-10-16,46,258.56,29.62,-1.14,29713,13378,214036,152368
2026-08-31_1451,AMZN,91,2026-11-20,81,258.56,35.35,-1.19,15612,4211,273010,96380
2026-08-31_1451,AMZN,182,2027-02-19,172,258.56,34.97,-1.08,954,748,21529,26453
2026-08-31_1451,CRWV,30,2026-09-18,18,84.42,68.69,1.35,5900,8468,261665,145916
2026-08-31_1451,CRWV,60,2026-10-16,46,84.42,70.97,2.13,5477,3328,120882,127853
2026-08-31_1451,CRWV,91,2026-11-20,81,84.42,77.6,1.97,1323,2481,55865,43812
2026-08-31_1451,CRWV,182,2027-02-19,172,84.42,75.34,1.47,398,422,7033,9402
2026-08-31_1451,DRAM,30,2026-09-18,18,56.13,53.27,-2.42,10298,5190,334384,210489
2026-08-31_1451,DRAM,60,2026-10-16,46,56.13,58.97,-1.82,5597,1905,190933,100648
2026-08-31_1451,DRAM,91,2026-11-20,81,56.13,57.75,2.77,1705,1295,113736,44779
2026-08-31_1451,DRAM,182,2027-02-19,172,56.13,60.57,-1.91,511,743,9592,12433
2026-08-31_1451,EEM,30,2026-09-18,18,66.87,21.23,0.49,17934,15363,577769,996232
2026-08-31_1451,EEM,60,2026-10-16,46,66.87,21.97,-3.33,13300,29182,120332,263692
2026-08-31_1451,EEM,91,2026-11-20,81,66.87,24.09,-5.03,778,23487,39989,158735
2026-08-31_1451,EEM,182,2027-03-19,200,66.87,23.83,-3.97,5294,8954,59529,225111
2026-08-31_1451,EWY,30,2026-09-18,18,179.61,42.98,0.94,8142,2970,166598,64913
2026-08-31_1451,EWY,60,2026-10-16,46,179.61,42.46,-1.36,1204,3651,85109,99921
2026-08-31_1451,EWY,91,2026-11-20,81,179.61,43.65,-2.78,783,22819,15815,13481
2026-08-31_1451,EWY,182,2027-03-19,200,179.61,44.17,-1.66,543,482,36794,28271
2026-08-31_1451,FXI,30,2026-09-18,18,35.42,17.17,-1.19,5386,15004,507871,420132
2026-08-31_1451,FXI,60,2026-10-16,46,35.42,19.45,-1.48,782,698,120570,94548
2026-08-31_1451,FXI,91,2026-11-20,81,35.42,20.98,1.84,1437,14768,95980,178348
2026-08-31_1451,FXI,182,2027-02-19,172,35.42,22.47,-3.21,72,280,33687,16799
2026-08-31_1451,GDX,30,2026-09-18,18,98.29,42.05,0.54,12776,15169,229204,382511
2026-08-31_1451,GDX,60,2026-10-16,46,98.29,43.38,1.94,11286,4182,47360,71989
2026-08-31_1451,GDX,91,2026-11-20,81,98.29,44.51,1.86,3902,1572,24469,167268
2026-08-31_1451,GDX,182,2027-03-19,200,98.29,44.23,2.75,1232,1154,34241,51295
2026-08-31_1451,GLD,30,2026-09-18,18,406.64,21.92,1.04,47146,12626,1295408,233093
2026-08-31_1451,GLD,60,2026-10-16,46,406.64,22.46,1.37,15899,4393,233512,137695
2026-08-31_1451,GLD,91,2026-11-20,81,406.64,23.27,1.7,4696,4650,368405,349800
2026-08-31_1451,GLD,182,2027-02-19,172,406.64,23.18,1.66,4900,632,11758,3251
2026-08-31_1451,GOOGL,30,2026-09-18,18,338.33,26.4,0.01,21093,9875,244670,174240
2026-08-31_1451,GOOGL,60,2026-10-16,46,338.33,28.22,-0.03,17319,5742,232136,91942
2026-08-31_1451,GOOGL,91,2026-11-20,81,338.33,32.5,0.03,4162,5254,90850,61765
2026-08-31_1451,GOOGL,182,2027-02-19,172,338.33,33.33,0.03,967,1003,12451,21573
2026-08-31_1451,IBIT,30,2026-09-18,18,44.74,35.83,0.86,43272,21606,632559,470732
2026-08-31_1451,IBIT,60,2026-10-16,46,44.74,36.0,0.13,29598,15262,380125,238757
2026-08-31_1451,IBIT,91,2026-11-20,81,44.74,38.97,-0.01,66477,16561,226182,211388
2026-08-31_1451,IBIT,182,2027-02-19,172,44.74,41.71,0.58,666,1112,16471,8106
2026-08-31_1451,IGV,30,2026-09-18,18,110.25,30.21,0.13,1889,5200,95383,88456
2026-08-31_1451,IGV,60,2026-10-16,46,110.25,30.64,-1.83,1683,1981,20053,33513
2026-08-31_1451,IGV,91,2026-11-20,81,110.25,32.13,-1.83,2656,5395,43914,98556
2026-08-31_1451,IGV,182,2027-02-19,172,110.25,32.23,-2.44,151,363,4400,2842
2026-08-31_1451,IONQ,30,2026-09-18,18,39.67,71.58,4.93,3832,2361,72544,64635
2026-08-31_1451,IONQ,60,2026-10-16,46,39.67,73.6,9.67,688,1866,26408,36071
2026-08-31_1451,IONQ,91,2026-11-20,81,39.67,82.44,10.49,1440,410,32796,14134
2026-08-31_1451,IONQ,182,2027-03-19,200,39.67,84.26,11.17,926,844,14475,5424
2026-08-31_1451,IWM,30,2026-09-18,18,293.12,16.85,-4.37,29118,136255,647225,1537189
2026-08-31_1451,IWM,60,2026-10-16,46,293.12,17.15,-4.05,13623,87651,142963,363585
2026-08-31_1451,IWM,91,2026-11-20,81,293.12,18.29,-4.3,12261,16729,124651,213854
2026-08-31_1451,IWM,182,2027-02-19,172,293.12,19.08,-4.41,152,499,4948,24483
2026-08-31_1451,KRE,30,2026-09-18,18,73.53,21.43,-2.2,3668,56686,166622,260275
2026-08-31_1451,KRE,60,2026-10-16,46,73.53,22.05,-2.56,17282,16361,171951,126059
2026-08-31_1451,KRE,91,2026-11-20,81,73.53,22.89,-2.6,464,9157,82963,54244
2026-08-31_1451,KRE,182,2027-03-19,200,73.53,23.4,-2.9,267,1852,15694,20821
2026-08-31_1451,KWEB,30,2026-09-18,18,25.92,28.75,-1.08,1589,8345,595538,220694
2026-08-31_1451,KWEB,60,2026-10-16,46,25.92,28.91,-0.56,17874,2172,63597,7580
2026-08-31_1451,KWEB,91,2026-11-20,81,25.92,29.45,-1.54,3006,4881,149268,52517
2026-08-31_1451,KWEB,182,2027-02-19,172,25.92,32.7,-1.28,1244,87,2015,6502
2026-08-31_1451,META,30,2026-09-18,18,571.08,33.34,0.83,10074,11413,201183,209334
2026-08-31_1451,META,60,2026-10-16,46,571.08,34.8,0.65,9818,4507,146448,66797
