stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-09-22_1450,AAOI,30,2026-10-16,24,106.21,88.38,3.44,2972,698,15256,11158
2026-09-22_1450,AAOI,60,2026-11-20,59,106.21,98.3,,1000,812,3912,1927
2026-09-22_1450,AAOI,91,2026-12-18,87,106.21,95.47,7.67,399,228,19699,13282
2026-09-22_1450,AAOI,182,2027-03-19,178,106.21,94.17,,228,193,4049,4232
2026-09-22_1450,AAPL,30,2026-10-16,24,340.17,22.64,-1.9,34184,19185,384213,202169
2026-09-22_1450,AAPL,60,2026-11-20,59,340.17,25.62,-2.54,22758,9613,207945,143935
2026-09-22_1450,AAPL,91,2026-12-18,87,340.17,25.09,-2.5,17753,5963,289009,218314
2026-09-22_1450,AAPL,182,2027-03-19,178,340.17,26.05,-2.48,4438,4768,82718,100777
2026-09-22_1450,AMD,30,2026-10-16,24,618.62,53.07,1.82,14956,10913,101089,91892
2026-09-22_1450,AMD,60,2026-11-20,59,618.62,59.0,2.06,6927,11257,84135,76347
2026-09-22_1450,AMD,91,2026-12-18,87,618.62,57.39,1.82,6488,5053,90996,101348
2026-09-22_1450,AMD,182,2027-03-19,178,618.62,56.9,1.33,2476,3430,52093,78108
2026-09-22_1450,AMZN,30,2026-10-16,24,255.36,29.48,-0.34,43235,14747,322922,197689
2026-09-22_1450,AMZN,60,2026-11-20,59,255.36,37.31,-0.6,19178,7799,325882,142971
2026-09-22_1450,AMZN,91,2026-12-18,87,255.36,35.29,-0.61,12200,7354,257650,188101
2026-09-22_1450,AMZN,182,2027-03-19,178,255.36,35.2,-0.79,4846,3118,80894,122194
2026-09-22_1450,CRWV,30,2026-10-16,24,87.03,74.48,5.21,14070,3878,207221,149046
2026-09-22_1450,CRWV,60,2026-11-20,59,87.03,80.69,4.08,7760,4109,68932,75831
2026-09-22_1450,CRWV,91,2026-12-18,87,87.03,78.48,3.32,3811,6542,74743,86307
2026-09-22_1450,CRWV,182,2027-03-19,178,87.03,78.21,1.92,978,349,53104,46797
