stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-09-23_1051,AAOI,30,2026-10-16,23,103.83,88.48,4.83,835,161,16571,11618
2026-09-23_1051,AAOI,60,2026-11-20,58,103.83,97.55,,145,120,4693,2573
2026-09-23_1051,AAOI,91,2026-12-18,86,103.83,93.43,8.5,353,122,19779,13325
2026-09-23_1051,AAOI,182,2027-03-19,177,103.83,100.83,,167,173,4148,4164
2026-09-23_1051,AAPL,30,2026-10-16,23,337.94,22.81,-1.93,10891,5906,391112,203207
2026-09-23_1051,AAPL,60,2026-11-20,58,337.94,25.5,-2.27,2486,2027,218155,147616
2026-09-23_1051,AAPL,91,2026-12-18,86,337.94,25.12,-2.35,2108,2419,298864,220228
2026-09-23_1051,AAPL,182,2027-03-19,177,337.94,26.16,-2.49,1589,894,85442,102204
2026-09-23_1051,AMD,30,2026-10-16,23,611.91,50.69,1.68,2885,4641,104842,98459
2026-09-23_1051,AMD,60,2026-11-20,58,611.91,57.51,1.48,3141,2704,84992,79189
2026-09-23_1051,AMD,91,2026-12-18,86,611.91,56.51,1.69,1902,2977,89799,104205
2026-09-23_1051,AMD,182,2027-03-19,177,611.91,56.86,2.03,3705,2262,52228,79643
2026-09-23_1051,AMZN,30,2026-10-16,23,249.6,29.59,-0.52,27170,5326,328166,206208
2026-09-23_1051,AMZN,60,2026-11-20,58,249.6,37.38,-0.39,13089,3792,330267,146710
2026-09-23_1051,AMZN,91,2026-12-18,86,249.6,35.45,-0.52,4266,1924,262467,190731
2026-09-23_1051,AMZN,182,2027-03-19,177,249.6,35.63,-0.88,1735,1364,81851,122318
2026-09-23_1051,CRWV,30,2026-10-16,23,89.27,75.05,3.98,8668,9566,212980,154478
2026-09-23_1051,CRWV,60,2026-11-20,58,89.27,80.9,2.85,6538,1114,71614,79872
2026-09-23_1051,CRWV,91,2026-12-18,86,89.27,79.45,1.1,2455,511,75394,85498
2026-09-23_1051,CRWV,182,2027-03-19,177,89.27,77.68,0.33,986,285,53117,46841
2026-09-23_1051,DRAM,30,2026-10-16,23,62.2,58.76,0.37,9098,4501,281315,160193
