stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-09-15_1451,AAOI,30,2026-10-16,31,95.32,84.8,1.38,897,505,12143,9266
2026-09-15_1451,AAOI,60,2026-10-16,31,95.32,84.8,1.38,897,505,12143,9266
2026-09-15_1451,AAOI,91,2026-12-18,94,95.32,89.55,7.96,429,764,18836,12236
2026-09-15_1451,AAOI,182,2027-03-19,185,95.32,96.46,0.34,149,132,3600,3987
2026-09-15_1451,AAPL,30,2026-10-16,31,330.24,24.63,-1.96,18364,12729,364813,192633
2026-09-15_1451,AAPL,60,2026-11-20,66,330.24,26.96,-2.77,5358,3088,197703,139921
2026-09-15_1451,AAPL,91,2026-12-18,94,330.24,26.46,-2.76,7199,3772,270876,210790
2026-09-15_1451,AAPL,182,2027-03-19,185,330.24,27.09,-2.89,1502,3245,78809,80696
2026-09-15_1451,AMD,30,2026-10-16,31,503.04,50.59,-0.03,5506,4471,77012,83383
2026-09-15_1451,AMD,60,2026-11-20,66,503.04,56.33,0.32,1261,1662,84224,74029
2026-09-15_1451,AMD,91,2026-12-18,94,503.04,54.79,0.72,1876,1793,80831,108151
2026-09-15_1451,AMD,182,2027-03-19,185,503.04,54.42,1.73,687,1452,49414,74128
2026-09-15_1451,AMZN,30,2026-10-16,31,248.02,31.01,-1.1,31401,9463,262694,181307
2026-09-15_1451,AMZN,60,2026-11-20,66,248.02,37.49,-1.13,48006,10889,278312,115979
2026-09-15_1451,AMZN,91,2026-12-18,94,248.02,35.68,-1.21,5991,2045,239062,189916
2026-09-15_1451,AMZN,182,2027-03-19,185,248.02,35.57,-1.14,2379,2861,72685,115013
2026-09-15_1451,CRWV,30,2026-10-16,31,80.72,75.51,5.14,11204,4986,150558,139055
2026-09-15_1451,CRWV,60,2026-11-20,66,80.72,82.35,4.44,4058,894,59328,51132
2026-09-15_1451,CRWV,91,2026-12-18,94,80.72,81.48,3.37,2095,1826,72962,82701
2026-09-15_1451,CRWV,182,2027-03-19,185,80.72,79.07,3.76,1389,386,38083,36592
2026-09-15_1451,DRAM,30,2026-10-16,31,54.71,58.67,-1.11,8913,8559,242066,139368
2026-09-15_1451,DRAM,60,2026-11-20,66,54.71,60.74,1.28,3716,3316,138078,65421
2026-09-15_1451,DRAM,91,2026-12-18,94,54.71,59.83,1.06,1869,576,207822,93077
2026-09-15_1451,DRAM,182,2027-03-19,185,54.71,60.21,1.37,1051,639,43939,59603
2026-09-15_1451,EEM,30,2026-10-16,31,65.75,22.86,-2.64,4048,2270,163115,327535
2026-09-15_1451,EEM,60,2026-11-20,66,65.75,23.93,-3.67,1431,11177,44105,218694
2026-09-15_1451,EEM,91,2026-12-18,94,65.75,25.63,-5.39,3398,10733,602235,835275
2026-09-15_1451,EEM,182,2027-03-19,185,65.75,24.38,-3.53,344,16207,59717,272754
2026-09-15_1451,EWY,30,2026-10-16,31,176.36,46.43,-3.12,3573,5264,83075,111482
2026-09-15_1451,EWY,60,2026-11-20,66,176.36,47.19,-1.25,1456,5966,23406,49890
2026-09-15_1451,EWY,91,2026-12-18,94,176.36,49.05,-2.48,4838,659,96081,48143
2026-09-15_1451,EWY,182,2027-03-19,185,176.36,46.44,-2.4,1592,1104,42259,33736
2026-09-15_1451,FXI,30,2026-10-16,31,34.48,20.02,-1.49,5087,6290,196680,108399
2026-09-15_1451,FXI,60,2026-11-20,66,34.48,21.09,-1.29,20408,10827,108332,201238
