stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-08-13_1351,AAPL,30,2026-09-18,36,303.45,23.44,-0.78,19497,5727,330624,243982
2026-08-13_1351,AAPL,60,2026-10-16,64,303.45,23.71,-1.07,26843,5453,251482,129070
2026-08-13_1351,AAPL,91,2026-11-20,99,303.45,25.79,-1.7,12449,1897,152081,94020
2026-08-13_1351,AAPL,182,2027-02-19,190,303.45,26.55,-1.99,3105,578,33405,24989
2026-08-13_1351,AMD,30,2026-09-18,36,493.37,55.64,1.18,8190,9654,117644,193494
2026-08-13_1351,AMD,60,2026-10-16,64,493.37,57.61,1.14,1369,2161,49952,58563
2026-08-13_1351,AMD,91,2026-11-20,99,493.37,61.04,1.74,941,1047,62748,63673
2026-08-13_1351,AMD,182,2027-02-19,190,493.37,61.65,1.24,570,636,5642,11418
2026-08-13_1351,AMZN,30,2026-09-18,36,265.1,28.58,-0.5,18113,7440,329070,225271
2026-08-13_1351,AMZN,60,2026-10-16,64,265.1,30.06,-0.88,5197,1816,156355,127416
2026-08-13_1351,AMZN,91,2026-11-20,99,265.1,34.52,-1.02,13226,2082,187109,81140
2026-08-13_1351,AMZN,182,2027-02-19,190,265.1,35.04,-0.9,518,443,15114,13491
2026-08-13_1351,CRWV,30,2026-09-18,36,107.66,76.34,3.01,35685,10134,257190,117646
2026-08-13_1351,CRWV,60,2026-10-16,64,107.66,77.06,1.94,6312,5666,100212,68520
2026-08-13_1351,CRWV,91,2026-11-20,99,107.66,80.77,1.37,2569,1385,44352,39209
2026-08-13_1351,CRWV,182,2027-02-19,190,107.66,82.2,,876,421,2764,2765
2026-08-13_1351,DRAM,30,2026-09-18,36,57.71,71.62,-0.24,43009,8685,294457,178351
2026-08-13_1351,DRAM,60,2026-10-16,64,57.71,73.81,4.08,7915,2332,105669,84745
2026-08-13_1351,DRAM,91,2026-11-20,99,57.71,73.82,3.5,10299,1076,71359,35183
2026-08-13_1351,DRAM,182,2027-02-19,190,57.71,76.45,,550,1158,4528,8691
2026-08-13_1351,EEM,30,2026-09-18,36,66.83,26.96,0.37,2910,4350,516155,921959
2026-08-13_1351,EEM,60,2026-10-16,64,66.83,26.13,-1.23,3463,11544,106347,172016
2026-08-13_1351,EEM,91,2026-11-20,99,66.83,28.15,-4.02,480,5702,12164,45699
2026-08-13_1351,EEM,182,2027-01-15,155,66.83,26.49,0.71,687,1321,172973,252622
2026-08-13_1351,FXI,30,2026-09-18,36,34.84,20.06,-0.53,975,8761,477688,411294
2026-08-13_1351,FXI,60,2026-10-16,64,34.84,20.07,0.95,1246,861,87839,70899
2026-08-13_1351,FXI,91,2026-11-20,99,34.84,22.85,-0.64,642,1105,92455,105622
2026-08-13_1351,FXI,182,2027-02-19,190,34.84,23.65,0.13,99,279,33901,16473
2026-08-13_1351,GDX,30,2026-09-18,36,87.74,42.76,1.12,5942,6576,210784,314388
2026-08-13_1351,GDX,60,2026-10-16,64,87.74,42.81,2.59,3425,4372,31535,37374
2026-08-13_1351,GDX,91,2026-11-20,99,87.74,43.45,2.13,1290,364,14215,120224
2026-08-13_1351,GDX,182,2027-01-15,155,87.74,43.33,2.17,3321,2915,120888,176831
2026-08-13_1351,GLD,30,2026-09-18,36,399.62,22.01,0.76,18752,6350,1325903,203472
2026-08-13_1351,GLD,60,2026-10-16,64,399.62,22.36,0.94,7484,2916,121080,93951
2026-08-13_1351,GLD,91,2026-11-20,99,399.62,22.74,0.95,2109,6232,302247,328888
2026-08-13_1351,GLD,182,2027-01-15,155,399.62,22.6,1.1,16438,6956,429502,368131
2026-08-13_1351,GOOGL,30,2026-09-18,36,345.7,28.77,-0.01,13457,3330,212801,166537
2026-08-13_1351,GOOGL,60,2026-10-16,64,345.7,30.05,-0.06,5377,1953,188406,75189
2026-08-13_1351,GOOGL,91,2026-11-20,99,345.7,33.39,-0.31,2363,1039,80928,54810
2026-08-13_1351,GOOGL,182,2027-02-19,190,345.7,33.99,0.03,613,477,9441,15171
2026-08-13_1351,IBIT,30,2026-09-18,36,35.76,33.94,-2.45,19416,10156,550235,367520
2026-08-13_1351,IBIT,60,2026-10-16,64,35.76,36.04,-3.02,18368,5428,204568,174312
2026-08-13_1351,IBIT,91,2026-11-20,99,35.76,38.15,-4.02,5454,11341,161900,59934
2026-08-13_1351,IBIT,182,2027-02-19,190,35.76,41.23,-4.16,244,427,8305,5985
2026-08-13_1351,IGV,30,2026-09-18,36,103.89,31.55,-1.34,1410,18986,42206,73303
2026-08-13_1351,IGV,60,2026-10-16,64,103.89,32.15,-2.29,199,232,13722,14618
2026-08-13_1351,IGV,91,2026-11-20,99,103.89,34.4,-2.08,873,243,34483,77444
2026-08-13_1351,IGV,182,2027-02-19,190,103.89,33.07,,99,693,4000,1924
2026-08-13_1351,IONQ,30,2026-09-18,36,45.44,80.7,9.17,4077,4341,48802,49850
2026-08-13_1351,IONQ,60,2026-10-16,64,45.44,82.34,8.29,1024,331,18973,36467
2026-08-13_1351,IONQ,91,2026-11-20,99,45.44,85.85,7.93,1010,143,29317,12397
2026-08-13_1351,IONQ,182,2027-01-15,155,45.44,82.28,52.06,1614,174,60109,61566
2026-08-13_1351,IWM,30,2026-09-18,36,303.1,16.97,-3.18,31614,103764,520322,1024925
2026-08-13_1351,IWM,60,2026-10-16,64,303.1,17.96,-3.47,3590,19595,80593,213417
2026-08-13_1351,IWM,91,2026-11-20,99,303.1,19.19,-3.68,2144,2652,111967,151651
2026-08-13_1351,IWM,182,2027-02-19,190,303.1,20.12,-4.08,179,2034,3917,20219
2026-08-13_1351,KRE,30,2026-09-18,36,77.7,21.09,-2.06,10824,1433,130927,173498
2026-08-13_1351,KRE,60,2026-10-16,64,77.7,22.23,-3.06,906,4335,162250,154891
2026-08-13_1351,KRE,91,2026-11-20,99,77.7,23.11,-3.53,1593,2380,78284,47587
2026-08-13_1351,KRE,182,2027-01-15,155,77.7,23.75,-3.2,1260,2290,72458,313826
2026-08-13_1351,KWEB,30,2026-09-18,36,26.79,27.88,-0.46,12734,7919,564617,210332
2026-08-13_1351,KWEB,60,2026-09-18,36,26.79,27.88,-0.46,12734,7919,564617,210332
2026-08-13_1351,KWEB,91,2026-11-20,99,26.79,31.15,-0.29,11112,1624,83838,36757
2026-08-13_1351,KWEB,182,2027-02-19,190,26.79,32.93,9.64,352,531,1858,2951
2026-08-13_1351,META,30,2026-09-18,36,589.03,33.46,0.65,7119,4424,166923,185955
2026-08-13_1351,META,60,2026-10-16,64,589.03,35.15,0.54,2815,1598,118039,48174
2026-08-13_1351,META,91,2026-11-20,99,589.03,40.17,0.61,2308,1676,141587,49579
2026-08-13_1351,META,182,2027-02-19,190,589.03,40.52,0.57,344,962,5622,7534
2026-08-13_1351,MSFT,30,2026-09-18,36,494.42,26.09,-1.99,8514,4171,342566,166187
2026-08-13_1351,MSFT,60,2026-10-16,64,494.42,27.1,-1.84,2965,2728,218070,98887
