stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-08-24_1551,AAOI,30,2026-09-18,25,108.88,99.69,5.02,5355,1907,29521,23569
2026-08-24_1551,AAOI,60,2026-10-16,53,108.88,102.19,4.84,863,1465,378,354
2026-08-24_1551,AAOI,91,2026-12-18,116,108.88,106.17,4.3,2833,1061,14872,9862
2026-08-24_1551,AAOI,182,2027-03-19,207,108.88,104.73,,352,847,2276,1757
2026-08-24_1551,AAPL,30,2026-09-18,25,310.75,24.61,-1.11,53489,9436,360649,251395
2026-08-24_1551,AAPL,60,2026-10-16,53,310.75,24.49,-1.56,12043,5754,273459,140145
2026-08-24_1551,AAPL,91,2026-11-20,88,310.75,26.55,-2.16,9755,5048,159559,103703
2026-08-24_1551,AAPL,182,2027-02-19,179,310.75,26.96,-2.23,3543,2807,37177,33254
2026-08-24_1551,AMD,30,2026-09-18,25,455.96,52.98,0.88,8560,7802,132722,199825
2026-08-24_1551,AMD,60,2026-10-16,53,455.96,54.09,0.64,3804,5229,49570,63834
2026-08-24_1551,AMD,91,2026-11-20,88,455.96,58.34,0.57,1557,2025,77175,61791
2026-08-24_1551,AMD,182,2027-02-19,179,455.96,58.58,1.54,334,336,7967,13846
2026-08-24_1551,AMZN,30,2026-09-18,25,262.36,29.29,-1.27,37268,8283,376776,231767
2026-08-24_1551,AMZN,60,2026-10-16,53,262.36,30.09,-1.11,16201,7297,186895,137842
2026-08-24_1551,AMZN,91,2026-11-20,88,262.36,35.15,-1.47,22257,6833,215973,88969
2026-08-24_1551,AMZN,182,2027-02-19,179,262.36,35.24,-1.39,2108,1419,18279,21172
2026-08-24_1551,CRWV,30,2026-09-18,25,86.52,76.17,1.13,9177,11724,260213,134061
2026-08-24_1551,CRWV,60,2026-10-16,53,86.52,76.87,1.64,6410,22277,113279,103855
2026-08-24_1551,CRWV,91,2026-11-20,88,86.52,80.83,1.22,3621,1858,52250,40924
2026-08-24_1551,CRWV,182,2027-02-19,179,86.52,79.37,0.3,342,1870,6155,5941
2026-08-24_1551,DRAM,30,2026-09-18,25,54.23,66.36,-1.92,53212,10547,321166,192298
2026-08-24_1551,DRAM,60,2026-10-16,53,54.23,68.48,-0.32,14253,2869,157939,92545
2026-08-24_1551,DRAM,91,2026-11-20,88,54.23,72.82,4.26,11550,3739,96979,39868
2026-08-24_1551,DRAM,182,2027-02-19,179,54.23,68.98,1.54,193,1245,8745,11008
2026-08-24_1551,EEM,30,2026-09-18,25,66.06,23.85,-1.81,8608,18103,553114,957674
2026-08-24_1551,EEM,60,2026-10-16,53,66.06,24.51,-2.0,4289,6683,113738,252588
2026-08-24_1551,EEM,91,2026-11-20,88,66.06,24.58,-2.45,16914,19700,27384,113598
2026-08-24_1551,EEM,182,2027-03-19,207,66.06,25.59,-4.26,7372,9694,47406,204053
