stamp_et,symbol,tenor_d,expiry,dte,spot,atm_iv,rr25,call_vol,put_vol,call_oi,put_oi
2026-09-24_1251,AAOI,30,2026-10-16,22,101.03,85.66,3.41,1198,374,16472,12076
2026-09-24_1251,AAOI,60,2026-11-20,57,101.03,96.16,,167,1298,4810,3059
2026-09-24_1251,AAOI,91,2026-12-18,85,101.03,93.19,4.24,470,130,20381,13406
2026-09-24_1251,AAOI,182,2027-03-19,176,101.03,96.6,3.16,121,70,4176,4162
2026-09-24_1251,AAPL,30,2026-10-16,22,338.25,22.61,-1.7,17001,10792,393530,206296
2026-09-24_1251,AAPL,60,2026-11-20,57,338.25,25.52,-2.38,6326,2820,216829,148706
2026-09-24_1251,AAPL,91,2026-12-18,85,338.25,25.1,-2.48,4344,2674,299418,221907
2026-09-24_1251,AAPL,182,2027-03-19,176,338.25,25.9,-2.55,892,2004,86810,103390
2026-09-24_1251,AMD,30,2026-10-16,22,624.23,51.05,1.53,9299,6994,107524,99205
2026-09-24_1251,AMD,60,2026-11-20,57,624.23,57.57,1.11,2387,3424,88172,83506
2026-09-24_1251,AMD,91,2026-12-18,85,624.23,56.18,0.18,2554,3034,91656,104274
2026-09-24_1251,AMD,182,2027-03-19,176,624.23,55.31,1.36,677,1862,53196,78868
2026-09-24_1251,AMZN,30,2026-10-16,22,248.74,28.67,0.12,20324,5598,332283,206896
2026-09-24_1251,AMZN,60,2026-11-20,57,248.74,37.07,-0.17,12068,5689,335949,153350
2026-09-24_1251,AMZN,91,2026-12-18,85,248.74,35.04,-0.21,21991,7637,257992,191906
2026-09-24_1251,AMZN,182,2027-03-19,176,248.74,35.15,-0.36,4454,922,84241,123892
2026-09-24_1251,CRWV,30,2026-10-16,22,89.44,71.36,2.01,17237,4936,202939,161145
2026-09-24_1251,CRWV,60,2026-11-20,57,89.44,79.95,1.65,2014,1282,73260,80963
2026-09-24_1251,CRWV,91,2026-12-18,85,89.44,77.24,1.3,1596,1365,76089,85657
2026-09-24_1251,CRWV,182,2027-03-19,176,89.44,78.48,0.82,733,1271,55678,47372
